scan_role	anonymous_rate_setting	state_of_charge_percent	cell_voltage_V
discharge_like	rate_setting_3	87.11481	1.47048
discharge_like	rate_setting_4	86.60833	1.42825
discharge_like	rate_setting_5	86.28336	1.37718
discharge_like	rate_setting_6	83.16577	1.3655
discharge_like	rate_setting_7	82.18742	1.22388
discharge_like	rate_setting_1	84.08007	1.5178
discharge_like	rate_setting_2	86.79263	1.46739
discharge_like	rate_setting_3	87.50156	1.45879
discharge_like	rate_setting_4	87.09095	1.4181
discharge_like	rate_setting_5	86.89264	1.3664
discharge_like	rate_setting_6	84.00976	1.35442
discharge_like	rate_setting_7	83.32894	1.2125
discharge_like	rate_setting_1	84.48261	1.50764
discharge_like	rate_setting_2	87.10492	1.45693
discharge_like	rate_setting_3	87.84335	1.44863
discharge_like	rate_setting_4	87.6022	1.4064
discharge_like	rate_setting_5	87.50192	1.35502
discharge_like	rate_setting_6	84.62953	1.34427
discharge_like	rate_setting_7	84.35721	1.20203
discharge_like	rate_setting_1	84.83761	1.49749
discharge_like	rate_setting_2	87.45174	1.44585
discharge_like	rate_setting_3	88.18503	1.43786
discharge_like	rate_setting_4	88.08485	1.39563
discharge_like	rate_setting_5	88.0101	1.34486
discharge_like	rate_setting_6	85.29665	1.33411
discharge_like	rate_setting_7	85.38442	1.19065
discharge_like	rate_setting_1	85.24	1.48671
discharge_like	rate_setting_2	87.76415	1.43539
discharge_like	rate_setting_3	88.54831	1.42616
discharge_like	rate_setting_4	88.53922	1.38486
discharge_like	rate_setting_5	88.55216	1.33409
discharge_like	rate_setting_6	86.05121	1.32365
discharge_like	rate_setting_7	86.29747	1.18049
discharge_like	rate_setting_1	85.60696	1.47564
discharge_like	rate_setting_2	88.07645	1.42492
discharge_like	rate_setting_3	88.89091	1.41478
discharge_like	rate_setting_4	88.96552	1.37347
discharge_like	rate_setting_5	89.05835	1.32332
discharge_like	rate_setting_6	86.67251	1.31226
discharge_like	rate_setting_7	87.26766	1.1688
discharge_like	rate_setting_1	85.96174	1.46486
discharge_like	rate_setting_2	88.3887	1.41446
discharge_like	rate_setting_3	89.23198	1.40308
discharge_like	rate_setting_4	89.41988	1.36147
discharge_like	rate_setting_5	89.5004	1.31316
discharge_like	rate_setting_6	87.24891	1.3021
discharge_like	rate_setting_7	88.18056	1.15772
discharge_like	rate_setting_1	86.29305	1.45409
discharge_like	rate_setting_2	88.70089	1.40369
discharge_like	rate_setting_3	89.52856	1.39262
discharge_like	rate_setting_4	89.76039	1.3507
discharge_like	rate_setting_5	89.9405	1.3027
discharge_like	rate_setting_6	87.82502	1.29195
discharge_like	rate_setting_7	89.03764	1.14602
discharge_like	rate_setting_1	86.63579	1.44332
discharge_like	rate_setting_2	89.01316	1.3923
discharge_like	rate_setting_3	89.82453	1.38216
discharge_like	rate_setting_4	90.12981	1.34023
discharge_like	rate_setting_5	90.381	1.29193
discharge_like	rate_setting_6	88.40207	1.28118
discharge_like	rate_setting_7	89.77886	1.13587
discharge_like	rate_setting_1	86.9316	1.43286
discharge_like	rate_setting_2	89.2733	1.38214
discharge_like	rate_setting_3	90.12062	1.37138
discharge_like	rate_setting_4	90.49938	1.32885
discharge_like	rate_setting_5	90.8218	1.28023
discharge_like	rate_setting_6	88.93459	1.26979
discharge_like	rate_setting_7	90.52087	1.12479
discharge_like	rate_setting_1	87.27483	1.42239
discharge_like	rate_setting_2	89.58541	1.37076
discharge_like	rate_setting_3	90.41621	1.36092
discharge_like	rate_setting_4	90.86857	1.31684
discharge_like	rate_setting_5	91.22735	1.26885
discharge_like	rate_setting_6	89.5129	1.2581
discharge_like	rate_setting_7	91.32128	1.11432
discharge_like	rate_setting_1	87.57096	1.41193
discharge_like	rate_setting_2	89.84571	1.36029
discharge_like	rate_setting_3	90.71283	1.34984
discharge_like	rate_setting_4	91.23847	1.30453
discharge_like	rate_setting_5	91.66841	1.25654
discharge_like	rate_setting_6	90.0896	1.24548
discharge_like	rate_setting_7	92.00495	1.10417
discharge_like	rate_setting_1	87.87861	1.40177
discharge_like	rate_setting_2	90.12326	1.34983
discharge_like	rate_setting_3	90.98602	1.33907
discharge_like	rate_setting_4	91.52149	1.29438
discharge_like	rate_setting_5	92.00593	1.24638
discharge_like	rate_setting_6	90.66681	1.23317
discharge_like	rate_setting_7	92.69083	1.09216
discharge_like	rate_setting_1	88.18624	1.39162
discharge_like	rate_setting_2	90.38348	1.33906
discharge_like	rate_setting_3	91.28233	1.32768
discharge_like	rate_setting_4	91.83496	1.28422
discharge_like	rate_setting_5	92.37844	1.23561
discharge_like	rate_setting_6	91.11061	1.2224
discharge_like	rate_setting_7	93.43201	1.08016
discharge_like	rate_setting_1	88.48223	1.38054
discharge_like	rate_setting_2	90.66078	1.32798
discharge_like	rate_setting_3	91.57844	1.31599
discharge_like	rate_setting_4	92.09014	1.27345
discharge_like	rate_setting_5	92.71636	1.22484
discharge_like	rate_setting_6	91.55445	1.21132
discharge_like	rate_setting_7	94.00119	1.07001
discharge_like	rate_setting_1	88.78974	1.37007
discharge_like	rate_setting_2	90.92124	1.31721
discharge_like	rate_setting_3	91.87386	1.30429
discharge_like	rate_setting_4	92.40247	1.26237
discharge_like	rate_setting_5	93.05565	1.21406
discharge_like	rate_setting_6	92.04208	1.19993
discharge_like	rate_setting_7	94.63117	1.05923
discharge_like	rate_setting_1	89.08558	1.35992
discharge_like	rate_setting_2	91.18141	1.30674
discharge_like	rate_setting_3	92.1022	1.29414
discharge_like	rate_setting_4	92.68642	1.25129
discharge_like	rate_setting_5	93.39419	1.20237
discharge_like	rate_setting_6	92.48553	1.18823
discharge_like	rate_setting_7	95.20121	1.04815
discharge_like	rate_setting_1	89.35789	1.34945
discharge_like	rate_setting_2	91.45883	1.29628
discharge_like	rate_setting_3	92.42116	1.28183
discharge_like	rate_setting_4	92.97045	1.24021
discharge_like	rate_setting_5	93.76706	1.19037
discharge_like	rate_setting_6	92.92936	1.17623
discharge_like	rate_setting_7	95.77263	1.03708
discharge_like	rate_setting_1	89.6417	1.33899
discharge_like	rate_setting_2	91.71904	1.28489
discharge_like	rate_setting_3	92.62581	1.27167
discharge_like	rate_setting_4	93.2827	1.22852
discharge_like	rate_setting_5	94.1056	1.17775
discharge_like	rate_setting_6	93.37319	1.16331
discharge_like	rate_setting_7	96.34356	1.02569
discharge_like	rate_setting_1	89.91364	1.32853
discharge_like	rate_setting_2	91.99652	1.27381
discharge_like	rate_setting_3	92.87711	1.26151
discharge_like	rate_setting_4	93.56691	1.21713
discharge_like	rate_setting_5	94.44412	1.16513
discharge_like	rate_setting_6	93.86209	1.15069
discharge_like	rate_setting_7	97.0263	1.01338
discharge_like	rate_setting_1	90.18607	1.31776
discharge_like	rate_setting_2	92.25707	1.26181
discharge_like	rate_setting_3	93.10353	1.25136
discharge_like	rate_setting_4	93.85113	1.20451
discharge_like	rate_setting_5	94.78299	1.1519
discharge_like	rate_setting_6	94.30567	1.13745
discharge_like	rate_setting_7	97.54189	1.00076
discharge_like	rate_setting_1	90.48191	1.30637
discharge_like	rate_setting_2	92.5172	1.25042
discharge_like	rate_setting_3	93.35465	1.24089
discharge_like	rate_setting_4	94.13503	1.19251
discharge_like	rate_setting_5	95.1549	1.13836
discharge_like	rate_setting_6	94.66013	1.1273
discharge_like	rate_setting_7	97.99769	0.99153
discharge_like	rate_setting_1	90.75414	1.29498
discharge_like	rate_setting_2	92.75994	1.24027
discharge_like	rate_setting_3	93.62739	1.22889
discharge_like	rate_setting_4	94.44746	1.1802
discharge_like	rate_setting_5	95.39257	1.1282
discharge_like	rate_setting_6	94.97174	1.11714
discharge_like	rate_setting_1	91.00219	1.28483
discharge_like	rate_setting_2	92.96806	1.23011
discharge_like	rate_setting_3	93.8557	1.21812
discharge_like	rate_setting_4	94.76008	1.16789
discharge_like	rate_setting_5	95.66335	1.11774
discharge_like	rate_setting_6	95.3261	1.10668
discharge_like	rate_setting_1	91.23927	1.27375
discharge_like	rate_setting_2	93.22836	1.21903
discharge_like	rate_setting_3	94.08315	1.20735
discharge_like	rate_setting_4	95.01548	1.15466
discharge_like	rate_setting_5	95.93405	1.10727
discharge_like	rate_setting_6	95.6812	1.0956
discharge_like	rate_setting_1	91.52315	1.26236
discharge_like	rate_setting_2	93.45378	1.20888
discharge_like	rate_setting_3	94.33413	1.19719
discharge_like	rate_setting_4	95.29969	1.14296
discharge_like	rate_setting_5	96.17125	1.09681
discharge_like	rate_setting_6	95.98975	1.08452
discharge_like	rate_setting_1	91.75968	1.25159
discharge_like	rate_setting_2	93.6796	1.19841
discharge_like	rate_setting_3	94.56173	1.18673
discharge_like	rate_setting_4	95.61174	1.13065
discharge_like	rate_setting_5	96.43982	1.08604
discharge_like	rate_setting_6	96.12562	1.08083
discharge_like	rate_setting_1	92.00788	1.24082
discharge_like	rate_setting_2	93.9394	1.18641
discharge_like	rate_setting_3	94.78929	1.17565
discharge_like	rate_setting_4	95.92467	1.11772
discharge_like	rate_setting_5	96.71304	1.07527
discharge_like	rate_setting_6	96.25538	1.075
discharge_like	rate_setting_1	92.24487	1.23004
discharge_like	rate_setting_2	94.16513	1.17595
discharge_like	rate_setting_3	95.0166	1.16488
discharge_like	rate_setting_4	96.18017	1.1048
discharge_like	rate_setting_5	96.98314	1.06419
discharge_like	rate_setting_6	96.52295	1.068
discharge_like	rate_setting_1	92.49329	1.21897
discharge_like	rate_setting_2	94.39056	1.16517
discharge_like	rate_setting_3	95.26728	1.15441
discharge_like	rate_setting_4	96.46421	1.09218
discharge_like	rate_setting_5	97.22097	1.05372
discharge_like	rate_setting_6	97.00854	1.04
discharge_like	rate_setting_1	92.73015	1.20819
discharge_like	rate_setting_2	94.61626	1.15471
discharge_like	rate_setting_3	95.49532	1.14303
discharge_like	rate_setting_4	96.77553	1.07956
discharge_like	rate_setting_5	97.49188	1.04264
discharge_like	rate_setting_6	97.99954	1.01
discharge_like	rate_setting_1	92.97862	1.19681
discharge_like	rate_setting_2	94.85814	1.14394
discharge_like	rate_setting_3	95.72294	1.13226
discharge_like	rate_setting_4	97.06032	1.06725
discharge_like	rate_setting_5	97.76266	1.03156
discharge_like	rate_setting_1	93.22704	1.18542
discharge_like	rate_setting_2	95.05016	1.13347
discharge_like	rate_setting_3	95.95097	1.12118
discharge_like	rate_setting_4	97.37372	1.05525
discharge_like	rate_setting_5	97.99939	1.0211
discharge_like	rate_setting_1	93.46375	1.17434
discharge_like	rate_setting_2	95.27534	1.12301
discharge_like	rate_setting_3	96.22418	1.1101
discharge_like	rate_setting_4	97.62869	1.04325
discharge_like	rate_setting_1	93.70051	1.16295
discharge_like	rate_setting_2	95.51808	1.11255
discharge_like	rate_setting_3	96.42901	1.09963
discharge_like	rate_setting_4	97.94112	1.03124
discharge_like	rate_setting_1	93.97261	1.15157
discharge_like	rate_setting_2	95.72639	1.10239
discharge_like	rate_setting_3	96.67955	1.08917
discharge_like	rate_setting_4	97.99824	1.02817
discharge_like	rate_setting_1	94.22081	1.14049
discharge_like	rate_setting_2	95.95167	1.09162
discharge_like	rate_setting_3	96.88471	1.0784
discharge_like	rate_setting_1	94.43411	1.13002
discharge_like	rate_setting_2	96.17733	1.08146
discharge_like	rate_setting_3	97.13503	1.06793
discharge_like	rate_setting_1	94.65884	1.11925
discharge_like	rate_setting_2	96.38537	1.07131
discharge_like	rate_setting_3	97.363	1.05778
discharge_like	rate_setting_1	94.85999	1.10879
discharge_like	rate_setting_2	96.66279	1.059
discharge_like	rate_setting_3	97.59039	1.04731
discharge_like	rate_setting_1	95.07318	1.09802
discharge_like	rate_setting_2	96.92307	1.04823
discharge_like	rate_setting_3	97.90935	1.03531
discharge_like	rate_setting_1	95.2742	1.08755
discharge_like	rate_setting_2	97.20047	1.03684
discharge_like	rate_setting_3	98.00051	1.0307
discharge_like	rate_setting_1	95.52266	1.07678
discharge_like	rate_setting_2	97.46084	1.02607
discharge_like	rate_setting_1	95.73562	1.06601
discharge_like	rate_setting_2	97.72094	1.01437
discharge_like	rate_setting_1	95.95984	1.05493
discharge_like	rate_setting_2	97.99842	1.00237
discharge_like	rate_setting_1	96.16149	1.04416
discharge_like	rate_setting_1	96.37461	1.03308
discharge_like	rate_setting_1	96.58762	1.02231
discharge_like	rate_setting_1	96.80041	1.01154
discharge_like	rate_setting_1	97.01375	1.00046
