feature_id	sample_id	relative_count
feature_0199	sample_183	5.0
feature_0199	sample_176	31.0
feature_0199	sample_348	1.0
feature_0199	sample_223	25.0
feature_0199	sample_395	12.0
feature_0199	sample_085	3.0
feature_0199	sample_470	29.0
feature_0199	sample_088	2.0
feature_0199	sample_024	1.0
feature_0199	sample_337	6.0
feature_0199	sample_159	18.0
feature_0199	sample_121	6.0
feature_0199	sample_155	27.0
feature_0199	sample_064	1.0
feature_0199	sample_133	3.0
feature_0199	sample_256	3.0
feature_0199	sample_035	6.0
feature_0199	sample_222	32.0
feature_0199	sample_241	4.0
feature_0199	sample_493	4.0
feature_0199	sample_117	2.0
feature_0199	sample_334	8.0
feature_0199	sample_123	2.0
feature_0199	sample_480	3.0
feature_0199	sample_122	1.0
feature_0199	sample_516	2.0
feature_0199	sample_129	1.0
feature_0199	sample_229	3.0
feature_0199	sample_074	6.0
feature_0199	sample_295	1.0
feature_0199	sample_418	2.0
feature_0199	sample_391	1.0
feature_0199	sample_485	6.0
feature_0199	sample_112	8.0
feature_0199	sample_015	4.0
feature_0199	sample_010	6.0
feature_0199	sample_172	8.0
feature_0199	sample_297	1.0
feature_0199	sample_264	9.0
feature_0199	sample_473	2.0
feature_0199	sample_166	2.0
feature_0199	sample_412	2.0
feature_0199	sample_415	2.0
feature_0199	sample_104	2.0
feature_0199	sample_488	5.0
feature_0199	sample_413	10.0
feature_0199	sample_438	3.0
feature_0199	sample_175	11.0
feature_0199	sample_170	2.0
feature_0199	sample_457	1.0
feature_0199	sample_127	2.0
feature_0199	sample_203	4.0
feature_0199	sample_234	3.0
feature_0199	sample_086	2.0
feature_0199	sample_218	1.0
feature_0199	sample_402	13.0
feature_0199	sample_179	19.0
feature_0199	sample_027	1.0
feature_0199	sample_107	4.0
feature_0199	sample_374	3.0
feature_0199	sample_515	1.0
feature_0199	sample_139	2.0
feature_0199	sample_101	1.0
feature_0199	sample_419	2.0
feature_0199	sample_210	15.0
feature_0199	sample_483	4.0
feature_0199	sample_115	2.0
feature_0199	sample_219	1.0
feature_0199	sample_244	7.0
feature_0199	sample_034	2.0
feature_0199	sample_387	1.0
feature_0199	sample_397	1.0
feature_0199	sample_169	1.0
feature_0199	sample_016	2.0
feature_0199	sample_140	3.0
feature_0199	sample_432	1.0
feature_0199	sample_454	2.0
feature_0199	sample_404	6.0
feature_0199	sample_120	1.0
feature_0199	sample_032	1.0
feature_0199	sample_416	1.0
feature_0199	sample_093	8.0
feature_0199	sample_263	2.0
feature_0199	sample_051	1.0
feature_0199	sample_406	8.0
feature_0199	sample_277	1.0
feature_0199	sample_468	2.0
feature_0199	sample_352	1.0
feature_0199	sample_214	2.0
feature_0199	sample_304	1.0
feature_0199	sample_174	1.0
feature_0199	sample_498	3.0
feature_0199	sample_301	13.0
feature_0199	sample_146	1.0
feature_0199	sample_354	1.0
feature_0199	sample_335	1.0
feature_0199	sample_058	1.0
feature_0199	sample_065	3.0
feature_0199	sample_282	1.0
feature_0199	sample_359	6.0
feature_0199	sample_278	3.0
feature_0199	sample_097	2.0
feature_0199	sample_045	2.0
feature_0199	sample_163	2.0
feature_0199	sample_004	1.0
feature_0199	sample_333	5.0
feature_0199	sample_099	1.0
feature_0199	sample_443	3.0
feature_0199	sample_508	1.0
feature_0199	sample_201	4.0
feature_0199	sample_143	1.0
feature_0199	sample_061	1.0
feature_0199	sample_332	5.0
feature_0199	sample_108	5.0
feature_0199	sample_481	6.0
feature_0199	sample_309	2.0
feature_0199	sample_530	16.0
feature_0199	sample_489	1.0
feature_0199	sample_288	1.0
feature_0199	sample_225	7.0
feature_0199	sample_153	3.0
feature_0199	sample_269	62.0
feature_0199	sample_057	12.0
feature_0199	sample_519	7.0
feature_0199	sample_340	8.0
feature_0199	sample_396	1.0
feature_0199	sample_011	7.0
feature_0199	sample_449	2.0
feature_0199	sample_326	3.0
feature_0199	sample_314	4.0
feature_0199	sample_509	1.0
feature_0199	sample_367	1.0
feature_0199	sample_303	3.0
feature_0199	sample_204	1.0
feature_0199	sample_275	1.0
feature_0199	sample_495	3.0
feature_0199	sample_205	1.0
feature_0199	sample_458	3.0
feature_0199	sample_369	2.0
feature_0199	sample_358	2.0
feature_0199	sample_242	1.0
feature_0199	sample_147	2.0
feature_0199	sample_252	1.0
feature_0199	sample_102	2.0
feature_0199	sample_315	3.0
feature_0199	sample_141	2.0
feature_0199	sample_329	8.0
feature_0199	sample_320	3.0
feature_0199	sample_361	3.0
feature_0199	sample_041	3.0
feature_0199	sample_497	2.0
feature_0199	sample_190	6.0
feature_0199	sample_001	1.0
feature_0199	sample_321	2.0
feature_0199	sample_188	1.0
feature_0199	sample_523	1.0
feature_0199	sample_194	4.0
feature_0199	sample_328	1.0
feature_0199	sample_437	5.0
feature_0199	sample_423	2.0
feature_0199	sample_435	2.0
feature_0199	sample_200	2.0
feature_0200	sample_447	1.0
feature_0200	sample_116	9.0
feature_0200	sample_500	263.0
feature_0200	sample_478	1.0
feature_0200	sample_161	1.0
feature_0200	sample_324	2.0
feature_0200	sample_134	1.0
feature_0200	sample_503	248.0
feature_0200	sample_249	233.0
feature_0200	sample_089	74.0
feature_0200	sample_524	1859.0
feature_0200	sample_392	2.0
feature_0200	sample_467	86.0
feature_0200	sample_056	42.0
feature_0200	sample_253	1.0
feature_0200	sample_193	46.0
feature_0200	sample_474	672.0
feature_0200	sample_446	3.0
feature_0200	sample_307	715.0
feature_0200	sample_044	99.0
feature_0200	sample_184	268.0
feature_0200	sample_125	7.0
feature_0200	sample_491	203.0
feature_0200	sample_254	264.0
feature_0200	sample_046	178.0
feature_0200	sample_376	359.0
feature_0200	sample_338	11.0
feature_0200	sample_199	1.0
feature_0200	sample_070	9.0
feature_0200	sample_092	348.0
feature_0200	sample_319	7.0
feature_0200	sample_262	66.0
feature_0200	sample_144	1.0
feature_0200	sample_195	115.0
feature_0200	sample_040	1.0
feature_0200	sample_268	1.0
feature_0200	sample_197	244.0
feature_0200	sample_243	409.0
feature_0200	sample_362	1.0
feature_0200	sample_355	337.0
feature_0200	sample_441	10.0
feature_0200	sample_063	138.0
feature_0200	sample_471	1099.0
feature_0200	sample_439	4.0
feature_0200	sample_105	183.0
feature_0200	sample_228	1306.0
feature_0200	sample_180	6.0
feature_0200	sample_305	716.0
feature_0200	sample_013	366.0
feature_0200	sample_071	8.0
feature_0200	sample_525	279.0
feature_0200	sample_047	11.0
feature_0200	sample_445	4.0
feature_0200	sample_444	2.0
feature_0200	sample_465	242.0
feature_0200	sample_186	225.0
feature_0200	sample_517	324.0
feature_0200	sample_094	18.0
feature_0200	sample_019	147.0
feature_0200	sample_198	123.0
feature_0200	sample_273	74.0
feature_0200	sample_050	1.0
feature_0200	sample_371	207.0
feature_0200	sample_384	671.0
feature_0200	sample_023	203.0
feature_0200	sample_237	367.0
feature_0200	sample_463	1279.0
feature_0200	sample_156	317.0
feature_0200	sample_486	24.0
feature_0200	sample_183	1.0
feature_0200	sample_176	1.0
feature_0200	sample_348	510.0
feature_0200	sample_088	1.0
feature_0200	sample_323	212.0
feature_0200	sample_103	957.0
feature_0200	sample_246	222.0
feature_0200	sample_024	493.0
feature_0200	sample_078	470.0
feature_0200	sample_351	583.0
feature_0200	sample_159	274.0
feature_0200	sample_339	1.0
feature_0200	sample_256	359.0
feature_0200	sample_264	107.0
feature_0200	sample_331	650.0
feature_0200	sample_028	237.0
feature_0200	sample_175	74.0
feature_0200	sample_170	166.0
feature_0200	sample_457	115.0
feature_0200	sample_127	102.0
feature_0200	sample_203	269.0
feature_0200	sample_469	2.0
feature_0200	sample_179	151.0
feature_0200	sample_027	2.0
feature_0200	sample_515	487.0
feature_0200	sample_139	158.0
feature_0200	sample_101	262.0
feature_0200	sample_419	28.0
feature_0200	sample_210	739.0
feature_0200	sample_483	248.0
feature_0200	sample_115	122.0
feature_0200	sample_219	343.0
feature_0200	sample_244	129.0
feature_0200	sample_034	14.0
feature_0200	sample_354	106.0
feature_0200	sample_499	490.0
feature_0200	sample_335	220.0
feature_0200	sample_058	163.0
feature_0200	sample_349	597.0
feature_0200	sample_065	215.0
feature_0200	sample_282	104.0
feature_0200	sample_119	206.0
feature_0200	sample_359	649.0
feature_0200	sample_006	408.0
feature_0200	sample_398	215.0
feature_0200	sample_278	124.0
feature_0200	sample_037	437.0
feature_0200	sample_504	226.0
feature_0200	sample_045	178.0
feature_0200	sample_502	250.0
feature_0200	sample_004	3.0
feature_0200	sample_333	1.0
feature_0200	sample_385	1.0
feature_0200	sample_029	1.0
feature_0200	sample_201	29.0
feature_0200	sample_143	252.0
feature_0200	sample_353	4.0
feature_0200	sample_460	435.0
feature_0200	sample_481	5.0
feature_0200	sample_459	363.0
feature_0200	sample_345	232.0
feature_0200	sample_288	318.0
feature_0200	sample_368	291.0
feature_0200	sample_269	132.0
feature_0200	sample_519	2.0
feature_0200	sample_294	298.0
feature_0200	sample_314	137.0
feature_0200	sample_509	308.0
feature_0200	sample_367	20.0
feature_0200	sample_286	444.0
feature_0200	sample_062	1.0
feature_0200	sample_403	460.0
feature_0200	sample_080	81.0
feature_0200	sample_110	2.0
feature_0200	sample_250	161.0
feature_0200	sample_523	1.0
feature_0200	sample_069	1.0
feature_0201	sample_324	1.0
feature_0202	sample_433	68.0
feature_0202	sample_136	27.0
feature_0202	sample_447	14.0
feature_0202	sample_020	309.0
feature_0202	sample_472	2.0
feature_0202	sample_506	90.0
feature_0202	sample_522	48.0
feature_0202	sample_240	22.0
feature_0202	sample_410	14.0
feature_0202	sample_042	43.0
feature_0202	sample_366	39.0
feature_0202	sample_116	65.0
feature_0202	sample_500	7.0
feature_0202	sample_375	102.0
feature_0202	sample_131	2.0
feature_0202	sample_299	8.0
feature_0202	sample_528	41.0
feature_0202	sample_478	19.0
feature_0202	sample_298	23.0
feature_0202	sample_007	10.0
feature_0202	sample_267	873.0
feature_0202	sample_161	77.0
feature_0202	sample_344	2.0
feature_0202	sample_318	22.0
feature_0202	sample_324	13.0
feature_0202	sample_109	3.0
feature_0202	sample_134	16.0
feature_0202	sample_026	29.0
feature_0202	sample_421	144.0
feature_0202	sample_503	512.0
feature_0202	sample_249	50.0
feature_0202	sample_451	10.0
feature_0202	sample_089	2946.0
feature_0202	sample_524	30.0
feature_0202	sample_392	23.0
feature_0202	sample_513	131.0
feature_0202	sample_060	32.0
feature_0202	sample_185	31.0
feature_0202	sample_106	57.0
feature_0202	sample_221	7.0
feature_0202	sample_467	2.0
feature_0202	sample_056	150.0
feature_0202	sample_253	31.0
feature_0202	sample_300	55.0
feature_0202	sample_193	35535.0
feature_0202	sample_474	59.0
feature_0202	sample_446	589.0
feature_0202	sample_307	39.0
feature_0202	sample_466	8.0
feature_0202	sample_518	3.0
feature_0202	sample_044	9.0
feature_0202	sample_184	258.0
feature_0202	sample_462	12.0
feature_0202	sample_436	1.0
feature_0202	sample_477	3.0
feature_0202	sample_125	43.0
feature_0202	sample_072	166.0
feature_0202	sample_491	59.0
feature_0202	sample_254	59.0
feature_0202	sample_426	57.0
feature_0202	sample_046	531.0
feature_0202	sample_376	122.0
feature_0202	sample_338	329.0
feature_0202	sample_347	88.0
feature_0202	sample_154	81.0
feature_0202	sample_199	136.0
feature_0202	sample_070	2.0
feature_0202	sample_092	8.0
feature_0202	sample_319	24.0
feature_0202	sample_262	34415.0
feature_0202	sample_144	4.0
feature_0202	sample_411	8.0
feature_0202	sample_207	796.0
feature_0202	sample_290	8007.0
feature_0202	sample_195	12.0
feature_0202	sample_196	2.0
feature_0202	sample_018	1.0
feature_0202	sample_268	9135.0
feature_0202	sample_248	6.0
feature_0202	sample_213	89.0
feature_0202	sample_059	10.0
feature_0202	sample_197	19.0
feature_0202	sample_280	1.0
feature_0202	sample_287	25.0
feature_0202	sample_464	10030.0
feature_0202	sample_012	6.0
feature_0202	sample_126	24.0
feature_0202	sample_149	3.0
feature_0202	sample_084	9.0
feature_0202	sample_151	75.0
feature_0202	sample_243	3.0
feature_0202	sample_389	2.0
feature_0202	sample_492	1.0
feature_0202	sample_306	3.0
feature_0202	sample_510	14094.0
feature_0202	sample_475	14.0
feature_0202	sample_245	15.0
feature_0202	sample_428	1.0
feature_0202	sample_152	1.0
feature_0202	sample_407	78.0
feature_0202	sample_215	18.0
feature_0202	sample_373	70.0
feature_0202	sample_317	1.0
feature_0202	sample_291	1.0
feature_0202	sample_425	45.0
feature_0202	sample_209	1.0
feature_0202	sample_271	1.0
feature_0202	sample_162	430.0
feature_0202	sample_285	2645.0
feature_0202	sample_494	64.0
feature_0202	sample_409	40.0
feature_0202	sample_067	87.0
feature_0202	sample_082	1.0
feature_0202	sample_381	2093.0
feature_0202	sample_511	1.0
feature_0202	sample_417	611.0
feature_0202	sample_507	77.0
feature_0202	sample_177	50.0
feature_0202	sample_113	82.0
feature_0202	sample_527	106.0
feature_0202	sample_490	7028.0
feature_0202	sample_386	204.0
feature_0202	sample_362	59.0
feature_0202	sample_255	23.0
feature_0202	sample_191	136.0
feature_0202	sample_370	352.0
feature_0202	sample_442	294.0
feature_0202	sample_512	719.0
feature_0202	sample_168	31.0
feature_0202	sample_132	285.0
feature_0202	sample_128	1.0
feature_0202	sample_048	1.0
feature_0202	sample_274	1.0
feature_0202	sample_431	1.0
feature_0202	sample_377	2.0
feature_0202	sample_087	2.0
feature_0202	sample_355	173.0
feature_0202	sample_441	2402.0
feature_0202	sample_025	7.0
feature_0202	sample_482	3.0
feature_0202	sample_343	1.0
feature_0202	sample_063	124.0
feature_0202	sample_083	1.0
feature_0202	sample_471	11.0
feature_0202	sample_033	4.0
feature_0202	sample_455	1.0
feature_0202	sample_439	2.0
feature_0202	sample_105	4.0
feature_0202	sample_257	23793.0
feature_0202	sample_228	41.0
feature_0202	sample_180	2.0
feature_0202	sample_305	4.0
feature_0202	sample_013	2069.0
feature_0202	sample_008	77.0
feature_0202	sample_071	13.0
feature_0202	sample_211	23.0
feature_0202	sample_452	35.0
feature_0202	sample_030	8.0
feature_0202	sample_525	2.0
feature_0202	sample_047	1.0
feature_0202	sample_445	2.0
feature_0202	sample_341	14.0
feature_0202	sample_360	172.0
feature_0202	sample_465	55734.0
feature_0202	sample_178	51800.0
feature_0202	sample_266	27.0
feature_0202	sample_171	6.0
feature_0202	sample_186	8330.0
feature_0202	sample_192	63.0
feature_0202	sample_517	10.0
feature_0202	sample_094	69214.0
feature_0202	sample_346	2322.0
feature_0202	sample_363	18.0
feature_0202	sample_019	30879.0
feature_0202	sample_198	32354.0
feature_0202	sample_114	32.0
feature_0202	sample_382	50.0
feature_0202	sample_022	10.0
feature_0202	sample_273	416.0
feature_0202	sample_050	9.0
feature_0202	sample_276	41.0
feature_0202	sample_055	6.0
feature_0202	sample_371	37.0
feature_0202	sample_384	10247.0
feature_0202	sample_023	28614.0
feature_0202	sample_526	177.0
feature_0202	sample_237	23.0
feature_0202	sample_501	24.0
feature_0202	sample_238	12.0
feature_0202	sample_479	19.0
feature_0202	sample_124	10979.0
feature_0202	sample_322	64.0
feature_0202	sample_521	14.0
feature_0202	sample_231	19.0
feature_0202	sample_111	5.0
feature_0202	sample_311	11.0
feature_0202	sample_420	12.0
feature_0202	sample_463	3.0
feature_0202	sample_156	116.0
feature_0202	sample_157	20.0
feature_0202	sample_486	1.0
feature_0202	sample_514	34.0
feature_0202	sample_090	15934.0
feature_0202	sample_310	88.0
feature_0202	sample_183	4.0
feature_0202	sample_176	106.0
feature_0202	sample_164	102.0
feature_0202	sample_348	11.0
feature_0202	sample_223	3.0
feature_0202	sample_395	53.0
feature_0202	sample_085	25.0
feature_0202	sample_470	8.0
feature_0202	sample_088	48.0
feature_0202	sample_323	11.0
feature_0202	sample_103	24.0
feature_0202	sample_372	206.0
feature_0202	sample_246	142.0
feature_0202	sample_505	2.0
feature_0202	sample_024	6.0
feature_0202	sample_078	3.0
feature_0202	sample_337	237.0
feature_0202	sample_351	29.0
feature_0202	sample_159	45616.0
feature_0202	sample_121	3.0
feature_0202	sample_155	125.0
feature_0202	sample_064	3.0
feature_0202	sample_133	5.0
feature_0202	sample_422	3.0
feature_0202	sample_302	3.0
feature_0202	sample_256	6691.0
feature_0202	sample_035	2.0
feature_0202	sample_222	5.0
feature_0202	sample_241	8.0
feature_0202	sample_021	3.0
feature_0202	sample_430	1.0
feature_0202	sample_493	27.0
feature_0202	sample_118	1.0
feature_0202	sample_216	107.0
feature_0202	sample_148	4743.0
feature_0202	sample_117	2.0
feature_0202	sample_401	13.0
feature_0202	sample_014	1.0
feature_0202	sample_334	3.0
feature_0202	sample_480	1592.0
feature_0202	sample_122	2.0
feature_0202	sample_516	8.0
feature_0202	sample_129	2.0
feature_0202	sample_229	1080.0
feature_0202	sample_074	235.0
feature_0202	sample_383	2.0
feature_0202	sample_295	94.0
feature_0202	sample_418	14.0
feature_0202	sample_485	1.0
feature_0202	sample_112	7.0
feature_0202	sample_015	1206.0
feature_0202	sample_010	12327.0
feature_0202	sample_182	285.0
feature_0202	sample_172	76.0
feature_0202	sample_297	66.0
feature_0202	sample_453	48.0
feature_0202	sample_264	265.0
feature_0202	sample_473	38697.0
feature_0202	sample_166	7.0
feature_0202	sample_412	4.0
feature_0202	sample_415	7028.0
feature_0202	sample_104	6.0
feature_0202	sample_331	15.0
feature_0202	sample_488	6.0
feature_0202	sample_028	13.0
feature_0202	sample_413	13.0
feature_0202	sample_438	1730.0
feature_0202	sample_175	57585.0
feature_0202	sample_170	4287.0
feature_0202	sample_457	34.0
feature_0202	sample_127	63.0
feature_0202	sample_203	66.0
feature_0202	sample_469	15.0
feature_0202	sample_234	71.0
feature_0202	sample_292	13.0
feature_0202	sample_408	1.0
feature_0202	sample_086	11.0
feature_0202	sample_218	1.0
feature_0202	sample_402	127.0
feature_0202	sample_179	82.0
feature_0202	sample_027	10.0
feature_0202	sample_107	1.0
feature_0202	sample_374	4.0
feature_0202	sample_515	181.0
feature_0202	sample_139	8.0
feature_0202	sample_101	18.0
feature_0202	sample_419	60.0
feature_0202	sample_210	11635.0
feature_0202	sample_483	3610.0
feature_0202	sample_115	46119.0
feature_0202	sample_219	8644.0
feature_0202	sample_244	20.0
feature_0202	sample_342	53.0
feature_0202	sample_034	28.0
feature_0202	sample_397	150.0
feature_0202	sample_169	69.0
feature_0202	sample_220	584.0
feature_0202	sample_432	105.0
feature_0202	sample_120	59.0
feature_0202	sample_137	30.0
feature_0202	sample_356	19.0
feature_0202	sample_032	15.0
feature_0202	sample_416	48.0
feature_0202	sample_263	16.0
feature_0202	sample_284	77.0
feature_0202	sample_487	2.0
feature_0202	sample_051	59.0
feature_0202	sample_406	35.0
feature_0202	sample_277	12.0
feature_0202	sample_468	88.0
feature_0202	sample_352	1332.0
feature_0202	sample_378	2.0
feature_0202	sample_095	58.0
feature_0202	sample_304	42.0
feature_0202	sample_208	51.0
feature_0202	sample_174	23.0
feature_0202	sample_336	288.0
feature_0202	sample_498	227.0
feature_0202	sample_301	9.0
feature_0202	sample_427	316.0
feature_0202	sample_054	1.0
feature_0202	sample_017	14985.0
feature_0202	sample_354	9.0
feature_0202	sample_499	7.0
feature_0202	sample_335	21203.0
feature_0202	sample_058	3.0
feature_0202	sample_349	17228.0
feature_0202	sample_065	23.0
feature_0202	sample_282	67.0
feature_0202	sample_119	6.0
feature_0202	sample_359	291.0
feature_0202	sample_251	10.0
feature_0202	sample_006	37.0
feature_0202	sample_398	12.0
feature_0202	sample_038	2.0
feature_0202	sample_270	2.0
feature_0202	sample_278	83.0
feature_0202	sample_097	77.0
feature_0202	sample_313	1549.0
feature_0202	sample_037	5.0
feature_0202	sample_504	4.0
feature_0202	sample_045	14.0
feature_0202	sample_260	27.0
feature_0202	sample_502	22.0
feature_0202	sample_163	6507.0
feature_0202	sample_004	25.0
feature_0202	sample_258	2.0
feature_0202	sample_333	1.0
feature_0202	sample_405	13.0
feature_0202	sample_003	18.0
feature_0202	sample_099	58.0
feature_0202	sample_029	2224.0
feature_0202	sample_529	62.0
feature_0202	sample_443	42.0
feature_0202	sample_201	34.0
feature_0202	sample_143	25849.0
feature_0202	sample_100	3.0
feature_0202	sample_077	2.0
feature_0202	sample_068	5.0
feature_0202	sample_353	1.0
feature_0202	sample_448	10.0
feature_0202	sample_365	2.0
feature_0202	sample_096	1.0
feature_0202	sample_414	2.0
feature_0202	sample_429	1.0
feature_0202	sample_233	1.0
feature_0202	sample_061	2.0
feature_0202	sample_202	1.0
feature_0202	sample_312	5.0
feature_0202	sample_520	2.0
feature_0202	sample_460	29592.0
feature_0202	sample_332	67.0
feature_0202	sample_108	1.0
feature_0202	sample_049	2.0
feature_0202	sample_481	35.0
feature_0202	sample_379	3.0
feature_0202	sample_279	1.0
feature_0202	sample_309	75.0
feature_0202	sample_036	3.0
feature_0202	sample_226	1.0
feature_0202	sample_530	1274.0
feature_0202	sample_476	1.0
feature_0202	sample_459	48.0
feature_0202	sample_489	11.0
feature_0202	sample_316	1.0
feature_0202	sample_073	1.0
feature_0202	sample_345	30.0
feature_0202	sample_288	118.0
feature_0202	sample_368	18.0
feature_0202	sample_225	44022.0
feature_0202	sample_153	66.0
feature_0202	sample_269	134.0
feature_0202	sample_091	1.0
feature_0202	sample_289	1.0
feature_0202	sample_232	215.0
feature_0202	sample_057	70.0
feature_0202	sample_235	6.0
feature_0202	sample_519	27341.0
feature_0202	sample_265	1.0
feature_0202	sample_440	2.0
feature_0202	sample_340	1.0
feature_0202	sample_294	2.0
feature_0202	sample_396	1.0
feature_0202	sample_011	30.0
feature_0202	sample_449	12757.0
feature_0202	sample_326	1733.0
feature_0202	sample_135	11.0
feature_0202	sample_314	23.0
feature_0202	sample_509	12.0
feature_0202	sample_367	207.0
feature_0202	sample_308	3.0
feature_0202	sample_303	35.0
feature_0202	sample_204	4.0
feature_0202	sample_275	4.0
feature_0202	sample_286	2.0
feature_0202	sample_495	18.0
feature_0202	sample_205	24.0
feature_0202	sample_380	19.0
feature_0202	sample_062	5.0
feature_0202	sample_393	584.0
feature_0202	sample_403	21.0
feature_0202	sample_358	14.0
feature_0202	sample_242	442.0
feature_0202	sample_147	6.0
feature_0202	sample_158	8.0
feature_0202	sample_357	2.0
feature_0202	sample_052	1.0
feature_0202	sample_005	2.0
feature_0202	sample_252	294.0
feature_0202	sample_496	28.0
feature_0202	sample_189	7.0
feature_0202	sample_434	1.0
feature_0202	sample_102	12.0
feature_0202	sample_315	142.0
feature_0202	sample_167	113.0
feature_0202	sample_081	891.0
feature_0202	sample_053	1.0
feature_0202	sample_141	53.0
feature_0202	sample_110	2868.0
feature_0202	sample_329	228.0
feature_0202	sample_330	3.0
feature_0202	sample_320	4.0
feature_0202	sample_361	11.0
feature_0202	sample_041	31.0
feature_0202	sample_399	7.0
feature_0202	sample_497	75.0
feature_0202	sample_190	75.0
feature_0202	sample_075	35.0
feature_0202	sample_001	2843.0
feature_0202	sample_321	142.0
feature_0202	sample_188	27.0
feature_0202	sample_250	18.0
feature_0202	sample_523	400.0
feature_0202	sample_194	12.0
feature_0202	sample_328	2.0
feature_0202	sample_069	188.0
feature_0202	sample_437	54.0
feature_0202	sample_247	11.0
feature_0202	sample_423	43.0
feature_0202	sample_160	187.0
feature_0202	sample_435	36744.0
feature_0202	sample_261	357.0
feature_0202	sample_200	347.0
feature_0202	sample_217	1.0
feature_0203	sample_390	2.0
feature_0203	sample_433	62.0
feature_0203	sample_136	28.0
feature_0203	sample_410	5.0
feature_0203	sample_366	2.0
feature_0203	sample_478	42.0
feature_0203	sample_298	3.0
feature_0203	sample_007	5.0
feature_0203	sample_267	30.0
feature_0203	sample_002	1.0
feature_0203	sample_324	1.0
feature_0203	sample_134	10.0
feature_0203	sample_503	3.0
feature_0203	sample_373	4.0
feature_0203	sample_285	57.0
feature_0203	sample_381	38.0
feature_0203	sample_417	16.0
feature_0203	sample_362	4.0
feature_0203	sample_255	4.0
feature_0203	sample_442	2.0
feature_0203	sample_168	11.0
feature_0203	sample_401	4.0
feature_0203	sample_480	6.0
feature_0203	sample_129	79.0
feature_0203	sample_295	1.0
feature_0203	sample_172	205.0
feature_0203	sample_297	17.0
feature_0203	sample_453	56.0
feature_0203	sample_397	1.0
feature_0203	sample_404	97.0
feature_0203	sample_487	1.0
feature_0203	sample_051	4.0
feature_0203	sample_468	134.0
feature_0203	sample_378	15.0
feature_0203	sample_304	51.0
feature_0203	sample_208	78.0
feature_0203	sample_174	2.0
feature_0203	sample_146	12.0
feature_0203	sample_286	1.0
feature_0203	sample_062	2.0
feature_0203	sample_242	32.0
feature_0203	sample_158	4.0
feature_0203	sample_053	7.0
feature_0203	sample_041	3.0
feature_0203	sample_190	13.0
feature_0203	sample_075	1.0
feature_0203	sample_247	1.0
feature_0203	sample_423	10.0
feature_0204	sample_390	1.0
feature_0204	sample_227	1.0
feature_0204	sample_079	1.0
feature_0204	sample_135	1.0
feature_0205	sample_433	5.0
feature_0205	sample_136	19.0
feature_0205	sample_020	2.0
feature_0205	sample_506	6.0
feature_0205	sample_522	12.0
feature_0205	sample_410	1.0
feature_0205	sample_366	17.0
feature_0205	sample_116	4.0
feature_0205	sample_500	4.0
feature_0205	sample_131	1.0
feature_0205	sample_299	2.0
feature_0205	sample_528	53.0
feature_0205	sample_478	5.0
feature_0205	sample_298	15.0
feature_0205	sample_007	3.0
feature_0205	sample_267	2.0
feature_0205	sample_161	21.0
feature_0205	sample_318	8.0
feature_0205	sample_324	96.0
feature_0205	sample_134	5.0
feature_0205	sample_026	2.0
feature_0205	sample_421	13.0
feature_0205	sample_503	11.0
feature_0205	sample_249	4.0
feature_0205	sample_451	2.0
feature_0205	sample_089	36.0
feature_0205	sample_524	41583.0
feature_0205	sample_513	2.0
feature_0205	sample_106	1.0
feature_0205	sample_467	1.0
feature_0205	sample_056	462.0
feature_0205	sample_253	2.0
feature_0205	sample_300	1.0
feature_0205	sample_193	1.0
feature_0205	sample_474	4.0
feature_0205	sample_446	1.0
feature_0205	sample_307	55.0
feature_0205	sample_466	2.0
feature_0205	sample_044	152.0
feature_0205	sample_184	1.0
feature_0205	sample_462	11656.0
feature_0205	sample_477	2.0
feature_0205	sample_072	1.0
feature_0205	sample_254	4.0
feature_0205	sample_426	3.0
feature_0205	sample_046	6.0
feature_0205	sample_376	1737.0
feature_0205	sample_338	3.0
feature_0205	sample_154	1.0
feature_0205	sample_070	128.0
feature_0205	sample_207	10.0
feature_0205	sample_290	1.0
feature_0205	sample_195	315.0
feature_0205	sample_197	1.0
feature_0205	sample_287	1.0
feature_0205	sample_407	10.0
feature_0205	sample_373	8.0
feature_0205	sample_271	1.0
feature_0205	sample_494	24.0
feature_0205	sample_067	1.0
feature_0205	sample_381	5.0
feature_0205	sample_511	1.0
feature_0205	sample_177	29.0
feature_0205	sample_113	1.0
feature_0205	sample_527	20.0
feature_0205	sample_490	12.0
feature_0205	sample_362	24.0
feature_0205	sample_191	6.0
feature_0205	sample_512	1.0
feature_0205	sample_132	3.0
feature_0205	sample_355	82.0
feature_0205	sample_441	1.0
feature_0205	sample_471	73.0
feature_0205	sample_455	1.0
feature_0205	sample_439	1.0
feature_0205	sample_013	1.0
feature_0205	sample_071	1.0
feature_0205	sample_030	395.0
feature_0205	sample_445	12.0
feature_0205	sample_341	18.0
feature_0205	sample_465	1.0
feature_0205	sample_517	1.0
feature_0205	sample_055	44.0
feature_0205	sample_371	1.0
feature_0205	sample_384	18.0
feature_0205	sample_526	5.0
feature_0205	sample_237	274.0
feature_0205	sample_103	1.0
feature_0205	sample_246	144.0
feature_0205	sample_493	1.0
feature_0205	sample_216	5.0
feature_0205	sample_148	7.0
feature_0205	sample_401	46.0
feature_0205	sample_123	1.0
feature_0205	sample_480	3.0
feature_0205	sample_129	2.0
feature_0205	sample_229	3.0
feature_0205	sample_074	1.0
feature_0205	sample_295	1.0
