stage_index	interaction_id	cell_pair_id	association_pvalue	interaction_strength_like_value
3	interaction_0279	cell_pair_0004	0.0009	-0.746615764199926
3	interaction_0101	cell_pair_0001	0.0009	-0.763660460831626
3	interaction_0184	cell_pair_0003	0.0009	-0.793356776016605
3	interaction_0146	cell_pair_0008	0.0009	-0.795859283219775
3	interaction_0260	cell_pair_0007	0.0009	-0.79836613883035
3	interaction_0259	cell_pair_0005	0.0009	-0.823677227359537
3	interaction_0125	cell_pair_0008	0.0009	-0.826232932263294
3	interaction_0226	cell_pair_0005	0.0009	-0.841662972832899
3	interaction_0014	cell_pair_0002	0.0009	-0.841662972832899
3	interaction_0106	cell_pair_0001	0.0009	-0.859875776090929
3	interaction_0226	cell_pair_0003	0.0009	-0.859875776090929
3	interaction_0225	cell_pair_0006	0.0009	-0.87038726186953
3	interaction_0036	cell_pair_0006	0.0009	-0.873027143742234
3	interaction_0039	cell_pair_0002	0.0009	-0.878321443411748
3	interaction_0260	cell_pair_0004	0.0009	-0.883635243308215
3	interaction_0184	cell_pair_0008	0.0009	-0.891642821909581
3	interaction_0259	cell_pair_0004	0.0009	-0.897006006676674
3	interaction_0046	cell_pair_0006	0.0009	-0.899695094204314
3	interaction_0098	cell_pair_0001	0.0009	-0.902389203373578
3	interaction_0261	cell_pair_0004	0.0009	-0.960159735468209
3	interaction_0179	cell_pair_0004	0.0009	-0.974262438586392
3	interaction_0054	cell_pair_0006	0.0009	-0.977099597889921
3	interaction_0278	cell_pair_0001	0.0009	-0.982790709967777
3	interaction_0079	cell_pair_0006	0.0009	-0.98564470702293
3	interaction_0093	cell_pair_0005	0.0009	-0.99136969485656
3	interaction_0184	cell_pair_0006	0.0009	-0.99136969485656
3	interaction_0184	cell_pair_0004	0.0009	-0.997117491466879
3	interaction_0123	cell_pair_0004	0.0009	-1.01158797427521
3	interaction_0106	cell_pair_0008	0.0009	-1.02034044828418
3	interaction_0262	cell_pair_0005	0.0009	-1.03209362970985
3	interaction_0132	cell_pair_0002	0.0009	-1.07400058144378
3	interaction_0261	cell_pair_0006	0.0009	-1.07704103576383
3	interaction_0277	cell_pair_0004	0.0009	-1.09850554495243
3	interaction_0087	cell_pair_0006	0.0009	-1.09850554495243
3	interaction_0227	cell_pair_0007	0.0009	-1.10780328953451
3	interaction_0131	cell_pair_0004	0.0009	-1.1456053222469
3	interaction_0094	cell_pair_0004	0.0009	-1.14880066140671
3	interaction_0151	cell_pair_0008	0.0009	-1.15842936260448
3	interaction_0258	cell_pair_0004	0.0009	-1.16488438474178
3	interaction_0144	cell_pair_0007	0.0009	-1.17136841831198
3	interaction_0106	cell_pair_0002	0.0009	-1.17462139610707
3	interaction_0125	cell_pair_0004	0.0009	-1.2276920250416
3	interaction_0281	cell_pair_0008	0.0009	-1.23446525363702
3	interaction_0154	cell_pair_0002	0.0009	-1.26188071121742
3	interaction_0020	cell_pair_0008	0.0009	-1.265344566521
3	interaction_0247	cell_pair_0003	0.0009	-1.2688167584278
3	interaction_0154	cell_pair_0008	0.0009	-1.2688167584278
3	interaction_0154	cell_pair_0001	0.0009	-1.2827897009804
3	interaction_0154	cell_pair_0003	0.0009	-1.28630418515664
3	interaction_0128	cell_pair_0002	0.0009	-1.28630418515664
3	interaction_0105	cell_pair_0007	0.0009	-1.30757280191029
3	interaction_0281	cell_pair_0001	0.0009	-1.31473259348316
3	interaction_0019	cell_pair_0001	0.0009	-1.32192809488736
3	interaction_0285	cell_pair_0002	0.0009	-1.35107444054688
3	interaction_0131	cell_pair_0008	0.0009	-1.35475948735473
3	interaction_0126	cell_pair_0004	0.0009	-1.36587144247496
3	interaction_0103	cell_pair_0001	0.0009	-1.38458370273713
3	interaction_0196	cell_pair_0001	0.0009	-1.41888982477445
3	interaction_0122	cell_pair_0003	0.0009	-1.45403163089471
3	interaction_0246	cell_pair_0005	0.0009	-1.48600402063299
3	interaction_0040	cell_pair_0006	0.0009	-1.50225991139091
3	interaction_0195	cell_pair_0006	0.0009	-1.51870105845243
3	interaction_0179	cell_pair_0001	0.0009	-1.55639334852439
3	interaction_0179	cell_pair_0002	0.0009	-1.5649048483799
3	interaction_0131	cell_pair_0001	0.0009	-1.58640591759082
3	interaction_0126	cell_pair_0008	0.0009	-1.612637459164
3	interaction_0122	cell_pair_0004	0.0009	-1.612637459164
3	interaction_0195	cell_pair_0003	0.0009	-1.63935479753978
3	interaction_0262	cell_pair_0007	0.0009	-1.68501351453148
3	interaction_0004	cell_pair_0008	0.0009	-1.70839644196944
3	interaction_0003	cell_pair_0001	0.0009	-1.79085860216141
3	interaction_0246	cell_pair_0003	0.0009	-1.8520421186129
3	interaction_0097	cell_pair_0004	0.0009	-1.86775220170156
3	interaction_0122	cell_pair_0008	0.0009	-1.88896868761126
3	interaction_0228	cell_pair_0007	0.0009	-1.88896868761126
3	interaction_0126	cell_pair_0001	0.0009	-1.89969509420431
3	interaction_0123	cell_pair_0002	0.0009	-1.93236128312464
3	interaction_0102	cell_pair_0007	0.0009	-2.08926733809709
3	interaction_0131	cell_pair_0002	0.0009	-2.12658049656514
3	interaction_0197	cell_pair_0001	0.0009	-2.15842936260448
3	interaction_0201	cell_pair_0001	0.0009	-2.17136841831198
3	interaction_0002	cell_pair_0001	0.0009	-2.22431729826094
3	interaction_0097	cell_pair_0002	0.0009	-2.2446850959549
3	interaction_0201	cell_pair_0006	0.0009	-2.37332724739401
3	interaction_0125	cell_pair_0002	0.0009	-2.37332724739401
3	interaction_0096	cell_pair_0006	0.0009	-2.43440282414578
3	interaction_0099	cell_pair_0007	0.0009	-2.45798964446339
3	interaction_0127	cell_pair_0002	0.0009	-2.55639334852439
3	interaction_0126	cell_pair_0002	0.0009	-2.59946207041627
3	interaction_0060	cell_pair_0002	0.01	0.842375488206288
3	interaction_0183	cell_pair_0006	0.01	0.632268215499513
3	interaction_0035	cell_pair_0007	0.01	0.466757615726171
3	interaction_0045	cell_pair_0007	0.01	0.455228571117139
3	interaction_0170	cell_pair_0009	0.01	0.444667066841908
3	interaction_0053	cell_pair_0007	0.01	0.425459304765355
3	interaction_0078	cell_pair_0007	0.01	0.423309237242387
3	interaction_0086	cell_pair_0007	0.01	0.380729448503549
3	interaction_0248	cell_pair_0007	0.01	0.153156788061421
3	interaction_0089	cell_pair_0007	0.01	-0.38458370273713
3	interaction_0021	cell_pair_0001	0.01	-0.430508908041284
3	interaction_0256	cell_pair_0005	0.01	-0.547931769776189
3	interaction_0255	cell_pair_0008	0.01	-0.630393929968162
3	interaction_0283	cell_pair_0002	0.01	-0.918660372548061
3	interaction_0283	cell_pair_0002	0.01	-0.918660372548061
3	interaction_0104	cell_pair_0009	0.01	-0.926865295369785
3	interaction_0281	cell_pair_0004	0.01	-1.14241704461585
3	interaction_0194	cell_pair_0004	0.01	-1.1456053222469
3	interaction_0279	cell_pair_0008	0.01	-1.33642766458248
3	interaction_0285	cell_pair_0004	0.01	-1.35107444054688
3	interaction_0127	cell_pair_0006	0.01	-1.41503749927884
3	interaction_0100	cell_pair_0001	0.01	-1.59946207041627
3	interaction_0154	cell_pair_0006	0.01	-1.66657626627481
3	interaction_0127	cell_pair_0008	0.01	-2.1456053222469
3	interaction_0197	cell_pair_0006	0.01	-2.35845397091248
3	interaction_0194	cell_pair_0007	0.02	1.28095631383106
3	interaction_0280	cell_pair_0008	0.02	-0.377069649079823
3	interaction_0148	cell_pair_0008	0.02	-0.392137097168765
3	interaction_0280	cell_pair_0002	0.02	-0.541617995843987
3	interaction_0261	cell_pair_0007	0.02	-0.720231578406405
3	interaction_0150	cell_pair_0009	0.02	-1.21759143507263
3	interaction_0132	cell_pair_0001	0.02	-1.35475948735473
3	interaction_0285	cell_pair_0001	0.02	-1.399730246491
3	interaction_0277	cell_pair_0007	0.02	-1.48196850739783
3	interaction_0103	cell_pair_0008	0.02	-1.62593428177746
3	interaction_0183	cell_pair_0007	0.03	0.824564212089827
3	interaction_0060	cell_pair_0003	0.03	0.634128557525041
3	interaction_0039	cell_pair_0007	0.03	0.249748715083569
3	interaction_0271	cell_pair_0007	0.03	0.16478627814334
3	interaction_0182	cell_pair_0007	0.03	-0.810966175609983
3	interaction_0256	cell_pair_0007	0.03	-0.982790709967777
3	interaction_0281	cell_pair_0002	0.03	-1.33278908751913
3	interaction_0279	cell_pair_0002	0.03	-1.43440282414577
3	interaction_0128	cell_pair_0001	0.03	-1.61705613043101
3	interaction_0103	cell_pair_0002	0.03	-1.86249647625006
3	interaction_0172	cell_pair_0009	0.04	-0.471928835421265
3	interaction_0179	cell_pair_0006	0.04	-1.58640591759082
3	interaction_0060	cell_pair_0001	0.05	0.598365205323645
3	interaction_0062	cell_pair_0003	0.05	0.0813396274519388
3	interaction_0148	cell_pair_0001	0.05	-0.625934281777462
3	interaction_0041	cell_pair_0006	0.05	-0.744197163397282
3	interaction_0104	cell_pair_0007	0.05	-1.0862010350493
3	interaction_0184	cell_pair_0005	0.05	-1.30044836747691
3	interaction_0154	cell_pair_0009	0.05	-1.37332724739401
3	interaction_0150	cell_pair_0007	0.05	-1.41503749927884
3	interaction_0246	cell_pair_0006	0.05	-1.97709959788992
4	interaction_0231	cell_pair_0004	0.0009	4.5512083739461
4	interaction_0231	cell_pair_0008	0.0009	4.54479446673535
4	interaction_0231	cell_pair_0007	0.0009	4.54101915313356
4	interaction_0224	cell_pair_0004	0.0009	4.53667461756976
4	interaction_0231	cell_pair_0003	0.0009	4.53057020390253
4	interaction_0231	cell_pair_0001	0.0009	4.52324829260521
4	interaction_0231	cell_pair_0002	0.0009	4.52262076104208
4	interaction_0231	cell_pair_0009	0.0009	4.52249522196778
4	interaction_0231	cell_pair_0006	0.0009	4.51247974691963
4	interaction_0058	cell_pair_0007	0.0009	4.2227272938176
4	interaction_0058	cell_pair_0004	0.0009	4.08542465625268
4	interaction_0058	cell_pair_0009	0.0009	4.06824086131282
4	interaction_0058	cell_pair_0002	0.0009	4.06255348847729
4	interaction_0059	cell_pair_0006	0.0009	4.05701696536554
4	interaction_0058	cell_pair_0003	0.0009	4.04622910920995
4	interaction_0058	cell_pair_0008	0.0009	4.04579241851409
4	interaction_0058	cell_pair_0006	0.0009	4.04430668064568
4	interaction_0058	cell_pair_0001	0.0009	4.03474394932473
4	interaction_0224	cell_pair_0008	0.0009	3.95130803106205
4	interaction_0049	cell_pair_0007	0.0009	3.68717269447643
4	interaction_0051	cell_pair_0007	0.0009	3.63366369686663
4	interaction_0049	cell_pair_0004	0.0009	3.48349335128439
4	interaction_0049	cell_pair_0009	0.0009	3.45733162548501
4	interaction_0049	cell_pair_0002	0.0009	3.44863669708433
4	interaction_0050	cell_pair_0006	0.0009	3.44015490868031
4	interaction_0049	cell_pair_0003	0.0009	3.4235781709818
4	interaction_0049	cell_pair_0008	0.0009	3.42304025336151
4	interaction_0051	cell_pair_0004	0.0009	3.4218292048953
4	interaction_0049	cell_pair_0006	0.0009	3.42075186326705
4	interaction_0049	cell_pair_0001	0.0009	3.40585624994972
4	interaction_0051	cell_pair_0009	0.0009	3.39451414195596
4	interaction_0051	cell_pair_0002	0.0009	3.38543103719352
4	interaction_0052	cell_pair_0006	0.0009	3.37656822542571
4	interaction_0051	cell_pair_0003	0.0009	3.35909943253201
4	interaction_0051	cell_pair_0008	0.0009	3.35853692349246
4	interaction_0051	cell_pair_0006	0.0009	3.35614381022528
4	interaction_0051	cell_pair_0001	0.0009	3.34070468006655
4	interaction_0186	cell_pair_0005	0.0009	2.87361636432633
4	interaction_0186	cell_pair_0004	0.0009	2.87125225885525
4	interaction_0186	cell_pair_0008	0.0009	2.86552295913996
4	interaction_0186	cell_pair_0007	0.0009	2.85598969730848
4	interaction_0186	cell_pair_0001	0.0009	2.78931192564509
4	interaction_0174	cell_pair_0003	0.0009	2.72443199575995
4	interaction_0194	cell_pair_0008	0.0009	2.53505759489484
4	interaction_0060	cell_pair_0007	0.0009	2.25126462889425
4	interaction_0070	cell_pair_0007	0.0009	2.19503256501146
4	interaction_0164	cell_pair_0004	0.0009	2.14535138557262
4	interaction_0162	cell_pair_0005	0.0009	2.12796337812358
4	interaction_0160	cell_pair_0006	0.0009	2.11270013274936
4	interaction_0074	cell_pair_0007	0.0009	2.10936055940423
4	interaction_0068	cell_pair_0007	0.0009	2.09558690799772
4	interaction_0165	cell_pair_0008	0.0009	2.08848085496368
4	interaction_0165	cell_pair_0004	0.0009	2.08168048865633
4	interaction_0167	cell_pair_0004	0.0009	2.08168048865633
4	interaction_0162	cell_pair_0007	0.0009	2.07244885006969
4	interaction_0162	cell_pair_0004	0.0009	2.05588975819628
4	interaction_0161	cell_pair_0008	0.0009	2.04684025420297
4	interaction_0165	cell_pair_0007	0.0009	2.04579241851409
4	interaction_0167	cell_pair_0007	0.0009	2.04579241851409
4	interaction_0166	cell_pair_0005	0.0009	2.04404433270602
4	interaction_0165	cell_pair_0005	0.0009	2.04404433270602
4	interaction_0167	cell_pair_0005	0.0009	2.04404433270602
4	interaction_0167	cell_pair_0008	0.0009	2.04299446361841
4	interaction_0165	cell_pair_0003	0.0009	2.04229412620617
4	interaction_0165	cell_pair_0001	0.0009	2.00611846138338
4	interaction_0167	cell_pair_0001	0.0009	2.00611846138338
4	interaction_0166	cell_pair_0007	0.0009	2.00539998774259
4	interaction_0165	cell_pair_0006	0.0009	2.00432160595009
4	interaction_0062	cell_pair_0007	0.0009	1.87066062667928
4	interaction_0076	cell_pair_0007	0.0009	1.85877674530819
4	interaction_0041	cell_pair_0007	0.0009	1.85319725477036
4	interaction_0265	cell_pair_0005	0.0009	1.84478735007906
4	interaction_0174	cell_pair_0002	0.0009	1.633198686374
4	interaction_0060	cell_pair_0004	0.0009	1.61635769699669
4	interaction_0053	cell_pair_0007	0.0009	1.58736499093646
4	interaction_0194	cell_pair_0007	0.0009	1.58159227883601
4	interaction_0047	cell_pair_0007	0.0009	1.53555533339931
4	interaction_0035	cell_pair_0007	0.0009	1.53505759489484
4	interaction_0070	cell_pair_0004	0.0009	1.52807116457874
4	interaction_0078	cell_pair_0007	0.0009	1.52406367577721
4	interaction_0060	cell_pair_0009	0.0009	1.51853513898218
4	interaction_0045	cell_pair_0007	0.0009	1.4931349223055
4	interaction_0060	cell_pair_0002	0.0009	1.48491148691083
4	interaction_0181	cell_pair_0003	0.0009	1.46100460993347
4	interaction_0061	cell_pair_0006	0.0009	1.45154083301783
4	interaction_0070	cell_pair_0009	0.0009	1.42330923724239
4	interaction_0039	cell_pair_0007	0.0009	1.4032677223393
4	interaction_0055	cell_pair_0007	0.0009	1.3928669162308
4	interaction_0074	cell_pair_0004	0.0009	1.38956681176273
4	interaction_0070	cell_pair_0002	0.0009	1.387362540836
4	interaction_0060	cell_pair_0003	0.0009	1.38460245765075
4	interaction_0060	cell_pair_0008	0.0009	1.38239058287347
4	interaction_0060	cell_pair_0006	0.0009	1.37239496523802
4	interaction_0086	cell_pair_0007	0.0009	1.37072227514817
4	interaction_0068	cell_pair_0004	0.0009	1.36625226369956
4	interaction_0064	cell_pair_0007	0.0009	1.35839626195665
4	interaction_0071	cell_pair_0006	0.0009	1.35162832910278
4	interaction_0060	cell_pair_0001	0.0009	1.31034012061215
4	interaction_0070	cell_pair_0003	0.0009	1.27976842159359
4	interaction_0070	cell_pair_0008	0.0009	1.27738969881086
4	interaction_0074	cell_pair_0009	0.0009	1.27381424458704
4	interaction_0070	cell_pair_0006	0.0009	1.26723614181241
4	interaction_0068	cell_pair_0009	0.0009	1.24914190328035
4	interaction_0074	cell_pair_0002	0.0009	1.23388806017428
4	interaction_0014	cell_pair_0005	0.0009	1.2103888644454
4	interaction_0068	cell_pair_0002	0.0009	1.20851725980554
4	interaction_0070	cell_pair_0001	0.0009	1.20037879798403
4	interaction_0075	cell_pair_0006	0.0009	1.1940870521163
4	interaction_0069	cell_pair_0006	0.0009	1.16800012451782
4	interaction_0074	cell_pair_0003	0.0009	1.11370049916473
4	interaction_0074	cell_pair_0008	0.0009	1.11103131238874
4	interaction_0074	cell_pair_0006	0.0009	1.09963185001446
4	interaction_0068	cell_pair_0003	0.0009	1.08610437124329
4	interaction_0068	cell_pair_0008	0.0009	1.08338358771008
4	interaction_0068	cell_pair_0006	0.0009	1.07107616201096
4	interaction_0074	cell_pair_0001	0.0009	1.02431967919541
4	interaction_0068	cell_pair_0001	0.0009	0.994217647405994
4	interaction_0062	cell_pair_0004	0.0009	0.972325041557152
4	interaction_0076	cell_pair_0004	0.0009	0.950095094173686
4	interaction_0041	cell_pair_0004	0.0009	0.939602720356044
4	interaction_0181	cell_pair_0006	0.0009	0.794103898559748
4	interaction_0076	cell_pair_0009	0.0009	0.790772037862
4	interaction_0041	cell_pair_0009	0.0009	0.779890039340047
4	interaction_0062	cell_pair_0002	0.0009	0.761285273361619
4	interaction_0076	cell_pair_0002	0.0009	0.734655433479005
4	interaction_0041	cell_pair_0002	0.0009	0.723340120251171
4	interaction_0194	cell_pair_0003	0.0009	0.711935356978922
4	interaction_0063	cell_pair_0006	0.0009	0.705756782049797
4	interaction_0181	cell_pair_0005	0.0009	0.6959938131099
4	interaction_0077	cell_pair_0006	0.0009	0.678071905112638
4	interaction_0042	cell_pair_0006	0.0009	0.666302128173095
4	interaction_0062	cell_pair_0003	0.0009	0.591679416935737
4	interaction_0062	cell_pair_0008	0.0009	0.587845009254278
4	interaction_0062	cell_pair_0006	0.0009	0.570462931026041
4	interaction_0076	cell_pair_0003	0.0009	0.561692721398309
4	interaction_0076	cell_pair_0008	0.0009	0.557777671394926
4	interaction_0041	cell_pair_0003	0.0009	0.5489297694764
4	interaction_0041	cell_pair_0008	0.0009	0.54399071966485
4	interaction_0076	cell_pair_0006	0.0009	0.541019153133559
4	interaction_0041	cell_pair_0006	0.0009	0.52707033551266
4	interaction_0148	cell_pair_0004	0.0009	0.50182126542091
4	interaction_0062	cell_pair_0001	0.0009	0.460480470040011
4	interaction_0076	cell_pair_0001	0.0009	0.42867840994823
4	interaction_0181	cell_pair_0001	0.0009	0.427606172781899
4	interaction_0017	cell_pair_0005	0.0009	0.422233000683048
4	interaction_0041	cell_pair_0001	0.0009	0.413594082409175
4	interaction_0248	cell_pair_0003	0.0009	0.40381306161659
4	interaction_0088	cell_pair_0005	0.0009	0.396159489073155
4	interaction_0053	cell_pair_0004	0.0009	0.388465097283154
4	interaction_0047	cell_pair_0004	0.0009	0.267835392097615
4	interaction_0173	cell_pair_0008	0.0009	0.26663664251399
4	interaction_0035	cell_pair_0004	0.0009	0.26663664251399
4	interaction_0078	cell_pair_0004	0.0009	0.24000896473507
4	interaction_0018	cell_pair_0008	0.0009	0.225274929869569
4	interaction_0106	cell_pair_0003	0.0009	0.214124805352847
4	interaction_0045	cell_pair_0004	0.0009	0.162210036314307
4	interaction_0270	cell_pair_0003	0.0009	0.147957881387101
4	interaction_0210	cell_pair_0003	0.0009	0.120351940365222
4	interaction_0270	cell_pair_0007	0.0009	0.119024103142275
4	interaction_0173	cell_pair_0004	0.0009	0.0758748669751276
4	interaction_0250	cell_pair_0003	0.0009	0.0717626693000913
4	interaction_0173	cell_pair_0002	0.0009	0.0676387168753633
4	interaction_0268	cell_pair_0005	0.0009	0.063502942306158
4	interaction_0053	cell_pair_0002	0.0009	0.0593552776164212
4	interaction_0189	cell_pair_0005	0.0009	0.0426443374084937
4	interaction_0148	cell_pair_0002	0.0009	0.0426443374084937
4	interaction_0265	cell_pair_0003	0.0009	0.034215715337913
4	interaction_0270	cell_pair_0006	0.0009	-0.0115879742752118
4	interaction_0170	cell_pair_0008	0.0009	-0.0174170530774094
4	interaction_0054	cell_pair_0006	0.0009	-0.0320936297098533
4	interaction_0173	cell_pair_0003	0.0009	-0.0740005814437769
4	interaction_0039	cell_pair_0004	0.0009	-0.0740005814437769
4	interaction_0047	cell_pair_0002	0.0009	-0.0938790470029001
4	interaction_0035	cell_pair_0002	0.0009	-0.0969617298870879
4	interaction_0055	cell_pair_0004	0.0009	-0.103146927103293
4	interaction_0265	cell_pair_0008	0.0009	-0.104697378666693
4	interaction_0148	cell_pair_0001	0.0009	-0.106249498279434
4	interaction_0192	cell_pair_0008	0.0009	-0.107803289534515
4	interaction_0278	cell_pair_0003	0.0009	-0.112474729258412
4	interaction_0189	cell_pair_0007	0.0009	-0.118726938570751
4	interaction_0089	cell_pair_0001	0.0009	-0.128156351490682
4	interaction_0078	cell_pair_0002	0.0009	-0.129733929604017
4	interaction_0086	cell_pair_0004	0.0009	-0.166502663140165
4	interaction_0268	cell_pair_0007	0.0009	-0.184424571137427
4	interaction_0089	cell_pair_0005	0.0009	-0.186064929518683
4	interaction_0249	cell_pair_0005	0.0009	-0.189351252217354
4	interaction_0048	cell_pair_0006	0.0009	-0.195946441032647
4	interaction_0265	cell_pair_0004	0.0009	-0.199255376063222
4	interaction_0036	cell_pair_0006	0.0009	-0.199255376063222
4	interaction_0180	cell_pair_0006	0.0009	-0.215914857265243
4	interaction_0053	cell_pair_0003	0.0009	-0.227692025041597
4	interaction_0045	cell_pair_0002	0.0009	-0.231074664436249
4	interaction_0053	cell_pair_0008	0.0009	-0.234465253637023
4	interaction_0079	cell_pair_0006	0.0009	-0.234465253637023
4	interaction_0089	cell_pair_0002	0.0009	-0.237863830098888
4	interaction_0014	cell_pair_0002	0.0009	-0.24297675349254
4	interaction_0146	cell_pair_0008	0.0009	-0.244685095954902
4	interaction_0106	cell_pair_0004	0.0009	-0.246395463720005
4	interaction_0104	cell_pair_0001	0.0009	-0.251538766995965
4	interaction_0170	cell_pair_0004	0.0009	-0.253257284222264
4	interaction_0053	cell_pair_0006	0.0009	-0.263611599296539
4	interaction_0268	cell_pair_0004	0.0009	-0.265344566520995
4	interaction_0170	cell_pair_0002	0.0009	-0.265344566520995
4	interaction_0249	cell_pair_0008	0.0009	-0.270555993166337
4	interaction_0250	cell_pair_0006	0.0009	-0.275786313242642
4	interaction_0270	cell_pair_0005	0.0009	-0.282789700980404
4	interaction_0221	cell_pair_0008	0.0009	-0.318325858207167
4	interaction_0219	cell_pair_0008	0.0009	-0.318325858207167
4	interaction_0249	cell_pair_0006	0.0009	-0.320125852253377
4	interaction_0249	cell_pair_0007	0.0009	-0.332789087519129
4	interaction_0250	cell_pair_0007	0.0009	-0.332789087519129
4	interaction_0261	cell_pair_0003	0.0009	-0.340075441597622
4	interaction_0046	cell_pair_0006	0.0009	-0.343732465205711
4	interaction_0184	cell_pair_0003	0.0009	-0.347398782403481
4	interaction_0260	cell_pair_0004	0.0009	-0.358453970912476
4	interaction_0172	cell_pair_0002	0.0009	-0.358453970912476
4	interaction_0094	cell_pair_0007	0.0009	-0.360304766600418
4	interaction_0021	cell_pair_0002	0.0009	-0.362157939675895
4	interaction_0261	cell_pair_0007	0.0009	-0.382701517159154
4	interaction_0255	cell_pair_0008	0.0009	-0.386468347082073
4	interaction_0270	cell_pair_0004	0.0009	-0.395928676331139
4	interaction_0265	cell_pair_0002	0.0009	-0.399730246490995
4	interaction_0256	cell_pair_0005	0.0009	-0.403541860441014
4	interaction_0035	cell_pair_0003	0.0009	-0.42081985187285
4	interaction_0259	cell_pair_0005	0.0009	-0.459972730742493
4	interaction_0078	cell_pair_0003	0.0009	-0.461958546666336
4	interaction_0194	cell_pair_0004	0.0009	-0.461958546666336
4	interaction_0280	cell_pair_0008	0.0009	-0.475936324222789
4	interaction_0168	cell_pair_0001	0.0009	-0.481968507397831
4	interaction_0172	cell_pair_0001	0.0009	-0.539519529959989
4	interaction_0039	cell_pair_0002	0.0009	-0.552156355637915
4	interaction_0261	cell_pair_0006	0.0009	-0.569179503480228
4	interaction_0195	cell_pair_0006	0.0009	-0.569179503480228
4	interaction_0192	cell_pair_0007	0.0009	-0.575615328461903
4	interaction_0280	cell_pair_0004	0.0009	-0.582079992188035
4	interaction_0192	cell_pair_0004	0.0009	-0.588573754273535
4	interaction_0045	cell_pair_0003	0.0009	-0.590744853315162
4	interaction_0172	cell_pair_0003	0.0009	-0.590744853315162
4	interaction_0055	cell_pair_0002	0.0009	-0.592919224549499
4	interaction_0196	cell_pair_0007	0.0009	-0.597277823154395
4	interaction_0182	cell_pair_0005	0.0009	-0.599462070416271
4	interaction_0179	cell_pair_0008	0.0009	-0.623709616662948
4	interaction_0256	cell_pair_0007	0.0009	-0.628162382669579
4	interaction_0184	cell_pair_0004	0.0009	-0.63486740654747
4	interaction_0005	cell_pair_0002	0.0009	-0.63486740654747
4	interaction_0018	cell_pair_0004	0.0009	-0.67116353577046
4	interaction_0226	cell_pair_0003	0.0009	-0.673462651860048
4	interaction_0086	cell_pair_0002	0.0009	-0.680382065799839
4	interaction_0225	cell_pair_0006	0.0009	-0.691988685447822
4	interaction_0040	cell_pair_0006	0.0009	-0.694321256757713
4	interaction_0094	cell_pair_0004	0.0009	-0.701341684435485
4	interaction_0278	cell_pair_0004	0.0009	-0.720231578406405
4	interaction_0192	cell_pair_0002	0.0009	-0.720231578406405
4	interaction_0056	cell_pair_0006	0.0009	-0.739372091873301
4	interaction_0020	cell_pair_0008	0.0009	-0.768567591552035
4	interaction_0192	cell_pair_0006	0.0009	-0.803392955905182
4	interaction_0184	cell_pair_0006	0.0009	-0.813499442355505
4	interaction_0259	cell_pair_0007	0.0009	-0.831357964441161
4	interaction_0087	cell_pair_0006	0.0009	-0.83650126771712
4	interaction_0192	cell_pair_0001	0.0009	-0.87038726186953
4	interaction_0106	cell_pair_0001	0.0009	-0.880975896857725
4	interaction_0065	cell_pair_0006	0.0009	-0.894321922105463
4	interaction_0184	cell_pair_0008	0.0009	-0.932361283124637
4	interaction_0106	cell_pair_0008	0.0009	-0.943416471633633
4	interaction_0259	cell_pair_0004	0.0009	-0.960159735468209
4	interaction_0261	cell_pair_0005	0.0009	-0.988504361162171
4	interaction_0179	cell_pair_0004	0.0009	-0.994240730711315
4	interaction_0184	cell_pair_0005	0.0009	-1.00578235259401
4	interaction_0196	cell_pair_0001	0.0009	-1.05889368905357
4	interaction_0262	cell_pair_0005	0.0009	-1.05889368905357
4	interaction_0184	cell_pair_0001	0.0009	-1.13289427049735
4	interaction_0004	cell_pair_0008	0.0009	-1.14241704461585
4	interaction_0197	cell_pair_0006	0.0009	-1.17462139610707
4	interaction_0106	cell_pair_0002	0.0009	-1.17788172527066
4	interaction_0261	cell_pair_0004	0.0009	-1.18114943910457
4	interaction_0179	cell_pair_0007	0.0009	-1.20756106993536
4	interaction_0019	cell_pair_0001	0.0009	-1.21424022557299
4	interaction_0179	cell_pair_0001	0.0009	-1.41119543298445
4	interaction_0262	cell_pair_0007	0.0009	-1.43050890804128
4	interaction_0179	cell_pair_0002	0.0009	-1.56064282152574
4	interaction_0201	cell_pair_0006	0.0009	-1.58640591759082
4	interaction_0277	cell_pair_0004	0.0009	-1.69432125675771
4	interaction_0003	cell_pair_0001	0.0009	-1.75146516386132
4	interaction_0181	cell_pair_0007	0.01	0.725959234509188
4	interaction_0035	cell_pair_0008	0.01	-0.428565884123491
4	interaction_0035	cell_pair_0006	0.01	-0.461958546666336
4	interaction_0053	cell_pair_0001	0.01	-0.467932447710969
4	interaction_0078	cell_pair_0008	0.01	-0.469929257774916
4	interaction_0078	cell_pair_0006	0.01	-0.50635266602479
4	interaction_0172	cell_pair_0006	0.01	-0.590744853315162
4	interaction_0093	cell_pair_0007	0.01	-0.844250767322055
4	interaction_0018	cell_pair_0006	0.01	-1.26188071121742
4	interaction_0062	cell_pair_0009	0.02	0.816394909169121
4	interaction_0183	cell_pair_0006	0.02	0.416839741912829
4	interaction_0106	cell_pair_0009	0.02	-0.575615328461903
4	interaction_0283	cell_pair_0008	0.02	-1.12658049656514
4	interaction_0283	cell_pair_0008	0.02	-1.12658049656514
4	interaction_0283	cell_pair_0001	0.02	-1.18770715512673
4	interaction_0283	cell_pair_0001	0.02	-1.18770715512673
