mode_index	log_singular_value
1185	-3.8195877242809018
1186	-3.8221133360133037
1187	-3.8231056377044492
1188	-3.8270956475993048
1189	-3.8286277021114885
1190	-3.831877556570198
1191	-3.8324867794401167
1192	-3.8356426243886377
1193	-3.838801735071349
1194	-3.83968920024327
1195	-3.847225605795764
1196	-3.851074674052624
1197	-3.8520654979056634
1198	-3.852988277705197
1199	-3.856202385835034
1200	-3.8578382925378953
1201	-3.859236560096423
1202	-3.860647789617266
1203	-3.8624648295237467
1204	-3.8666412789558455
1205	-3.8709641046906973
1206	-3.8714322886719206
1207	-3.8741151108157643
1208	-3.875507001247423
1209	-3.8824544642016074
1210	-3.8843785877386483
1211	-3.8872593858690476
1212	-3.88916957013287
1213	-3.891334530357795
1214	-3.895048449579784
1215	-3.896225758281272
1216	-3.898868068638885
1217	-3.902397525572797
1218	-3.906076502133218
1219	-3.907937909159246
1220	-3.9093266971968164
1221	-3.9136554873935516
1222	-3.916072025575433
1223	-3.9181681424128265
1224	-3.9186094767292015
1225	-3.9240447921679324
1226	-3.92575418898522
1227	-3.931141486381676
1228	-3.933463439242883
1229	-3.935960404943981
1230	-3.938524340979415
1231	-3.945818074175853
1232	-3.9482946938906114
1233	-3.949194006348158
1234	-3.9503944122893224
1235	-3.953240768801531
1236	-3.956990115357786
1237	-3.9586990707078322
1238	-3.9610468850447607
1239	-3.9651829554666875
1240	-3.9673766527291625
1241	-3.9694563698113607
1242	-3.9704137958820125
1243	-3.9741765799348423
1244	-3.9767044224014096
1245	-3.9787634333957187
1246	-3.983402483342699
1247	-3.985802865830407
1248	-3.98670233093446
1249	-3.9899323946990672
1250	-3.9929040852511757
1251	-3.9947151132571705
1252	-4.00055916652896
1253	-4.001104704339071
1254	-4.002970706491411
1255	-4.007893881349175
1256	-4.013567073644614
1257	-4.0151029376154455
1258	-4.016926713755676
1259	-4.021663637542228
1260	-4.024741146113274
1261	-4.026489851653395
1262	-4.029171335345481
1263	-4.034478229780353
1264	-4.035377142452511
1265	-4.039021608917687
1266	-4.041515017023257
1267	-4.045141316641903
1268	-4.046405344211012
1269	-4.0503434814451085
1270	-4.051466594093767
1271	-4.0540248682375
1272	-4.055824611151852
1273	-4.0585627206464885
1274	-4.061049664734923
1275	-4.0643747042864105
1276	-4.067377743760841
1277	-4.069199340772395
1278	-4.073434035855694
1279	-4.074599659116325
1280	-4.076405614688123
1281	-4.08114408899339
1282	-4.082501398494579
1283	-4.085313891590524
1284	-4.088981844958565
1285	-4.090138282015393
1286	-4.093803916170959
1287	-4.094871639437578
1288	-4.1014915499868385
1289	-4.10313841469231
1290	-4.104807066206725
1291	-4.108053049441777
1292	-4.109230273139174
1293	-4.110277269161565
1294	-4.115044922703055
1295	-4.1179326535161165
1296	-4.119364962844001
1297	-4.124943763215085
1298	-4.125144689526887
1299	-4.131646175173012
1300	-4.132706315639446
1301	-4.134810651498232
1302	-4.1376047500481405
1303	-4.1407690807511655
1304	-4.142497765379963
1305	-4.144531017996945
1306	-4.147527288172724
1307	-4.14970861951131
1308	-4.152651157099519
1309	-4.156789694226979
1310	-4.159497532386507
1311	-4.1614158417342475
1312	-4.162583847316511
1313	-4.166459714262376
1314	-4.1707762761506
1315	-4.170969126013379
1316	-4.174711016942235
1317	-4.1769202884725365
1318	-4.180109076203046
1319	-4.1832200839304425
1320	-4.185137913578581
1321	-4.188078422352476
1322	-4.1912692924851225
1323	-4.191742481389546
1324	-4.1975646099960215
1325	-4.200899123540698
1326	-4.201793289616642
1327	-4.204520464504133
1328	-4.2063700954764105
1329	-4.209242604145537
1330	-4.211870203785683
1331	-4.21263087846063
1332	-4.214625682799293
1333	-4.218438074239603
1334	-4.220336006385227
1335	-4.221392912992437
1336	-4.222616955817538
1337	-4.2253674521020885
1338	-4.231230258820062
1339	-4.234743379543328
1340	-4.2368470191245775
1341	-4.241315059420087
1342	-4.242247829404706
1343	-4.244700822446707
1344	-4.247902761204398
1345	-4.249961843146059
1346	-4.253985468044465
1347	-4.259801654541056
1348	-4.261587970222025
1349	-4.265247799907969
1350	-4.267832990276826
1351	-4.270354341670893
1352	-4.272951089281706
1353	-4.27574551364825
1354	-4.278259245173086
1355	-4.281413188351335
1356	-4.282696868376689
1357	-4.286899314397843
1358	-4.288352283041746
1359	-4.292241816601135
1360	-4.29493665345298
1361	-4.297041698248028
1362	-4.298419640953295
1363	-4.301144318305896
1364	-4.3052555696987085
1365	-4.308018654162726
1366	-4.312017715780282
1367	-4.314093686511329
1368	-4.3180925217436705
1369	-4.31993840198093
1370	-4.321621909854823
1371	-4.325078282207333
1372	-4.330024009658303
1373	-4.33261382798925
1374	-4.33301318962289
1375	-4.335676428960617
1376	-4.338336331184006
1377	-4.3415552961223085
1378	-4.343448886528576
1379	-4.345058280080548
1380	-4.346718648171979
1381	-4.350844375650563
1382	-4.355543852802504
1383	-4.356772337146239
1384	-4.358143663701474
1385	-4.362138623987845
1386	-4.3681804872738885
1387	-4.370234856432786
1388	-4.371270961039638
1389	-4.376710261082885
1390	-4.378311078283724
1391	-4.380180315729526
1392	-4.384622972313055
1393	-4.388238664691788
1394	-4.3901134048489
1395	-4.392812546369561
1396	-4.397479008902163
1397	-4.399115312909661
1398	-4.400333537790065
1399	-4.403541996092143
1400	-4.40555897850189
1401	-4.409172676818722
1402	-4.4118272570654815
1403	-4.41393703098237
1404	-4.415910223196297
1405	-4.422964752408115
1406	-4.4248833366370395
1407	-4.4262231994024654
1408	-4.429724799589358
1409	-4.435031692599131
1410	-4.435409315602134
1411	-4.440366876498406
1412	-4.443303649331623
1413	-4.445055635541369
1414	-4.448365731116788
1415	-4.451543537615666
1416	-4.455303743653741
1417	-4.4579552985763575
1418	-4.462133610340334
1419	-4.463994503138666
1420	-4.465714877203972
1421	-4.469086680550863
1422	-4.4710678846200125
1423	-4.471966545320259
1424	-4.4748988892350035
1425	-4.481450026446833
1426	-4.485614297036204
1427	-4.487567503506158
1428	-4.4909814154996255
1429	-4.494434468169801
1430	-4.49589650365426
1431	-4.501661329798706
1432	-4.503187585417337
1433	-4.504394495131347
1434	-4.5067960416741615
1435	-4.508882343910229
1436	-4.510903362728892
1437	-4.513430003316862
1438	-4.514982418956808
1439	-4.51633307919615
1440	-4.521496554940775
1441	-4.523834169002401
1442	-4.526816412450931
1443	-4.528860877191941
1444	-4.5308907789560475
1445	-4.534462144781351
1446	-4.538653264357629
1447	-4.540584738166979
1448	-4.545913182333183
1449	-4.54863254355389
1450	-4.551071854610671
1451	-4.5525114617281695
1452	-4.554523640109233
1453	-4.558364584888916
1454	-4.558838707576797
1455	-4.561445658246546
1456	-4.563196359844084
1457	-4.565378588466211
1458	-4.568979216823762
1459	-4.572856556569181
1460	-4.5760770060776945
1461	-4.579088201725253
1462	-4.58049884472091
1463	-4.583136746374488
1464	-4.5852336599782815
1465	-4.587674077295208
1466	-4.593494354125184
1467	-4.595773768958836
1468	-4.596127405536215
1469	-4.600076963656393
1470	-4.600642862790742
1471	-4.604453189234599
1472	-4.606462456790147
1473	-4.608996025351366
1474	-4.610004960626557
1475	-4.614241549718918
1476	-4.615789637046649
1477	-4.617260611088141
1478	-4.622011584951072
1479	-4.624587739826501
1480	-4.628879026393418
1481	-4.631931919800212
1482	-4.6356021408783645
1483	-4.639354751808887
1484	-4.64051644967161
1485	-4.644426715464559
1486	-4.64505958901631
1487	-4.647978496591644
1488	-4.655954570196215
1489	-4.657226380016054
1490	-4.662160294024158
1491	-4.668264224951064
1492	-4.671102364242843
1493	-4.674570811485379
1494	-4.674783831194884
1495	-4.678696811969302
1496	-4.681424389877821
1497	-4.682906510793128
1498	-4.6892670910087455
1499	-4.691976416384931
1500	-4.694863006707901
1501	-4.6970587154568175
1502	-4.703911694884441
1503	-4.706838544907904
1504	-4.707184278601178
1505	-4.710567979383583
1506	-4.713253954109727
1507	-4.715130170091325
1508	-4.716500458985531
1509	-4.718708826038754
1510	-4.7228671729649765
1511	-4.724376351040078
1512	-4.726439053615204
1513	-4.729832492689594
1514	-4.732027413693676
1515	-4.735777642667889
1516	-4.737705234568746
1517	-4.742108428503503
1518	-4.742362434777248
1519	-4.746605590198984
1520	-4.747538840953053
1521	-4.751029824089955
1522	-4.751947725367224
1523	-4.752949361299662
1524	-4.756671741993099
1525	-4.7586629795987685
1526	-4.7602104128914675
1527	-4.766038360675428
1528	-4.770397546285479
1529	-4.771243054480693
1530	-4.776366516074327
1531	-4.777867367543118
1532	-4.779801814692748
1533	-4.784319348508448
1534	-4.7847369313161465
1535	-4.788615236541936
1536	-4.7896276082620535
1537	-4.794256615785803
1538	-4.794893280580041
1539	-4.798430396741211
1540	-4.800984492134446
1541	-4.80494994059058
1542	-4.807729130275646
1543	-4.81015470936294
1544	-4.814833502302257
1545	-4.819087802812779
1546	-4.8214393253977805
1547	-4.823159753673063
1548	-4.827485358726188
1549	-4.828243387695062
1550	-4.831170269535399
1551	-4.835000011745714
1552	-4.838718686550294
1553	-4.84106616173077
1554	-4.843163316853693
1555	-4.846153589554174
1556	-4.847772020403586
1557	-4.849330619405438
1558	-4.85092501137332
1559	-4.854347753980942
1560	-4.858086159303958
1561	-4.861162609628795
1562	-4.864327959565838
1563	-4.870473116999195
1564	-4.87261246619602
1565	-4.875570786556786
1566	-4.876572017776208
1567	-4.878128274674181
1568	-4.880645386224241
1569	-4.883845766126138
1570	-4.886797390083357
1571	-4.888449839277699
1572	-4.89089233609673
1573	-4.89168679453834
1574	-4.896037808514025
1575	-4.902842675461221
1576	-4.904571406484559
1577	-4.912391859612018
1578	-4.91341858054354
1579	-4.915706399584879
1580	-4.921164057351614
1581	-4.922687510758883
1582	-4.9274283168561395
1583	-4.931829898509863
1584	-4.936018823373969
1585	-4.939258213369043
1586	-4.9415412881324725
1587	-4.9453173728556346
1588	-4.949691734981211
1589	-4.952846805615013
1590	-4.9592585283238435
1591	-4.960534376235541
1592	-4.963343841480983
1593	-4.968531141796124
1594	-4.969031456236804
1595	-4.9726132133587
1596	-4.97554672102066
1597	-4.9789550372543925
1598	-4.981077371449909
1599	-4.987522580566332
1600	-4.990193523366737
1601	-4.994339771474086
1602	-5.0003047687201425
1603	-5.003070971832464
1604	-5.005366905184848
1605	-5.007537820262331
1606	-5.01198377486558
1607	-5.013832507327603
1608	-5.016073136316402
1609	-5.0181775901245835
1610	-5.022487592746598
1611	-5.024431439738695
1612	-5.02999720620967
1613	-5.030174949979738
1614	-5.031613795299788
1615	-5.036286527678425
1616	-5.041502093147855
1617	-5.042217361695384
1618	-5.044145650452984
1619	-5.0470798351061354
1620	-5.055461302396014
1621	-5.057507404591514
1622	-5.063376993985628
1623	-5.067449935317478
1624	-5.069537894318108
1625	-5.076988380026577
1626	-5.081605633614368
1627	-5.083411694557827
1628	-5.087882783629312
1629	-5.092840648427252
1630	-5.094468051425847
1631	-5.096569695932004
1632	-5.10008949506203
1633	-5.103302718824929
1634	-5.106415513058078
1635	-5.109368895739862
1636	-5.110657144825649
1637	-5.113322230011844
1638	-5.115772501661436
1639	-5.120903917632498
1640	-5.121479812283772
1641	-5.126746722139427
1642	-5.132338252731818
1643	-5.134100702628011
1644	-5.138550029957692
1645	-5.141649909359929
1646	-5.1443832807935
1647	-5.1453638012841765
1648	-5.150561016561502
1649	-5.155537523990823
1650	-5.155954873101565
1651	-5.157001451796164
1652	-5.1598213612614
1653	-5.163204222291142
1654	-5.165363413413317
1655	-5.174065703596947
1656	-5.17453331857448
1657	-5.177572703037101
1658	-5.180352067051483
1659	-5.182945314824582
1660	-5.190157963307872
1661	-5.192328909698687
1662	-5.194077210699304
1663	-5.195200317235668
1664	-5.200283557379746
1665	-5.203874092229436
1666	-5.2103339066826315
1667	-5.212535027999607
1668	-5.217367258201558
1669	-5.219933318073373
1670	-5.223007530877051
1671	-5.226057201327564
1672	-5.229102680711951
1673	-5.234028020298463
1674	-5.241874392588186
1675	-5.243101179121387
1676	-5.248415069839474
1677	-5.250319036454166
1678	-5.253386199446797
1679	-5.254282307143978
1680	-5.260541971604586
1681	-5.2627410975647555
1682	-5.2661703405055205
1683	-5.2694940671777095
1684	-5.272528747399354
1685	-5.27889975640769
1686	-5.2829835155207014
1687	-5.285255200794045
1688	-5.287601731276791
1689	-5.289282702580145
1690	-5.29414888669625
1691	-5.297434657272118
1692	-5.301578941647716
1693	-5.304440904635928
1694	-5.306065023439082
1695	-5.308296820295985
1696	-5.31352363831849
1697	-5.314529138485431
1698	-5.318054078374767
1699	-5.323434130383151
1700	-5.325174479092834
1701	-5.329714285737558
1702	-5.332377813946943
1703	-5.33358977739159
1704	-5.336332731024554
1705	-5.3400978102275865
1706	-5.34229260344607
1707	-5.345800181478356
1708	-5.348239434504602
1709	-5.351419098063281
1710	-5.352982600275665
1711	-5.355715591225771
1712	-5.358572586773178
1713	-5.362331482469113
1714	-5.363991180180243
1715	-5.3690448065557
1716	-5.371240829683595
1717	-5.374047787653774
1718	-5.379370137630478
1719	-5.381596075485583
1720	-5.386146593195403
1721	-5.390358222843861
1722	-5.395140254507831
1723	-5.397978243877026
1724	-5.400560061679094
1725	-5.40549127800215
1726	-5.408765395012379
1727	-5.418812392919952
1728	-5.4217758219287955
1729	-5.423517123772776
1730	-5.424008875033198
1731	-5.433098443398431
1732	-5.437275781700227
1733	-5.439092131539377
1734	-5.443019853937446
1735	-5.446414092096042
1736	-5.452618647635156
1737	-5.4553087060546765
1738	-5.458093607841195
1739	-5.462861801725856
1740	-5.467228007819415
1741	-5.4726935199465
1742	-5.474274712244739
1743	-5.478633267427577
1744	-5.482355618537948
1745	-5.4862565159168
1746	-5.488176845302974
1747	-5.496186331928409
1748	-5.496989501128858
1749	-5.49846629863638
1750	-5.50393299777089
1751	-5.510038903362629
1752	-5.513719870119244
1753	-5.515408208717975
1754	-5.520757834308098
1755	-5.525288729431743
1756	-5.5284869487848525
1757	-5.5297900544271545
1758	-5.534250990689284
1759	-5.540571485743127
1760	-5.543909675858897
1761	-5.5492567539066275
1762	-5.552642353855854
1763	-5.5585849631726045
1764	-5.560483911480421
1765	-5.561840189520779
1766	-5.56721140564833
1767	-5.571025083954187
1768	-5.574290938446982
1769	-5.576404973775945
1770	-5.582701741938468
1771	-5.583972782907759
1772	-5.58706763127701
1773	-5.588876240701116
1774	-5.592166397345476
1775	-5.601100970804017
1776	-5.604078491819564
1777	-5.606694092231567
1778	-5.6085982835489885
1779	-5.614270684665885
1780	-5.623125603862822
1781	-5.62476051300587
1782	-5.628166015901185
1783	-5.632576357355031
1784	-5.637445833016745
1785	-5.639369598708763
1786	-5.6450855814979075
1787	-5.6472010946412645
1788	-5.651125328556794
1789	-5.656127660383458
1790	-5.664134012607918
1791	-5.665395600520388
1792	-5.671082317100322
1793	-5.675810125932932
1794	-5.679927616777748
1795	-5.682430145298345
1796	-5.687037243907272
1797	-5.692095301187302
1798	-5.696485403805277
1799	-5.699312548204797
1800	-5.701008275068081
1801	-5.705213446130398
1802	-5.706080455311676
1803	-5.710230184418805
1804	-5.7114920671090035
1805	-5.719929180563186
1806	-5.721869664244241
1807	-5.726130638949988
1808	-5.727577718686096
1809	-5.731101625483436
1810	-5.7336282129204506
1811	-5.738108378330897
1812	-5.741592320264513
1813	-5.7425900642253085
1814	-5.748272326935365
1815	-5.751401376473657
1816	-5.759452845898569
1817	-5.761440812491751
1818	-5.766059889918723
1819	-5.767801652622545
1820	-5.770620514196759
1821	-5.771856315808294
1822	-5.7767045823117185
1823	-5.783854580656898
1824	-5.7917306897584115
1825	-5.799393140807679
1826	-5.800948467696863
1827	-5.808567273026707
1828	-5.810197302261152
1829	-5.819069076135014
1830	-5.820987730170658
1831	-5.830003681022079
1832	-5.83331462299597
1833	-5.834977074992132
1834	-5.837882118887965
1835	-5.842511350593364
1836	-5.846945881832202
1837	-5.849089660190606
1838	-5.851535467826639
1839	-5.855570136106892
1840	-5.864324504115238
1841	-5.866474382256205
1842	-5.867905767288271
1843	-5.87374987268386
1844	-5.878723974092374
1845	-5.882913098393452
1846	-5.884181170395928
1847	-5.88562640565698
1848	-5.892816435573965
1849	-5.89719579554272
1850	-5.899837413966623
1851	-5.905310896234962
1852	-5.907399371505297
1853	-5.911090500610599
1854	-5.913279984465524
1855	-5.917914124880315
1856	-5.921938272902875
1857	-5.924675699614389
1858	-5.927630191561089
1859	-5.935795212445242
1860	-5.942719711311862
1861	-5.94773362732089
1862	-5.9579750456815725
1863	-5.9612396822118106
1864	-5.9676378075261285
1865	-5.975418391790516
1866	-5.977251154744757
1867	-5.981476137351238
1868	-5.982703991809432
1869	-5.984972263207787
1870	-5.987218847332014
1871	-5.990191969861932
1872	-5.997951205416605
1873	-6.004142971751725
1874	-6.008195315176316
1875	-6.010446847152739
1876	-6.017681710567557
1877	-6.021357011261419
1878	-6.024017542936011
1879	-6.031709786739864
1880	-6.0328972606796
1881	-6.035905746678978
1882	-6.039844599364881
1883	-6.043893564909477
1884	-6.049790718447085
1885	-6.05083347993231
1886	-6.056348781473073
1887	-6.0591761551835885
1888	-6.064963103733132
1889	-6.065661379655918
1890	-6.0718633636699595
1891	-6.073049433222078
1892	-6.083473047773676
1893	-6.0853294178056565
1894	-6.0887378140732045
1895	-6.095445166388024
1896	-6.10011346783084
1897	-6.102643127440267
1898	-6.1083338804328
1899	-6.115526223628536
1900	-6.1164824983079
1901	-6.1193192307162345
1902	-6.124569521586375
1903	-6.126883231436858
1904	-6.132352851525674
1905	-6.136068924003954
1906	-6.140604635987646
1907	-6.147529855531145
1908	-6.151997168250085
1909	-6.157676610811238
1910	-6.161790955680989
1911	-6.163794593140044
1912	-6.16915478217712
1913	-6.171182404607578
1914	-6.17631372631998
1915	-6.178404755781912
1916	-6.182735875525353
1917	-6.186235773001451
1918	-6.192532675226013
1919	-6.200327359973723
1920	-6.204684555489662
1921	-6.20730686069965
1922	-6.210611559965579
1923	-6.21126978084549
1924	-6.22031810853994
1925	-6.2208660386928765
1926	-6.228674942075427
1927	-6.230144723238263
1928	-6.234187369512603
1929	-6.235905951106466
1930	-6.246056287588433
1931	-6.248287705902755
1932	-6.250336247467713
1933	-6.25535444441519
1934	-6.262616076042211
1935	-6.265761338775789
1936	-6.2712616432004955
1937	-6.278017828085977
1938	-6.292419539881468
1939	-6.297961323772632
1940	-6.303237872942207
1941	-6.309282044984986
1942	-6.3136125437770225
1943	-6.319148995061487
1944	-6.3252630892043005
1945	-6.3362292731754675
1946	-6.343807374420751
1947	-6.354096195817558
1948	-6.357455282585392
1949	-6.360168598676265
1950	-6.367089082391297
1951	-6.371568701872828
1952	-6.373997826566458
1953	-6.375890629919271
1954	-6.377083786481879
1955	-6.38249557598003
1956	-6.386752104170493
1957	-6.392065178109828
1958	-6.393411859127305
1959	-6.396100289221557
1960	-6.402569359099384
1961	-6.405995334402721
1962	-6.409287764579446
1963	-6.410960024899293
1964	-6.41335977028031
1965	-6.418634406783003
1966	-6.4217017315179765
1967	-6.4229404297593575
1968	-6.425298507159329
1969	-6.426152078531339
1970	-6.4334724710062074
1971	-6.43843224159881
1972	-6.439937972114029
1973	-6.444969425986798
1974	-6.446552120137851
1975	-6.44836888679564
1976	-6.453116721202807
1977	-6.455200099864558
1978	-6.4576738939092415
1979	-6.464046042581675
1980	-6.4678858675736395
1981	-6.473488282273709
1982	-6.480586443081674
1983	-6.487309536240426
1984	-6.489058908691718
1985	-6.494138294301571
1986	-6.497668111357117
1987	-6.498498531112024
1988	-6.50237129427816
1989	-6.510764892686572
1990	-6.519732899840438
1991	-6.525270690379836
1992	-6.525793735434675
1993	-6.533189861428499
1994	-6.539378789519552
1995	-6.549212592612869
1996	-6.550676607198197
1997	-6.55353887138906
1998	-6.558682536150977
1999	-6.561406677450118
2000	-6.563937312954465
2001	-6.565336499866881
2002	-6.56908099211373
2003	-6.573384762769095
2004	-6.575622831012755
2005	-6.577118851868455
2006	-6.5888693305110575
2007	-6.591769088278312
2008	-6.594123728007926
2009	-6.600864952716696
2010	-6.6046194485963765
2011	-6.608198186986096
2012	-6.615208852045781
2013	-6.616961784195011
2014	-6.621116241656926
2015	-6.6254613931816975
2016	-6.626665751317106
2017	-6.63110571036803
2018	-6.639128051063344
2019	-6.642071360941396
2020	-6.644691260145101
2021	-6.651731512945864
2022	-6.656349938512722
2023	-6.65802072009844
2024	-6.6660924458376165
2025	-6.675081287311708
2026	-6.682317627225781
2027	-6.683432109076224
2028	-6.687946940670591
2029	-6.692885884672251
2030	-6.699182931051641
2031	-6.702408024547056
2032	-6.7060326102123184
2033	-6.709993061607989
2034	-6.710276127563903
2035	-6.710721065057207
2036	-6.720459008578185
2037	-6.7236582515523295
2038	-6.727002735065726
2039	-6.730740527139746
2040	-6.733193826307276
2041	-6.7398756526454
2042	-6.740249853641808
2043	-6.744880682382485
2044	-6.751781421177481
2045	-6.753804856724972
2046	-6.756215640237838
2047	-6.760231399026519
2048	-6.761818008993949
2049	-6.76327985071048
2050	-6.767227248858087
2051	-6.769447752091502
2052	-6.77239304128825
2053	-6.775623123529104
2054	-6.780582093349503
2055	-6.786084839802132
2056	-6.787974933997251
2057	-6.7919022877033575
2058	-6.793133889646692
2059	-6.797052476547965
2060	-6.79923650289194
2061	-6.803016377175285
2062	-6.806317481153305
2063	-6.8121986492494795
2064	-6.813152651836115
2065	-6.81584446585174
2066	-6.819636571861046
2067	-6.824312517959828
2068	-6.82693807530121
2069	-6.828775427859763
2070	-6.829695856389108
2071	-6.833395435065245
2072	-6.838183071300643
2073	-6.839722889443127
2074	-6.844783131655822
2075	-6.848980458746422
2076	-6.85400671314235
2077	-6.856523158841343
2078	-6.858497471182539
2079	-6.861591751760256
2080	-6.865950857960863
2081	-6.869728932479171
2082	-6.872371718478251
2083	-6.883273314009589
2084	-6.885199613585038
2085	-6.8859062615236795
2086	-6.893618536587803
2087	-6.89916902724537
2088	-6.9013409577395075
2089	-6.907004857436708
2090	-6.9117600211838415
2091	-6.914040515302715
2092	-6.924656864469507
2093	-6.926828888178053
2094	-6.93707886696223
2095	-6.940472439622818
2096	-6.948948516839155
2097	-6.954178371632039
2098	-6.958795042113819
2099	-6.968748114284086
2100	-6.975593419893616
2101	-6.984989057715444
2102	-6.989085715773821
2103	-6.991024377231886
2104	-6.9990769267615995
2105	-7.000700306769103
2106	-7.004357570614001
2107	-7.012489976506491
2108	-7.01551502950721
2109	-7.022982526040231
2110	-7.026857572080097
2111	-7.035660281526318
2112	-7.042532999480253
2113	-7.047382432530557
2114	-7.05718335780004
2115	-7.060236624934273
2116	-7.06397405189051
2117	-7.065107394315644
2118	-7.069392083718344
2119	-7.075838149376822
2120	-7.084295876274302
2121	-7.090101576581137
2122	-7.1001431348336235
2123	-7.105919229030126
2124	-7.112826764016327
2125	-7.1154080334133925
2126	-7.120025872992233
2127	-7.125467147907774
2128	-7.127119204515193
2129	-7.130678198039078
2130	-7.1358977171677775
2131	-7.141068132460368
2132	-7.153058092824237
2133	-7.154657997487283
2134	-7.163222884243603
2135	-7.173296553986302
2136	-7.178895083091136
2137	-7.188432999174881
2138	-7.1955975647294235
2139	-7.200724229907576
2140	-7.207831872017395
2141	-7.216984543324392
2142	-7.220229275678132
2143	-7.2222201964311274
2144	-7.228953636341671
2145	-7.2360346072367
2146	-7.239767877310705
2147	-7.241356053886432
2148	-7.25082366810165
2149	-7.253530717494008
2150	-7.257776164073984
2151	-7.260942186587648
2152	-7.261708703494994
2153	-7.26931051070399
2154	-7.269940330026776
2155	-7.272915883556611
2156	-7.280769361180235
2157	-7.289604305256115
2158	-7.304592779438589
2159	-7.310898288311666
2160	-7.31202163168613
2161	-7.32123605137091
2162	-7.3263577522959675
2163	-7.327177270682441
2164	-7.337962189945745
2165	-7.342852379640869
2166	-7.348156581986902
2167	-7.3540455539269365
2168	-7.356653578865859
2169	-7.358224884980814
2170	-7.364272443802669
2171	-7.368307668931706
2172	-7.373129816226726
2173	-7.378727267739621
2174	-7.380272854493945
2175	-7.385161123193926
2176	-7.391736561296298
2177	-7.402006491296794
2178	-7.409560352257595
2179	-7.419924781555355
2180	-7.42227853422309
2181	-7.425041742163299
2182	-7.430008120908233
2183	-7.436072188220079
2184	-7.43675814880553
2185	-7.439538573716581
2186	-7.445613230794574
2187	-7.454261492918017
2188	-7.457591165809573
2189	-7.4612751557680435
2190	-7.469371576627925
2191	-7.4720855597896705
2192	-7.478575968155805
2193	-7.482566158976729
2194	-7.484006389317204
2195	-7.488950683234326
2196	-7.494388044922326
2197	-7.5053996434944565
2198	-7.512719692956242
2199	-7.515340233754531
2200	-7.518540290364571
2201	-7.5267572777221465
2202	-7.5297680773483995
2203	-7.536444680549516
2204	-7.540357963539306
2205	-7.54941395286602
2206	-7.557515839625095
2207	-7.558033289517588
2208	-7.561602801581846
2209	-7.5704574015659185
2210	-7.5819083675408985
2211	-7.582974983348616
2212	-7.595174513348386
2213	-7.609152601684146
2214	-7.612989455352506
2215	-7.617508603549439
2216	-7.625881347681036
2217	-7.632584675065067
2218	-7.638161637659098
2219	-7.645333582853283
2220	-7.649949982535235
2221	-7.662405357122821
2222	-7.672779620223824
2223	-7.678439231157682
2224	-7.6874071801492425
2225	-7.6984314338466335
2226	-7.703771262166017
2227	-7.7103572276854955
2228	-7.713539367882309
2229	-7.716589880056642
2230	-7.722580977015102
2231	-7.732766016885132
2232	-7.736124570012604
2233	-7.740174615586333
2234	-7.743882307410777
2235	-7.762763447062055
2236	-7.771157275297814
2237	-7.775463853179762
2238	-7.784022674954702
2239	-7.787151285007617
2240	-7.794279495639716
2241	-7.802472541119435
2242	-7.812875815815704
2243	-7.827972366375583
2244	-7.8329389617593215
2245	-7.854220019885903
2246	-7.863279540982883
2247	-7.870915476760056
2248	-7.872310720915219
2249	-7.880476022883089
2250	-7.883796469600324
2251	-7.887472551816388
2252	-7.893213152136719
2253	-7.897948760115368
2254	-7.908685157931774
2255	-7.92211046272925
2256	-7.9332386235988865
2257	-7.936997826392352
2258	-7.9427184489670015
2259	-7.951781530171734
2260	-7.954652091887469
2261	-7.959534021417699
2262	-7.965763582066859
2263	-7.967949226122935
2264	-7.9726423075082815
2265	-7.978409859920277
2266	-7.983468121204059
2267	-7.992716173932559
2268	-7.995959572478703
2269	-8.00950357399003
2270	-8.01865146128655
2271	-8.034267097825216
2272	-8.038285257595199
2273	-8.042873486868462
2274	-8.04554739657887
2275	-8.046028010563466
2276	-8.071164501057575
2277	-8.089432917563133
2278	-8.09354929339952
2279	-8.098223774023115
2280	-8.099533311982034
2281	-8.10685066892956
2282	-8.113470714655763
2283	-8.122389022623292
2284	-8.126143626038973
2285	-8.142120898038863
2286	-8.143868388105622
2287	-8.144317755356921
2288	-8.151303703996678
2289	-8.159720732478302
2290	-8.166626041510535
2291	-8.17137606267937
2292	-8.173756003259685
2293	-8.175875005477524
2294	-8.18186308258445
2295	-8.202324418616644
2296	-8.209106107697352
2297	-8.21826627248421
2298	-8.230072131531598
2299	-8.248298511313456
2300	-8.27605456769135
2301	-8.27892559567047
2302	-8.28665664520952
2303	-8.288729852054598
2304	-8.294473670899693
2305	-8.302237284642366
2306	-8.308149542813522
2307	-8.314160315700352
2308	-8.325484595884532
2309	-8.326642403984039
2310	-8.329837091240808
2311	-8.333167938323779
2312	-8.340165298063031
2313	-8.350415373801534
2314	-8.35882701407788
2315	-8.371233321399218
2316	-8.379012777287693
2317	-8.394079795829143
2318	-8.413899018865532
2319	-8.416911864113969
2320	-8.423878383188303
2321	-8.429129552557644
2322	-8.438187573703226
2323	-8.453299599170661
2324	-8.463074388793444
2325	-8.46396836849803
2326	-8.47316016947919
2327	-8.484350288165587
2328	-8.491084379896032
2329	-8.499324389090583
2330	-8.509297029636699
2331	-8.515881972449494
2332	-8.521011940514281
2333	-8.524273172237173
2334	-8.527716771651342
2335	-8.540183912760472
2336	-8.542740947618567
