effective_temperature_K	wavelength_nm	metallicity_index	photon_flux_cm2
5300	495	-0.7	2230000000000000.0
5300	495	-0.65	2230000000000000.0
5300	495	-0.6	2240000000000000.0
5300	495	-0.55	2240000000000000.0
5300	495	-0.5	2250000000000000.0
5300	495	-0.45	2250000000000000.0
5300	495	-0.4	2260000000000000.0
5300	495	-0.35	2260000000000000.0
5300	495	-0.3	2270000000000000.0
5300	495	-0.25	2270000000000000.0
5300	495	-0.2	2270000000000000.0
5300	495	-0.15	2280000000000000.0
5300	495	-0.1	2280000000000000.0
5300	495	-0.05	2290000000000000.0
5300	495	0.0	2290000000000000.0
5300	495	0.05	2300000000000000.0
5300	495	0.1	2300000000000000.0
5300	495	0.15	2310000000000000.0
5300	495	0.2	2310000000000000.0
5300	495	0.25	2310000000000000.0
5300	495	0.3	2320000000000000.0
5300	495	0.35	2320000000000000.0
5300	495	0.4	2320000000000000.0
5300	495	0.45	2330000000000000.0
5300	495	0.5	2330000000000000.0
5300	495	0.6	2340000000000000.0
5300	495	0.7	2340000000000000.0
5300	495	0.8	2340000000000000.0
5300	495	0.9	2350000000000000.0
5300	500	-1.0	2160000000000000.0
5300	500	-0.95	2160000000000000.0
5300	500	-0.9	2160000000000000.0
5300	500	-0.85	2160000000000000.0
5300	500	-0.8	2160000000000000.0
5300	500	-0.75	2160000000000000.0
5300	500	-0.7	2160000000000000.0
5300	500	-0.65	2170000000000000.0
5300	500	-0.6	2170000000000000.0
5300	500	-0.55	2170000000000000.0
5300	500	-0.5	2170000000000000.0
5300	500	-0.45	2170000000000000.0
5300	500	-0.4	2170000000000000.0
5300	500	-0.35	2170000000000000.0
5300	500	-0.3	2160000000000000.0
5300	500	-0.25	2160000000000000.0
5300	500	-0.2	2160000000000000.0
5300	500	-0.15	2160000000000000.0
5300	500	-0.1	2160000000000000.0
5300	500	-0.05	2160000000000000.0
5300	500	0.0	2150000000000000.0
5300	500	0.05	2150000000000000.0
5300	500	0.1	2150000000000000.0
5300	500	0.15	2140000000000000.0
5300	500	0.2	2140000000000000.0
5300	500	0.25	2140000000000000.0
5300	500	0.3	2130000000000000.0
5300	500	0.35	2130000000000000.0
5300	500	0.4	2120000000000000.0
5300	500	0.45	2120000000000000.0
5300	500	0.5	2120000000000000.0
5300	500	0.6	2100000000000000.0
5300	500	0.7	2090000000000000.0
5300	500	0.8	2080000000000000.0
5300	500	0.9	2060000000000000.0
5300	505	-1.0	2210000000000000.0
5300	505	-0.95	2220000000000000.0
5300	505	-0.9	2220000000000000.0
5300	505	-0.85	2220000000000000.0
5300	505	-0.8	2220000000000000.0
5300	505	-0.75	2230000000000000.0
5300	505	-0.7	2230000000000000.0
5300	505	-0.65	2230000000000000.0
5300	505	-0.6	2230000000000000.0
5300	505	-0.55	2240000000000000.0
5300	505	-0.5	2240000000000000.0
5300	505	-0.45	2240000000000000.0
5300	505	-0.4	2240000000000000.0
5300	505	-0.35	2240000000000000.0
5300	505	-0.3	2240000000000000.0
5300	505	-0.25	2240000000000000.0
5300	505	-0.2	2240000000000000.0
5300	505	-0.15	2240000000000000.0
5300	505	-0.1	2240000000000000.0
5300	505	-0.05	2240000000000000.0
5300	505	0.0	2240000000000000.0
5300	505	0.05	2240000000000000.0
5300	505	0.1	2240000000000000.0
5300	505	0.15	2240000000000000.0
5300	505	0.2	2240000000000000.0
5300	505	0.25	2230000000000000.0
5300	505	0.3	2230000000000000.0
5300	505	0.35	2230000000000000.0
5300	505	0.4	2230000000000000.0
5300	505	0.45	2230000000000000.0
5300	505	0.5	2220000000000000.0
5300	505	0.6	2220000000000000.0
5300	505	0.7	2210000000000000.0
5300	505	0.8	2200000000000000.0
5300	505	0.9	2190000000000000.0
5300	510	-1.0	2230000000000000.0
5300	510	-0.95	2230000000000000.0
5300	510	-0.9	2240000000000000.0
5300	510	-0.85	2250000000000000.0
5300	510	-0.8	2250000000000000.0
5300	510	-0.75	2240000000000000.0
5300	510	-0.7	2250000000000000.0
5300	510	-0.65	2250000000000000.0
5300	510	-0.6	2250000000000000.0
5300	510	-0.55	2250000000000000.0
5300	510	-0.5	2250000000000000.0
5300	510	-0.45	2250000000000000.0
5300	510	-0.4	2260000000000000.0
5300	510	-0.35	2260000000000000.0
5300	510	-0.3	2260000000000000.0
5300	510	-0.25	2260000000000000.0
5300	510	-0.2	2260000000000000.0
5300	510	-0.15	2260000000000000.0
5300	510	-0.1	2250000000000000.0
5300	510	-0.05	2250000000000000.0
5300	510	0.0	2250000000000000.0
5300	510	0.05	2250000000000000.0
5300	510	0.1	2250000000000000.0
5300	510	0.15	2250000000000000.0
5300	510	0.2	2240000000000000.0
5300	510	0.25	2240000000000000.0
5300	510	0.3	2240000000000000.0
5300	510	0.35	2230000000000000.0
5300	510	0.4	2230000000000000.0
5300	510	0.45	2230000000000000.0
5300	510	0.5	2220000000000000.0
5300	510	0.6	2210000000000000.0
5300	510	0.7	2200000000000000.0
5300	510	0.8	2180000000000000.0
5300	510	0.9	2170000000000000.0
5300	515	-1.0	2110000000000000.0
5300	515	-0.95	2110000000000000.0
5300	515	-0.9	2110000000000000.0
5300	515	-0.85	2110000000000000.0
5300	515	-0.8	2100000000000000.0
5300	515	-0.75	2100000000000000.0
5300	515	-0.7	2100000000000000.0
5300	515	-0.65	2100000000000000.0
5300	515	-0.6	2090000000000000.0
5300	515	-0.55	2090000000000000.0
5300	515	-0.5	2080000000000000.0
5300	515	-0.45	2080000000000000.0
5300	515	-0.4	2080000000000000.0
5300	515	-0.35	2070000000000000.0
5300	515	-0.3	2070000000000000.0
5300	515	-0.25	2060000000000000.0
5300	515	-0.2	2050000000000000.0
5300	515	-0.15	2050000000000000.0
5300	515	-0.1	2040000000000000.0
5300	515	-0.05	2040000000000000.0
5300	515	0.0	2030000000000000.0
5300	515	0.05	2020000000000000.0
5300	515	0.1	2020000000000000.0
5300	515	0.15	2010000000000000.0
5300	515	0.2	2000000000000000.0
5300	515	0.25	1990000000000000.0
5300	515	0.3	1980000000000000.0
5300	515	0.35	1980000000000000.0
5300	515	0.4	1970000000000000.0
5300	515	0.45	1960000000000000.0
5300	515	0.5	1950000000000000.0
5300	515	0.6	1930000000000000.0
5300	515	0.7	1910000000000000.0
5300	515	0.8	1890000000000000.0
5300	515	0.9	1860000000000000.0
5300	520	-1.0	2150000000000000.0
5300	520	-0.95	2150000000000000.0
5300	520	-0.9	2140000000000000.0
5300	520	-0.85	2140000000000000.0
5300	520	-0.8	2140000000000000.0
5300	520	-0.75	2140000000000000.0
5300	520	-0.7	2140000000000000.0
5300	520	-0.65	2140000000000000.0
5300	520	-0.6	2130000000000000.0
5300	520	-0.55	2130000000000000.0
5300	520	-0.5	2130000000000000.0
5300	520	-0.45	2120000000000000.0
5300	520	-0.4	2120000000000000.0
5300	520	-0.35	2120000000000000.0
5300	520	-0.3	2110000000000000.0
5300	520	-0.25	2110000000000000.0
5300	520	-0.2	2110000000000000.0
5300	520	-0.15	2100000000000000.0
5300	520	-0.1	2100000000000000.0
5300	520	-0.05	2090000000000000.0
5300	520	0.0	2090000000000000.0
5300	520	0.05	2080000000000000.0
5300	520	0.1	2080000000000000.0
5300	520	0.15	2070000000000000.0
5300	520	0.2	2060000000000000.0
5300	520	0.25	2060000000000000.0
5300	520	0.3	2050000000000000.0
5300	520	0.35	2050000000000000.0
5300	520	0.4	2040000000000000.0
5300	520	0.45	2030000000000000.0
5300	520	0.5	2030000000000000.0
5300	520	0.6	2010000000000000.0
5300	520	0.7	1990000000000000.0
5300	520	0.8	1980000000000000.0
5300	520	0.9	1960000000000000.0
5300	525	-1.0	2220000000000000.0
5300	525	-0.95	2220000000000000.0
5300	525	-0.9	2230000000000000.0
5300	525	-0.85	2240000000000000.0
5300	525	-0.8	2240000000000000.0
5300	525	-0.75	2230000000000000.0
5300	525	-0.7	2230000000000000.0
5300	525	-0.65	2230000000000000.0
5300	525	-0.6	2230000000000000.0
5300	525	-0.55	2230000000000000.0
5300	525	-0.5	2230000000000000.0
5300	525	-0.45	2230000000000000.0
5300	525	-0.4	2230000000000000.0
5300	525	-0.35	2230000000000000.0
5300	525	-0.3	2230000000000000.0
5300	525	-0.25	2230000000000000.0
5300	525	-0.2	2230000000000000.0
5300	525	-0.15	2230000000000000.0
5300	525	-0.1	2220000000000000.0
5300	525	-0.05	2220000000000000.0
5300	525	0.0	2220000000000000.0
5300	525	0.05	2220000000000000.0
5300	525	0.1	2220000000000000.0
5300	525	0.15	2210000000000000.0
5300	525	0.2	2210000000000000.0
5300	525	0.25	2210000000000000.0
5300	525	0.3	2210000000000000.0
5300	525	0.35	2200000000000000.0
5300	525	0.4	2200000000000000.0
5300	525	0.45	2200000000000000.0
5300	525	0.5	2190000000000000.0
5300	525	0.6	2190000000000000.0
5300	525	0.7	2180000000000000.0
5300	525	0.8	2170000000000000.0
5300	525	0.9	2160000000000000.0
5300	530	-1.0	2340000000000000.0
5300	530	-0.95	2350000000000000.0
5300	530	-0.9	2350000000000000.0
5300	530	-0.85	2360000000000000.0
5300	530	-0.8	2370000000000000.0
5300	530	-0.75	2370000000000000.0
5300	530	-0.7	2380000000000000.0
5300	530	-0.65	2380000000000000.0
5300	530	-0.6	2390000000000000.0
5300	530	-0.55	2390000000000000.0
5300	530	-0.5	2400000000000000.0
5300	530	-0.45	2400000000000000.0
5300	530	-0.4	2410000000000000.0
5300	530	-0.35	2420000000000000.0
5300	530	-0.3	2420000000000000.0
5300	530	-0.25	2430000000000000.0
5300	530	-0.2	2430000000000000.0
5300	530	-0.15	2440000000000000.0
5300	530	-0.1	2440000000000000.0
5300	530	-0.05	2450000000000000.0
5300	530	0.0	2450000000000000.0
5300	530	0.05	2460000000000000.0
5300	530	0.1	2460000000000000.0
5300	530	0.15	2470000000000000.0
5300	530	0.2	2470000000000000.0
5300	530	0.25	2480000000000000.0
5300	530	0.3	2480000000000000.0
5300	530	0.35	2490000000000000.0
5300	530	0.4	2490000000000000.0
5300	530	0.45	2500000000000000.0
5300	530	0.5	2500000000000000.0
5300	530	0.6	2510000000000000.0
5300	530	0.7	2520000000000000.0
5300	530	0.8	2520000000000000.0
5300	530	0.9	2520000000000000.0
5300	535	-1.0	2290000000000000.0
5300	535	-0.95	2290000000000000.0
5300	535	-0.9	2300000000000000.0
5300	535	-0.85	2290000000000000.0
5300	535	-0.8	2290000000000000.0
5300	535	-0.75	2310000000000000.0
5300	535	-0.7	2310000000000000.0
5300	535	-0.65	2310000000000000.0
5300	535	-0.6	2320000000000000.0
5300	535	-0.55	2320000000000000.0
5300	535	-0.5	2320000000000000.0
5300	535	-0.45	2320000000000000.0
5300	535	-0.4	2330000000000000.0
5300	535	-0.35	2330000000000000.0
5300	535	-0.3	2330000000000000.0
5300	535	-0.25	2340000000000000.0
5300	535	-0.2	2340000000000000.0
5300	535	-0.15	2340000000000000.0
5300	535	-0.1	2340000000000000.0
5300	535	-0.05	2340000000000000.0
5300	535	0.0	2350000000000000.0
5300	535	0.05	2350000000000000.0
5300	535	0.1	2350000000000000.0
5300	535	0.15	2350000000000000.0
5300	535	0.2	2350000000000000.0
5300	535	0.25	2350000000000000.0
5300	535	0.3	2350000000000000.0
5300	535	0.35	2360000000000000.0
5300	535	0.4	2360000000000000.0
5300	535	0.45	2360000000000000.0
5300	535	0.5	2360000000000000.0
5300	535	0.6	2360000000000000.0
5300	535	0.7	2350000000000000.0
5300	535	0.8	2350000000000000.0
5300	535	0.9	2340000000000000.0
5300	540	-1.0	2340000000000000.0
5300	540	-0.95	2340000000000000.0
5300	540	-0.9	2340000000000000.0
5300	540	-0.85	2340000000000000.0
5300	540	-0.8	2350000000000000.0
5300	540	-0.75	2360000000000000.0
5300	540	-0.7	2360000000000000.0
5300	540	-0.65	2370000000000000.0
5300	540	-0.6	2370000000000000.0
5300	540	-0.55	2370000000000000.0
5300	540	-0.5	2380000000000000.0
5300	540	-0.45	2380000000000000.0
5300	540	-0.4	2390000000000000.0
5300	540	-0.35	2390000000000000.0
5300	540	-0.3	2390000000000000.0
5300	540	-0.25	2400000000000000.0
5300	540	-0.2	2400000000000000.0
5300	540	-0.15	2410000000000000.0
5300	540	-0.1	2410000000000000.0
5300	540	-0.05	2420000000000000.0
5300	540	0.0	2420000000000000.0
5300	540	0.05	2420000000000000.0
5300	540	0.1	2430000000000000.0
5300	540	0.15	2430000000000000.0
5300	540	0.2	2430000000000000.0
5300	540	0.25	2440000000000000.0
5300	540	0.3	2440000000000000.0
5300	540	0.35	2440000000000000.0
5300	540	0.4	2440000000000000.0
5300	540	0.45	2450000000000000.0
5300	540	0.5	2450000000000000.0
5300	540	0.6	2450000000000000.0
5300	540	0.7	2460000000000000.0
5300	540	0.8	2460000000000000.0
5300	540	0.9	2460000000000000.0
5300	545	-1.0	2350000000000000.0
5300	545	-0.95	2360000000000000.0
5300	545	-0.9	2360000000000000.0
5300	545	-0.85	2370000000000000.0
5300	545	-0.8	2380000000000000.0
5300	545	-0.75	2380000000000000.0
5300	545	-0.7	2390000000000000.0
5300	545	-0.65	2390000000000000.0
5300	545	-0.6	2400000000000000.0
5300	545	-0.55	2400000000000000.0
5300	545	-0.5	2410000000000000.0
5300	545	-0.45	2410000000000000.0
5300	545	-0.4	2420000000000000.0
5300	545	-0.35	2430000000000000.0
5300	545	-0.3	2430000000000000.0
5300	545	-0.25	2440000000000000.0
5300	545	-0.2	2440000000000000.0
5300	545	-0.15	2450000000000000.0
5300	545	-0.1	2460000000000000.0
5300	545	-0.05	2460000000000000.0
5300	545	0.0	2470000000000000.0
5300	545	0.05	2470000000000000.0
5300	545	0.1	2480000000000000.0
5300	545	0.15	2490000000000000.0
5300	545	0.2	2490000000000000.0
5300	545	0.25	2500000000000000.0
5300	545	0.3	2510000000000000.0
5300	545	0.35	2510000000000000.0
5300	545	0.4	2520000000000000.0
5300	545	0.45	2520000000000000.0
5300	545	0.5	2530000000000000.0
5300	545	0.6	2540000000000000.0
5300	545	0.7	2550000000000000.0
5300	545	0.8	2560000000000000.0
5300	545	0.9	2570000000000000.0
5300	550	-1.0	2380000000000000.0
5300	550	-0.95	2380000000000000.0
5300	550	-0.9	2390000000000000.0
5300	550	-0.85	2390000000000000.0
5300	550	-0.8	2390000000000000.0
5300	550	-0.75	2400000000000000.0
5300	550	-0.7	2400000000000000.0
5300	550	-0.65	2410000000000000.0
5300	550	-0.6	2410000000000000.0
5300	550	-0.55	2420000000000000.0
5300	550	-0.5	2420000000000000.0
5300	550	-0.45	2420000000000000.0
5300	550	-0.4	2430000000000000.0
5300	550	-0.35	2430000000000000.0
5300	550	-0.3	2440000000000000.0
5300	550	-0.25	2440000000000000.0
5300	550	-0.2	2440000000000000.0
5300	550	-0.15	2440000000000000.0
5300	550	-0.1	2450000000000000.0
5300	550	-0.05	2450000000000000.0
5300	550	0.0	2450000000000000.0
5300	550	0.05	2460000000000000.0
5300	550	0.1	2460000000000000.0
5300	550	0.15	2460000000000000.0
5300	550	0.2	2460000000000000.0
5300	550	0.25	2460000000000000.0
5300	550	0.3	2470000000000000.0
5300	550	0.35	2470000000000000.0
5300	550	0.4	2470000000000000.0
5300	550	0.45	2470000000000000.0
5300	550	0.5	2470000000000000.0
5300	550	0.6	2470000000000000.0
5300	550	0.7	2470000000000000.0
5300	550	0.8	2470000000000000.0
5300	550	0.9	2470000000000000.0
5300	555	-1.0	2400000000000000.0
5300	555	-0.95	2410000000000000.0
5300	555	-0.9	2410000000000000.0
5300	555	-0.85	2410000000000000.0
5300	555	-0.8	2420000000000000.0
5300	555	-0.75	2430000000000000.0
5300	555	-0.7	2430000000000000.0
5300	555	-0.65	2440000000000000.0
5300	555	-0.6	2440000000000000.0
5300	555	-0.55	2450000000000000.0
5300	555	-0.5	2450000000000000.0
5300	555	-0.45	2460000000000000.0
5300	555	-0.4	2460000000000000.0
5300	555	-0.35	2470000000000000.0
5300	555	-0.3	2470000000000000.0
5300	555	-0.25	2480000000000000.0
5300	555	-0.2	2490000000000000.0
5300	555	-0.15	2490000000000000.0
5300	555	-0.1	2500000000000000.0
5300	555	-0.05	2500000000000000.0
5300	555	0.0	2510000000000000.0
5300	555	0.05	2510000000000000.0
5300	555	0.1	2520000000000000.0
5300	555	0.15	2520000000000000.0
5300	555	0.2	2530000000000000.0
5300	555	0.25	2530000000000000.0
5300	555	0.3	2540000000000000.0
5300	555	0.35	2540000000000000.0
5300	555	0.4	2550000000000000.0
5300	555	0.45	2550000000000000.0
5300	555	0.5	2560000000000000.0
5300	555	0.6	2570000000000000.0
5300	555	0.7	2580000000000000.0
5300	555	0.8	2580000000000000.0
5300	555	0.9	2590000000000000.0
5300	560	-1.0	2390000000000000.0
5300	560	-0.95	2400000000000000.0
5300	560	-0.9	2400000000000000.0
5300	560	-0.85	2410000000000000.0
5300	560	-0.8	2420000000000000.0
5300	560	-0.75	2410000000000000.0
5300	560	-0.7	2420000000000000.0
5300	560	-0.65	2420000000000000.0
5300	560	-0.6	2430000000000000.0
5300	560	-0.55	2430000000000000.0
5300	560	-0.5	2440000000000000.0
5300	560	-0.45	2440000000000000.0
5300	560	-0.4	2450000000000000.0
5300	560	-0.35	2450000000000000.0
5300	560	-0.3	2460000000000000.0
5300	560	-0.25	2460000000000000.0
5300	560	-0.2	2470000000000000.0
5300	560	-0.15	2470000000000000.0
5300	560	-0.1	2480000000000000.0
5300	560	-0.05	2490000000000000.0
5300	560	0.0	2490000000000000.0
5300	560	0.05	2500000000000000.0
5300	560	0.1	2500000000000000.0
5300	560	0.15	2510000000000000.0
5300	560	0.2	2510000000000000.0
5300	560	0.25	2520000000000000.0
5300	560	0.3	2520000000000000.0
5300	560	0.35	2530000000000000.0
5300	560	0.4	2530000000000000.0
5300	560	0.45	2540000000000000.0
5300	560	0.5	2540000000000000.0
5300	560	0.6	2550000000000000.0
5300	560	0.7	2560000000000000.0
5300	560	0.8	2570000000000000.0
5300	560	0.9	2570000000000000.0
5300	565	-1.0	2430000000000000.0
5300	565	-0.95	2430000000000000.0
5300	565	-0.9	2440000000000000.0
5300	565	-0.85	2460000000000000.0
5300	565	-0.8	2470000000000000.0
5300	565	-0.75	2460000000000000.0
5300	565	-0.7	2460000000000000.0
5300	565	-0.65	2470000000000000.0
5300	565	-0.6	2470000000000000.0
5300	565	-0.55	2480000000000000.0
5300	565	-0.5	2480000000000000.0
5300	565	-0.45	2490000000000000.0
5300	565	-0.4	2490000000000000.0
5300	565	-0.35	2500000000000000.0
5300	565	-0.3	2500000000000000.0
5300	565	-0.25	2510000000000000.0
5300	565	-0.2	2510000000000000.0
5300	565	-0.15	2520000000000000.0
5300	565	-0.1	2520000000000000.0
5300	565	-0.05	2530000000000000.0
5300	565	0.0	2530000000000000.0
5300	565	0.05	2540000000000000.0
5300	565	0.1	2540000000000000.0
5300	565	0.15	2550000000000000.0
5300	565	0.2	2550000000000000.0
5300	565	0.25	2560000000000000.0
5300	565	0.3	2560000000000000.0
5300	565	0.35	2570000000000000.0
5300	565	0.4	2570000000000000.0
5300	565	0.45	2580000000000000.0
5300	565	0.5	2580000000000000.0
5300	565	0.6	2590000000000000.0
5300	565	0.7	2600000000000000.0
5300	565	0.8	2610000000000000.0
5300	565	0.9	2620000000000000.0
5300	570	-1.0	2440000000000000.0
5300	570	-0.95	2440000000000000.0
5300	570	-0.9	2450000000000000.0
5300	570	-0.85	2450000000000000.0
5300	570	-0.8	2460000000000000.0
5300	570	-0.75	2460000000000000.0
5300	570	-0.7	2470000000000000.0
5300	570	-0.65	2480000000000000.0
5300	570	-0.6	2480000000000000.0
5300	570	-0.55	2490000000000000.0
5300	570	-0.5	2490000000000000.0
5300	570	-0.45	2500000000000000.0
5300	570	-0.4	2500000000000000.0
5300	570	-0.35	2510000000000000.0
5300	570	-0.3	2520000000000000.0
5300	570	-0.25	2520000000000000.0
5300	570	-0.2	2530000000000000.0
5300	570	-0.15	2540000000000000.0
5300	570	-0.1	2540000000000000.0
5300	570	-0.05	2550000000000000.0
5300	570	0.0	2560000000000000.0
5300	570	0.05	2560000000000000.0
5300	570	0.1	2570000000000000.0
5300	570	0.15	2580000000000000.0
5300	570	0.2	2590000000000000.0
5300	570	0.25	2590000000000000.0
5300	570	0.3	2600000000000000.0
5300	570	0.35	2610000000000000.0
5300	570	0.4	2620000000000000.0
5300	570	0.45	2630000000000000.0
5300	570	0.5	2630000000000000.0
5300	570	0.6	2650000000000000.0
5300	570	0.7	2670000000000000.0
5300	570	0.8	2690000000000000.0
5300	570	0.9	2710000000000000.0
5300	575	-1.0	2470000000000000.0
5300	575	-0.95	2480000000000000.0
5300	575	-0.9	2480000000000000.0
5300	575	-0.85	2500000000000000.0
5300	575	-0.8	2510000000000000.0
5300	575	-0.75	2510000000000000.0
5300	575	-0.7	2510000000000000.0
5300	575	-0.65	2520000000000000.0
5300	575	-0.6	2530000000000000.0
5300	575	-0.55	2540000000000000.0
5300	575	-0.5	2540000000000000.0
5300	575	-0.45	2550000000000000.0
5300	575	-0.4	2560000000000000.0
5300	575	-0.35	2570000000000000.0
5300	575	-0.3	2580000000000000.0
5300	575	-0.25	2590000000000000.0
5300	575	-0.2	2600000000000000.0
5300	575	-0.15	2600000000000000.0
5300	575	-0.1	2610000000000000.0
5300	575	-0.05	2620000000000000.0
5300	575	0.0	2630000000000000.0
5300	575	0.05	2640000000000000.0
5300	575	0.1	2650000000000000.0
5300	575	0.15	2660000000000000.0
5300	575	0.2	2670000000000000.0
5300	575	0.25	2680000000000000.0
5300	575	0.3	2690000000000000.0
5300	575	0.35	2700000000000000.0
5300	575	0.4	2710000000000000.0
5300	575	0.45	2730000000000000.0
5300	575	0.5	2740000000000000.0
5300	575	0.6	2760000000000000.0
5300	575	0.7	2780000000000000.0
5300	575	0.8	2810000000000000.0
5300	575	0.9	2830000000000000.0
5300	580	-1.0	2470000000000000.0
5300	580	-0.95	2480000000000000.0
5300	580	-0.9	2490000000000000.0
5300	580	-0.85	2490000000000000.0
5300	580	-0.8	2500000000000000.0
5300	580	-0.75	2510000000000000.0
5300	580	-0.7	2510000000000000.0
5300	580	-0.65	2520000000000000.0
5300	580	-0.6	2530000000000000.0
5300	580	-0.55	2530000000000000.0
5300	580	-0.5	2540000000000000.0
5300	580	-0.45	2550000000000000.0
5300	580	-0.4	2550000000000000.0
5300	580	-0.35	2560000000000000.0
5300	580	-0.3	2570000000000000.0
5300	580	-0.25	2580000000000000.0
5300	580	-0.2	2580000000000000.0
5300	580	-0.15	2590000000000000.0
5300	580	-0.1	2600000000000000.0
5300	580	-0.05	2610000000000000.0
5300	580	0.0	2620000000000000.0
5300	580	0.05	2620000000000000.0
5300	580	0.1	2630000000000000.0
5300	580	0.15	2640000000000000.0
5300	580	0.2	2650000000000000.0
5300	580	0.25	2660000000000000.0
5300	580	0.3	2670000000000000.0
5300	580	0.35	2680000000000000.0
5300	580	0.4	2680000000000000.0
5300	580	0.45	2690000000000000.0
5300	580	0.5	2700000000000000.0
5300	580	0.6	2720000000000000.0
5300	580	0.7	2740000000000000.0
5300	580	0.8	2760000000000000.0
5300	580	0.9	2780000000000000.0
5300	585	-1.0	2480000000000000.0
5300	585	-0.95	2480000000000000.0
5300	585	-0.9	2490000000000000.0
5300	585	-0.85	2500000000000000.0
5300	585	-0.8	2510000000000000.0
5300	585	-0.75	2510000000000000.0
5300	585	-0.7	2520000000000000.0
5300	585	-0.65	2530000000000000.0
5300	585	-0.6	2540000000000000.0
5300	585	-0.55	2540000000000000.0
5300	585	-0.5	2550000000000000.0
5300	585	-0.45	2560000000000000.0
5300	585	-0.4	2570000000000000.0
5300	585	-0.35	2580000000000000.0
5300	585	-0.3	2590000000000000.0
5300	585	-0.25	2600000000000000.0
5300	585	-0.2	2610000000000000.0
5300	585	-0.15	2620000000000000.0
5300	585	-0.1	2630000000000000.0
5300	585	-0.05	2640000000000000.0
5300	585	0.0	2650000000000000.0
5300	585	0.05	2660000000000000.0
5300	585	0.1	2670000000000000.0
5300	585	0.15	2680000000000000.0
5300	585	0.2	2690000000000000.0
5300	585	0.25	2700000000000000.0
5300	585	0.3	2710000000000000.0
5300	585	0.35	2730000000000000.0
5300	585	0.4	2740000000000000.0
5300	585	0.45	2750000000000000.0
5300	585	0.5	2760000000000000.0
5300	585	0.6	2790000000000000.0
5300	585	0.7	2820000000000000.0
5300	585	0.8	2840000000000000.0
5300	585	0.9	2870000000000000.0
5300	590	-1.0	2430000000000000.0
5300	590	-0.95	2430000000000000.0
5300	590	-0.9	2440000000000000.0
5300	590	-0.85	2460000000000000.0
5300	590	-0.8	2460000000000000.0
5300	590	-0.75	2450000000000000.0
5300	590	-0.7	2450000000000000.0
5300	590	-0.65	2460000000000000.0
5300	590	-0.6	2460000000000000.0
5300	590	-0.55	2470000000000000.0
5300	590	-0.5	2470000000000000.0
5300	590	-0.45	2480000000000000.0
5300	590	-0.4	2480000000000000.0
5300	590	-0.35	2490000000000000.0
5300	590	-0.3	2490000000000000.0
5300	590	-0.25	2500000000000000.0
5300	590	-0.2	2500000000000000.0
5300	590	-0.15	2510000000000000.0
5300	590	-0.1	2510000000000000.0
5300	590	-0.05	2520000000000000.0
5300	590	0.0	2520000000000000.0
5300	590	0.05	2530000000000000.0
5300	590	0.1	2530000000000000.0
5300	590	0.15	2540000000000000.0
5300	590	0.2	2540000000000000.0
5300	590	0.25	2550000000000000.0
5300	590	0.3	2550000000000000.0
5300	590	0.35	2560000000000000.0
5300	590	0.4	2560000000000000.0
5300	590	0.45	2570000000000000.0
5300	590	0.5	2570000000000000.0
5300	590	0.6	2580000000000000.0
5300	590	0.7	2590000000000000.0
5300	590	0.8	2600000000000000.0
5300	590	0.9	2610000000000000.0
5300	595	-1.0	2490000000000000.0
5300	595	-0.95	2500000000000000.0
5300	595	-0.9	2510000000000000.0
5300	595	-0.85	2530000000000000.0
5300	595	-0.8	2530000000000000.0
5300	595	-0.75	2530000000000000.0
5300	595	-0.7	2530000000000000.0
5300	595	-0.65	2540000000000000.0
5300	595	-0.6	2550000000000000.0
5300	595	-0.55	2560000000000000.0
5300	595	-0.5	2570000000000000.0
5300	595	-0.45	2570000000000000.0
5300	595	-0.4	2580000000000000.0
5300	595	-0.35	2590000000000000.0
5300	595	-0.3	2600000000000000.0
5300	595	-0.25	2610000000000000.0
5300	595	-0.2	2620000000000000.0
5300	595	-0.15	2630000000000000.0
5300	595	-0.1	2640000000000000.0
5300	595	-0.05	2650000000000000.0
5300	595	0.0	2660000000000000.0
5300	595	0.05	2670000000000000.0
5300	595	0.1	2680000000000000.0
5300	595	0.15	2700000000000000.0
5300	595	0.2	2710000000000000.0
5300	595	0.25	2720000000000000.0
5300	595	0.3	2730000000000000.0
5300	595	0.35	2740000000000000.0
5300	595	0.4	2760000000000000.0
5300	595	0.45	2770000000000000.0
5300	595	0.5	2780000000000000.0
5300	595	0.6	2810000000000000.0
5300	595	0.7	2830000000000000.0
5300	595	0.8	2860000000000000.0
5300	595	0.9	2890000000000000.0
5300	600	-1.0	2480000000000000.0
5300	600	-0.95	2490000000000000.0
5300	600	-0.9	2490000000000000.0
5300	600	-0.85	2500000000000000.0
5300	600	-0.8	2510000000000000.0
5300	600	-0.75	2510000000000000.0
5300	600	-0.7	2520000000000000.0
5300	600	-0.65	2530000000000000.0
5300	600	-0.6	2530000000000000.0
5300	600	-0.55	2540000000000000.0
5300	600	-0.5	2550000000000000.0
5300	600	-0.45	2550000000000000.0
5300	600	-0.4	2560000000000000.0
5300	600	-0.35	2570000000000000.0
5300	600	-0.3	2580000000000000.0
5300	600	-0.25	2580000000000000.0
5300	600	-0.2	2590000000000000.0
5300	600	-0.15	2600000000000000.0
5300	600	-0.1	2610000000000000.0
5300	600	-0.05	2620000000000000.0
5300	600	0.0	2630000000000000.0
5300	600	0.05	2640000000000000.0
