,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source block A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ca2+-triggered fusion levels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7807808000000005,92.3604,92.3604,92.3604,,29.25,37.96,59.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8008008,92.862,92.862,92.862,,29.9,38.41,60.040000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8208208000000005,93.3637,93.3637,93.3637,,31.19,39.43,61.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8408407999999999,93.8653,93.8653,93.8653,,32.22,40.78,62.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8608608000000004,94.3669,94.3669,94.3669,,33.6,42.3,63.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8808809000000001,94.8686,94.8686,94.8686,,34.77,43.76,64.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9009009000000006,95.3702,95.3702,95.3702,,36.4,44.64,64.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9209209,95.6572,95.6572,95.6572,,37.62,45.2,66.64999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9409409000000005,95.9398,95.9398,95.9398,,38.61,46.71,67.17999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9609609,96.2223,96.2223,96.2223,,39.08,47.17,67.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9809809999999998,96.5048,96.5048,96.5048,,40.17,48.06,68.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0010010000000003,96.7873,96.7873,96.7873,,40.94,49.120000000000005,69.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0210210000000006,97.0698,97.0698,97.0698,,41.79,50.529999999999994,69.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.041041,97.3523,97.3523,97.3523,,43.07,51.4,70.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0610610000000007,97.5419,97.5419,97.5419,,45.59,52.01,71.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0810811000000002,97.6784,97.6784,97.6784,,45.97,52.92,71.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1011011,97.8149,97.8149,97.8149,,46.989999999999995,53.42,72.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1211211000000003,97.9515,97.9515,97.9515,,47.71,54.26,73.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1411410999999998,98.088,98.088,98.088,,48.6,54.96,74.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1611611000000002,98.2245,98.2245,98.2245,,49.91,56.15,74.77000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1811812,98.361,98.361,98.361,,50.93,56.8,75.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2012012000000005,98.5002,98.5002,98.5002,,52.400000000000006,57.49999999999999,75.57000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2212212,98.6458,98.6458,98.6458,,53.23,59.34,76.38000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2412412000000004,98.7913,98.7913,98.7913,,53.98,59.78,76.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2612611999999999,98.9369,98.9369,98.9369,,54.63,60.209999999999994,77.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2812813000000005,99.0825,99.0825,99.0825,,55.269999999999996,61.040000000000006,77.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3013013,99.228,99.228,99.228,,56.19,61.980000000000004,78.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3213213000000006,99.3736,99.3736,99.3736,,56.96,62.519999999999996,78.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3413413,99.5192,99.5192,99.5192,,57.65,63.349999999999994,79.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3613613000000004,99.5526,99.5526,99.5526,,58.77,64.22,79.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3813814000000002,99.5802,99.5802,99.5802,,59.36,64.64,80.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4014014000000006,99.6079,99.6079,99.6079,,60.19,65.38000000000001,80.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4214214000000003,99.6356,99.6356,99.6356,,60.78,66.18,81.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4414414000000006,99.6633,99.6633,99.6633,,61.24000000000001,66.7,81.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4614614000000001,99.6909,99.6909,99.6909,,62.43,67.83,81.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4814815,99.7186,99.7186,99.7186,,63.78,68.88,82.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5015015000000003,99.7216,99.7216,99.7216,,64.5,70.06,82.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5215214999999997,99.7088,99.7088,99.7088,,65.12,70.86,83.32000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5415415000000003,99.6959,99.6959,99.6959,,66.47999999999999,71.59,83.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5615614999999998,99.6831,99.6831,99.6831,,67.11,71.88,83.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5815816000000005,99.6702,99.6702,99.6702,,67.58,72.89999999999999,84.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6016016,99.6574,99.6574,99.6574,,68.27,74.07000000000001,85.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6216216000000003,99.6445,99.6445,99.6445,,68.93,74.65,85.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6416416,99.6483,99.6483,99.6483,,69.16,75.14999999999999,85.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6616616000000004,99.698,99.698,99.698,,69.74000000000001,75.7,86.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6816817000000002,99.7477,99.7477,99.7477,,70.33,76.55,86.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7017017000000005,99.7974,99.7974,99.7974,,71.00999999999999,76.83,86.50999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7217217,99.8471,99.8471,99.8471,,71.69,77.62,86.92999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7417417000000004,99.8968,99.8968,99.8968,,72.19,77.86,87.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7617617,99.9465,99.9465,99.9465,,72.99,78.51,87.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7817818000000007,99.9962,99.9962,99.9962,,73.28,78.86,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8018018000000002,100,100,100,,73.97,79.34,88.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8218218000000006,100,100,100,,74.27,79.86,88.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8418418,100,100,100,,74.35000000000001,80.4,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8618618000000007,100,100,100,,74.74,80.60000000000001,88.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8818819000000002,100,100,100,,75.5,80.9,89.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9019019,100,100,100,,76.11,81.17,89.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9219219000000003,100,100,100,,76.58,82.02000000000001,90.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9419418999999998,100,100,100,,77.21000000000001,82.45,90.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9619619000000001,100,100,100,,78.23,83.06,90.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.981982,100,100,100,,78.60000000000001,83.28999999999999,91.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0020020000000005,100,100,100,,78.82000000000001,83.67,91.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0220219999999998,100,100,100,,79.33,83.78999999999999,91.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0420420000000004,100,100,100,,79.71000000000001,83.99,91.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.062062,100,100,100,,80.36999999999999,84.26,91.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0820821000000005,100,100,100,,80.95,84.63000000000001,91.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1021021,100,100,100,,81.17999999999999,85.59,91.99000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1221221000000003,100,100,100,,81.55,86.04,92.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1421421,100,100,100,,82.37,86.11,92.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1621621000000006,100,100,100,,82.77,86.29,92.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1821822,100,100,100,,83.19,86.58,92.21000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2022022000000008,100,100,100,,83.55,86.82,92.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222,100,100,100,,84.08,86.97,92.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2422422000000006,100,100,100,,84.27,87.03999999999999,92.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2622622000000003,100,100,100,,84.78,87.17,93.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2822823,100,100,100,,85.32,87.47,93.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3023023000000005,100,100,100,,85.72999999999999,87.89,93.28999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3223222999999997,100,100,100,,85.8,88.07000000000001,93.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3423423000000003,100,100,100,,86.03,88.24,93.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3623622999999996,100,100,100,,86.13,88.55,93.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3823824000000005,100,100,100,,86.24000000000001,89,93.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4024024,100,100,100,,86.83999999999999,89.29,94.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4224224000000003,100,100,100,,86.97,89.42,94.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4424424,100,100,100,,87.3,89.64999999999999,94.41000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4624624,100,100,100,,87.56,90.11,94.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4824825,100,100,100,,87.76,90.2,94.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5025025000000003,100,100,100,,87.91,90.3,94.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5225225,100,100,100,,88.39,90.60000000000001,94.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5425425000000006,100,100,100,,88.75999999999999,90.82000000000001,94.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5625625,100,100,100,,89.09,91.09,94.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5825826000000007,100,100,100,,89.29,91.4,95.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6026026,100,100,100,,89.45,91.5,95.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6226226000000006,100,100,100,,89.74,91.56,95.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6426426000000003,100,100,100,,89.98,91.64,95.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6626626000000004,100,100,100,,90.14,91.79,95.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6826827000000004,100,100,100,,90.4,91.84,95.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7027026999999997,100,100,100,,90.49000000000001,92.08,95.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7227227000000003,100,100,100,,90.64999999999999,92.32000000000001,95.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7427427,100,100,100,,90.86,92.36,96.00999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7627627,100,100,100,,91.02,92.4,96.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7827828,100,100,100,,91.23,92.61,96.17999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8028028000000003,100,100,100,,91.32000000000001,92.75,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8228228,100,100,100,,91.7,92.94,96.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8428428000000006,100,100,100,,91.81,93.13,96.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8628628,100,100,100,,92.07,93.21000000000001,96.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8828829000000007,100,100,100,,92.31,93.47,96.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9029029,100,100,100,,92.45,93.64,96.89999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9229229000000005,100,100,100,,92.60000000000001,93.74,96.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9429429,100,100,100,,92.72,93.83,96.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9629629000000004,100,100,100,,92.81,94.1,96.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9829830000000004,100,100,100,,93.07,94.21000000000001,96.96000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0030030000000005,100,100,100,,93.22,94.26,96.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0230230000000002,100,100,100,,93.31,94.53,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0430430000000004,100,100,100,,93.77,94.74000000000001,97.11999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.063063,100,100,100,,93.85,94.83,97.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0830830999999996,100,100,100,,94.08999999999999,94.92,97.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1031031000000002,100,100,100,,94.14,95.06,97.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1231231,100,100,100,,94.3,95.25,97.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1431431,100,100,100,,94.41000000000001,95.46,97.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1631631,100,100,100,,94.54,95.56,97.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1831832,100,100,100,,94.83,95.78,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2032032,100,100,100,,94.93,95.97,97.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2232232000000005,100,100,100,,94.98,96.2,97.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2432431999999998,100,100,100,,95.09,96.39999999999999,97.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2632632000000004,100,100,100,,95.24000000000001,96.57,97.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2832833,100,100,100,,95.34,96.59,97.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3033033000000005,100,100,100,,95.48,96.61999999999999,97.92999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3233233,100,100,100,,95.65,96.65,97.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3433433000000004,100,100,100,,95.72,96.7,97.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3633633,100,100,100,,95.78999999999999,96.8,97.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3833834000000005,100,100,100,,95.86,96.94,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4034034,100,100,100,,95.92,96.99,98.00999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.423423400000001,100,100,100,,96.07,97.02,98.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4434434,100,100,100,,96.13000000000001,97.04,98.22999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4634634000000006,100,100,100,,96.19,97.07000000000001,98.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4834835,100,100,100,,96.25,97.15,98.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5035035,100,100,100,,96.41,97.28,98.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.523523499999999,100,100,100,,96.91,97.5,98.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5435434999999997,100,100,100,,97.1,97.53,98.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5635635000000003,100,100,100,,97.17,97.56,98.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5835836,100,100,100,,97.24000000000001,97.59,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6036036000000005,100,100,100,,97.33000000000001,97.66,98.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6236236000000006,100,100,100,,97.41,97.84,98.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6436435999999994,100,100,100,,97.43,97.92,98.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6636636,100,100,100,,97.45,97.92999999999999,98.57000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6836836999999996,100,100,100,,97.48,97.94,98.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7037037,100,100,100,,97.5,97.95,98.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7237237000000003,100,100,100,,97.69,97.96000000000001,98.74000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.743743700000001,100,100,100,,98.05,97.97,98.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7637636999999997,100,100,100,,98.1,97.98,98.83999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.783783800000001,100,100,100,,98.19,97.99,98.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8038038,100,100,100,,98.28,98,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8238238,100,100,100,,98.34,98.00999999999999,98.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8438438000000006,100,100,100,,98.36,98.02,98.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.863863800000001,100,100,100,,98.39,98.17,98.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8838839000000007,100,100,100,,98.42,98.24000000000001,98.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9039038999999995,100,100,100,,98.45,98.26,99.00999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9239238999999997,100,100,100,,98.5,98.28,99.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9439439000000003,100,100,100,,98.55000000000001,98.3,99.05000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9639639000000004,100,100,100,,98.6,98.32,99.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9839840000000004,100,100,100,,98.65,98.34,99.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.004004000000001,100,100,100,,98.69,98.39,99.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.024024,100,100,100,,98.72999999999999,98.42999999999999,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0440439999999995,100,100,100,,98.77,98.46000000000001,99.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.064064,100,100,100,,98.81,98.48,99.22999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0840841,100,100,100,,98.85000000000001,98.50999999999999,99.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.104104100000001,100,100,100,,98.94,98.53,99.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.124124100000001,100,100,100,,98.97,98.65,99.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.144144099999999,100,100,100,,99,98.66,99.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1641641,100,100,100,,99.02,98.68,99.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1841842,100,100,100,,99.03999999999999,98.69,99.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2042042,100,100,100,,99.06,98.71,99.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.224224200000001,100,100,100,,99.09,98.72,99.42999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.244244200000001,100,100,100,,99.11999999999999,98.74000000000001,99.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2642641999999995,100,100,100,,99.15,98.77,99.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2842842999999995,100,100,100,,99.17,98.81,99.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3043043,100,100,100,,99.18,98.86,99.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3243243,100,100,100,,99.19,98.96000000000001,99.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
