,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model Output (Complete Data),,,,,,Model Output (Select Data & Temporal blurring),,,,,,Experimental Data*,,,,,,,,,,,,,,,,,,,,,,,
,2.9829830000000004,100,100,100,93.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0030030000000005,100,100,100,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0230230000000002,100,100,100,93.43333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0430430000000004,100,100,100,93.64333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.063063,100,100,100,93.90333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0830830999999996,100,100,100,94.02666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.1031031000000002,100,100,100,94.17666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.1231231,100,100,100,94.28333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.1431431,100,100,100,94.41666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.1631631,100,100,100,94.59333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.1831832,100,100,100,94.76666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.2032032,100,100,100,94.91333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.2232232000000005,100,100,100,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.2432431999999998,100,100,100,95.10333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.2632632000000004,100,100,100,95.22333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.2832833,100,100,100,95.35333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.3033033000000005,100,100,100,95.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.3233233,100,100,100,95.61666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.3433433000000004,100,100,100,95.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.3633633,100,100,100,95.78999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.3833834000000005,100,100,100,95.85666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.4034034,100,100,100,95.95000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.423423400000001,100,100,100,96.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.4434434,100,100,100,96.13000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.4634634000000006,100,100,100,96.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.4834835,100,100,100,96.28333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.5035035,100,100,100,96.52333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.523523499999999,100,100,100,96.80666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.5435434999999997,100,100,100,97.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.5635635000000003,100,100,100,97.16999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.5835836,100,100,100,97.24666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6036036000000005,100,100,100,97.32666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6236236000000006,100,100,100,97.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6436435999999994,100,100,100,97.42999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6636636,100,100,100,97.45333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6836836999999996,100,100,100,97.47666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7037037,100,100,100,97.55666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7237237000000003,100,100,100,97.74666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.743743700000001,100,100,100,97.94666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7637636999999997,100,100,100,98.11333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.783783800000001,100,100,100,98.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.8038038,100,100,100,98.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.8238238,100,100,100,98.32666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.8438438000000006,100,100,100,98.36333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.863863800000001,100,100,100,98.38999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.8838839000000007,100,100,100,98.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9039038999999995,100,100,100,98.45666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9239238999999997,100,100,100,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9439439000000003,100,100,100,98.55000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9639639000000004,100,100,100,98.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9839840000000004,100,100,100,98.64666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.004004000000001,100,100,100,98.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.024024,100,100,100,98.72999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.0440439999999995,100,100,100,98.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.064064,100,100,100,98.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.0840841,100,100,100,98.86666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.104104100000001,100,100,100,98.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.124124100000001,100,100,100,98.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.144144099999999,100,100,100,98.99666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.1641641,100,100,100,99.02000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.1841842,100,100,100,99.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.2042042,100,100,100,99.06333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.224224200000001,100,100,100,99.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.244244200000001,100,100,100,99.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.2642641999999995,100,100,100,99.14666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.2842842999999995,100,100,100,99.16666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.3043043,100,100,100,99.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.3243243,100,100,100,99.18999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.3443443,100,100,100,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.364364300000001,100,100,100,99.21000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.384384400000001,100,100,100,99.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.4044044,100,100,100,99.22999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.4244243999999995,100,100,100,99.24333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.4444444,100,100,100,99.25666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.464464400000001,100,100,100,99.28666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.484484500000001,100,100,100,99.32666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.504504500000001,100,100,100,99.36999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.524524499999999,100,100,100,99.39666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.5445445,100,100,100,99.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.5645645,100,100,100,99.42333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.5845846,100,100,100,99.43666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.604604600000001,100,100,100,99.45333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.624624600000001,100,100,100,99.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.6446445999999995,100,100,100,99.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.6646646,100,100,100,99.57333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.6846847,100,100,100,99.63000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.704704700000001,100,100,100,99.66000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.7247247,100,100,100,99.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.744744700000001,100,100,100,99.69333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.7647647,100,100,100,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.7847848,100,100,100,99.70666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.8048048,100,100,100,99.71333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.8248248,100,100,100,99.71666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.844844800000001,100,100,100,99.72333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.864864799999999,100,100,100,99.72999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.884884900000001,100,100,100,99.73666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.904904899999999,100,100,100,99.74333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.9249249,100,100,100,99.74666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.9449449,100,100,100,99.75333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.964964900000001,100,100,100,99.75999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.984985000000001,100,100,100,99.76666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.005005000000001,100,100,100,99.77333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.025024999999999,100,100,100,99.77666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.045045,100,100,100,99.78333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.065065000000001,100,100,100,99.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.085085100000001,100,100,100,99.79666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.1051051,100,100,100,99.80333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.125125100000001,100,100,100,99.80666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.1451451,100,100,100,99.81333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.1651651,100,100,100,99.82000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.1851852,100,100,100,99.82666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2052052,100,100,100,99.83333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.225225200000001,100,100,100,99.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.245245199999999,100,100,100,99.84666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2652652,100,100,100,99.85333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2852853,100,100,100,99.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.3053053,100,100,100,99.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
