candidate_family	max_velocity_cm_s	min_velocity_cm_s	peak_frequency_microhz	peak_width_microhz	information_criterion
minimum_velocity_scan	1.0e-01	5.0e-02	1210.0	300.0	1707.1
minimum_velocity_scan	2.0e-01	5.0e-02	1210.0	300.0	1676.9
minimum_velocity_scan	3.0e-01	5.0e-02	1210.0	300.0	1613.4
minimum_velocity_scan	5.0e-01	5.0e-02	1210.0	300.0	1532.6
minimum_velocity_scan	1.0e+00	5.0e-02	1210.0	300.0	1405.1
minimum_velocity_scan	2.0e+00	5.0e-02	1210.0	300.0	1201.9
minimum_velocity_scan	3.0e+00	5.0e-02	1210.0	300.0	1037.1
minimum_velocity_scan	5.0e+00	5.0e-02	1210.0	300.0	775.2
minimum_velocity_scan	1.0e+01	5.0e-02	1210.0	300.0	389.8
minimum_velocity_scan	2.0e+01	5.0e-02	1210.0	300.0	129.6
minimum_velocity_scan	3.0e+01	5.0e-02	1210.0	300.0	58.1
minimum_velocity_scan	5.0e+01	5.0e-02	1210.0	300.0	68.3
minimum_velocity_scan	1.0e+02	5.0e-02	1210.0	300.0	167.3
minimum_velocity_scan	2.0e+02	5.0e-02	1210.0	300.0	308.4
minimum_velocity_scan	3.0e+02	5.0e-02	1210.0	300.0	413.0
minimum_velocity_scan	5.0e+02	5.0e-02	1210.0	300.0	563.4
minimum_velocity_scan	1.0e-01	1.0e-01	1210.0	300.0	1522.1
minimum_velocity_scan	2.0e-01	1.0e-01	1210.0	300.0	1422.0
minimum_velocity_scan	3.0e-01	1.0e-01	1210.0	300.0	1316.7
minimum_velocity_scan	5.0e-01	1.0e-01	1210.0	300.0	1210.6
minimum_velocity_scan	1.0e+00	1.0e-01	1210.0	300.0	1146.1
minimum_velocity_scan	2.0e+00	1.0e-01	1210.0	300.0	1091.3
minimum_velocity_scan	3.0e+00	1.0e-01	1210.0	300.0	991.3
minimum_velocity_scan	5.0e+00	1.0e-01	1210.0	300.0	834.2
minimum_velocity_scan	1.0e+01	1.0e-01	1210.0	300.0	537.5
minimum_velocity_scan	2.0e+01	1.0e-01	1210.0	300.0	274.9
minimum_velocity_scan	3.0e+01	1.0e-01	1210.0	300.0	176.2
minimum_velocity_scan	5.0e+01	1.0e-01	1210.0	300.0	139.9
minimum_velocity_scan	1.0e+02	1.0e-01	1210.0	300.0	193.6
minimum_velocity_scan	2.0e+02	1.0e-01	1210.0	300.0	312.2
minimum_velocity_scan	3.0e+02	1.0e-01	1210.0	300.0	402.0
minimum_velocity_scan	5.0e+02	1.0e-01	1210.0	300.0	554.4
minimum_velocity_scan	2.0e-01	2.0e-01	1210.0	300.0	1919.1
minimum_velocity_scan	3.0e-01	2.0e-01	1210.0	300.0	1894.2
minimum_velocity_scan	5.0e-01	2.0e-01	1210.0	300.0	1805.6
minimum_velocity_scan	1.0e+00	2.0e-01	1210.0	300.0	1736.7
minimum_velocity_scan	2.0e+00	2.0e-01	1210.0	300.0	1654.8
minimum_velocity_scan	3.0e+00	2.0e-01	1210.0	300.0	1145.7
minimum_velocity_scan	5.0e+00	2.0e-01	1210.0	300.0	1442.7
minimum_velocity_scan	1.0e+01	2.0e-01	1210.0	300.0	1135.4
minimum_velocity_scan	2.0e+01	2.0e-01	1210.0	300.0	772.1
minimum_velocity_scan	3.0e+01	2.0e-01	1210.0	300.0	598.7
minimum_velocity_scan	5.0e+01	2.0e-01	1210.0	300.0	455.5
minimum_velocity_scan	1.0e+02	2.0e-01	1210.0	300.0	377.2
minimum_velocity_scan	2.0e+02	2.0e-01	1210.0	300.0	370.1
minimum_velocity_scan	3.0e+02	2.0e-01	1210.0	300.0	436.2
minimum_velocity_scan	5.0e+02	2.0e-01	1210.0	300.0	572.6
minimum_velocity_scan	3.0e-01	3.0e-01	1210.0	300.0	2281.1
minimum_velocity_scan	5.0e-01	3.0e-01	1210.0	300.0	2224.2
minimum_velocity_scan	1.0e+00	3.0e-01	1210.0	300.0	2183.4
minimum_velocity_scan	2.0e+00	3.0e-01	1210.0	300.0	2114.1
minimum_velocity_scan	3.0e+00	3.0e-01	1210.0	300.0	2050.6
minimum_velocity_scan	5.0e+00	3.0e-01	1210.0	300.0	1948.9
minimum_velocity_scan	1.0e+01	3.0e-01	1210.0	300.0	1681.0
minimum_velocity_scan	2.0e+01	3.0e-01	1210.0	300.0	1280.4
minimum_velocity_scan	3.0e+01	3.0e-01	1210.0	300.0	1063.0
minimum_velocity_scan	5.0e+01	3.0e-01	1210.0	300.0	846.0
minimum_velocity_scan	1.0e+02	3.0e-01	1210.0	300.0	636.3
minimum_velocity_scan	2.0e+02	3.0e-01	1210.0	300.0	512.0
minimum_velocity_scan	3.0e+02	3.0e-01	1210.0	300.0	529.3
minimum_velocity_scan	5.0e+02	3.0e-01	1210.0	300.0	625.7
minimum_velocity_scan	5.0e-01	5.0e-01	1210.0	300.0	2774.9
minimum_velocity_scan	1.0e+00	5.0e-01	1210.0	300.0	2750.8
minimum_velocity_scan	2.0e+00	5.0e-01	1210.0	300.0	2707.2
minimum_velocity_scan	3.0e+00	5.0e-01	1210.0	300.0	2674.9
minimum_velocity_scan	5.0e+00	5.0e-01	1210.0	300.0	2630.7
minimum_velocity_scan	1.0e+01	5.0e-01	1210.0	300.0	2423.2
minimum_velocity_scan	2.0e+01	5.0e-01	1210.0	300.0	2076.0
minimum_velocity_scan	3.0e+01	5.0e-01	1210.0	300.0	1840.3
minimum_velocity_scan	5.0e+01	5.0e-01	1210.0	300.0	1530.0
minimum_velocity_scan	1.0e+02	5.0e-01	1210.0	300.0	1174.5
minimum_velocity_scan	2.0e+02	5.0e-01	1210.0	300.0	884.0
minimum_velocity_scan	3.0e+02	5.0e-01	1210.0	300.0	803.4
minimum_velocity_scan	5.0e+02	5.0e-01	1210.0	300.0	811.0
minimum_velocity_scan	1.0e+00	1.0e+00	1210.0	300.0	3400.6
minimum_velocity_scan	2.0e+00	1.0e+00	1210.0	300.0	3480.3
minimum_velocity_scan	3.0e+00	1.0e+00	1210.0	300.0	3504.8
minimum_velocity_scan	5.0e+00	1.0e+00	1210.0	300.0	3509.4
minimum_velocity_scan	1.0e+01	1.0e+00	1210.0	300.0	3446.5
minimum_velocity_scan	2.0e+01	1.0e+00	1210.0	300.0	3206.3
minimum_velocity_scan	3.0e+01	1.0e+00	1210.0	300.0	3007.2
minimum_velocity_scan	5.0e+01	1.0e+00	1210.0	300.0	2708.0
minimum_velocity_scan	1.0e+02	1.0e+00	1210.0	300.0	2259.2
minimum_velocity_scan	2.0e+02	1.0e+00	1210.0	300.0	1797.4
minimum_velocity_scan	3.0e+02	1.0e+00	1210.0	300.0	1599.8
minimum_velocity_scan	5.0e+02	1.0e+00	1210.0	300.0	1457.7
minimum_velocity_scan	2.0e+00	2.0e+00	1210.0	300.0	4304.4
minimum_velocity_scan	3.0e+00	2.0e+00	1210.0	300.0	4309.9
minimum_velocity_scan	5.0e+00	2.0e+00	1210.0	300.0	4380.1
minimum_velocity_scan	1.0e+01	2.0e+00	1210.0	300.0	4417.5
minimum_velocity_scan	2.0e+01	2.0e+00	1210.0	300.0	1650.2
minimum_velocity_scan	3.0e+01	2.0e+00	1210.0	300.0	4213.7
minimum_velocity_scan	5.0e+01	2.0e+00	1210.0	300.0	3983.8
minimum_velocity_scan	1.0e+02	2.0e+00	1210.0	300.0	3566.0
minimum_velocity_scan	2.0e+02	2.0e+00	1210.0	300.0	3075.5
minimum_velocity_scan	3.0e+02	2.0e+00	1210.0	300.0	2831.3
minimum_velocity_scan	5.0e+02	2.0e+00	1210.0	300.0	2583.5
minimum_velocity_scan	3.0e+00	3.0e+00	1210.0	300.0	4872.7
minimum_velocity_scan	5.0e+00	3.0e+00	1210.0	300.0	4894.4
minimum_velocity_scan	1.0e+01	3.0e+00	1210.0	300.0	4992.0
minimum_velocity_scan	2.0e+01	3.0e+00	1210.0	300.0	4973.9
minimum_velocity_scan	3.0e+01	3.0e+00	1210.0	300.0	4880.3
minimum_velocity_scan	5.0e+01	3.0e+00	1210.0	300.0	4694.5
minimum_velocity_scan	1.0e+02	3.0e+00	1210.0	300.0	4339.0
minimum_velocity_scan	2.0e+02	3.0e+00	1210.0	300.0	3896.2
minimum_velocity_scan	3.0e+02	3.0e+00	1210.0	300.0	3643.2
minimum_velocity_scan	5.0e+02	3.0e+00	1210.0	300.0	3376.7
minimum_velocity_scan	5.0e+00	5.0e+00	1210.0	300.0	5663.7
minimum_velocity_scan	1.0e+01	5.0e+00	1210.0	300.0	5716.9
minimum_velocity_scan	2.0e+01	5.0e+00	1210.0	300.0	5734.9
minimum_velocity_scan	3.0e+01	5.0e+00	1210.0	300.0	5669.8
minimum_velocity_scan	5.0e+01	5.0e+00	1210.0	300.0	5555.1
minimum_velocity_scan	1.0e+02	5.0e+00	1210.0	300.0	5313.5
minimum_velocity_scan	2.0e+02	5.0e+00	1210.0	300.0	4946.6
minimum_velocity_scan	3.0e+02	5.0e+00	1210.0	300.0	4714.3
minimum_velocity_scan	5.0e+02	5.0e+00	1210.0	300.0	4428.3
minimum_velocity_scan	1.0e+01	1.0e+01	1210.0	300.0	6654.9
minimum_velocity_scan	2.0e+01	1.0e+01	1210.0	300.0	6734.6
minimum_velocity_scan	3.0e+01	1.0e+01	1210.0	300.0	6711.1
minimum_velocity_scan	5.0e+01	1.0e+01	1210.0	300.0	6656.9
minimum_velocity_scan	1.0e+02	1.0e+01	1210.0	300.0	6534.8
minimum_velocity_scan	2.0e+02	1.0e+01	1210.0	300.0	6311.3
minimum_velocity_scan	3.0e+02	1.0e+01	1210.0	300.0	6130.4
minimum_velocity_scan	5.0e+02	1.0e+01	1210.0	300.0	5877.2
minimum_velocity_scan	2.0e+01	2.0e+01	1210.0	300.0	7786.7
minimum_velocity_scan	3.0e+01	2.0e+01	1210.0	300.0	7774.2
minimum_velocity_scan	5.0e+01	2.0e+01	1210.0	300.0	7748.4
minimum_velocity_scan	1.0e+02	2.0e+01	1210.0	300.0	7681.7
minimum_velocity_scan	2.0e+02	2.0e+01	1210.0	300.0	7563.4
minimum_velocity_scan	3.0e+02	2.0e+01	1210.0	300.0	7454.5
minimum_velocity_scan	5.0e+02	2.0e+01	1210.0	300.0	7290.1
minimum_velocity_scan	3.0e+01	3.0e+01	1210.0	300.0	8435.6
minimum_velocity_scan	5.0e+01	3.0e+01	1210.0	300.0	8416.8
minimum_velocity_scan	1.0e+02	3.0e+01	1210.0	300.0	8371.4
minimum_velocity_scan	2.0e+02	3.0e+01	1210.0	300.0	8288.1
minimum_velocity_scan	3.0e+02	3.0e+01	1210.0	300.0	8218.5
minimum_velocity_scan	5.0e+02	3.0e+01	1210.0	300.0	8100.9
minimum_velocity_scan	5.0e+01	5.0e+01	1210.0	300.0	9289.5
minimum_velocity_scan	1.0e+02	5.0e+01	1210.0	300.0	9269.2
minimum_velocity_scan	2.0e+02	5.0e+01	1210.0	300.0	9226.3
minimum_velocity_scan	3.0e+02	5.0e+01	1210.0	300.0	9190.9
minimum_velocity_scan	5.0e+02	5.0e+01	1210.0	300.0	9117.3
minimum_velocity_scan	1.0e+02	1.0e+02	1210.0	300.0	10500.1
minimum_velocity_scan	2.0e+02	1.0e+02	1210.0	300.0	10494.6
minimum_velocity_scan	3.0e+02	1.0e+02	1210.0	300.0	10478.7
minimum_velocity_scan	5.0e+02	1.0e+02	1210.0	300.0	10436.8
minimum_velocity_scan	2.0e+02	2.0e+02	1210.0	300.0	11792.9
minimum_velocity_scan	3.0e+02	2.0e+02	1210.0	300.0	11797.3
minimum_velocity_scan	5.0e+02	2.0e+02	1210.0	300.0	11792.7
minimum_velocity_scan	3.0e+02	3.0e+02	1210.0	300.0	12603.3
minimum_velocity_scan	5.0e+02	3.0e+02	1210.0	300.0	12596.2
minimum_velocity_scan	5.0e+02	5.0e+02	1210.0	300.0	13553.2
