time	promoter_like_signal	condition_a	condition_b	condition_c	fit_a	fit_b
0	121	227	11	117.4167	218.528	12.78261
0	114	216	17	116.9542	217.4017	13.15158
1	119	233	12	116.4943	216.2821	12.74924
0	123	192	15	116.037	215.1692	12.54021
0	138	219	9	115.5822	214.063	12.40763
0	121	199	17	115.13	212.9633	12.30555
0	109	202	17	114.6803	211.8701	12.21588
0	118	202	12	114.233	210.7835	12.13151
0	120	216	17	113.7883	209.7032	12.04964
0	110	198	12	113.346	208.6294	12.04439
0	102	197	9	112.9061	207.562	12.51486
1	113	195	12	112.4686	206.5008	12.6005
1	106	186	14	112.0335	205.4459	12.08914
0	120	224	8	111.6008	204.3973	11.83963
0	96	213	11	111.1705	203.3548	11.76877
0	109	214	12	110.7424	202.3185	12.13856
1	122	207	15	110.3167	201.2882	11.7398
0	119	195	10	109.8932	200.264	11.53544
0	107	184	15	109.472	199.2458	11.40797
0	101	198	8	109.0531	198.2336	11.31118
0	104	218	17	108.6364	197.2273	11.2269
0	112	206	10	108.2219	196.2269	11.14795
0	102	213	11	107.8096	195.2324	11.07153
0	102	184	7	107.3995	194.2437	10.9965
0	109	185	9	106.9916	193.2607	10.92244
0	109	175	14	106.5858	192.2835	10.84914
0	111	173	12	106.1821	191.312	10.77655
0	119	199	10	105.7806	190.3461	10.70461
0	100	148	5	105.3811	189.3858	10.63331
0	102	192	15	104.9837	188.4312	10.56263
0	104	163	10	104.5883	187.482	10.49257
0	99	196	11	104.195	186.5384	10.42311
0	81	190	6	103.8038	185.6003	10.35424
0	99	184	21	103.4145	184.6675	10.28596
0	112	180	13	103.0272	183.7402	10.21825
0	100	177	12	102.642	182.8182	10.1511
0	100	211	18	102.2586	181.9016	10.08452
0	109	172	12	101.8773	180.9902	10.09372
0	97	169	14	101.4978	180.0842	10.503
1	107	165	9	101.1203	179.1833	10.12768
0	116	194	18	100.7447	178.2876	9.94034
0	104	186	15	100.371	177.397	9.82726
0	98	166	7	99.99917	176.5116	9.74373
0	101	177	10	99.62919	175.6313	9.67216
0	96	173	10	99.26106	174.756	9.60562
0	99	154	11	98.89477	173.8858	9.54138
0	91	181	8	98.5303	173.0205	9.47837
0	99	167	12	98.16764	172.1602	9.41616
0	74	182	11	97.80678	171.3048	9.35458
0	109	175	8	97.44768	170.4543	9.29355
0	93	181	8	97.09036	169.6086	9.23305
0	90	186	11	96.73479	168.7678	9.17304
0	98	170	16	96.38097	167.9318	9.11353
0	78	148	10	96.02888	167.1005	9.05451
0	106	163	10	95.6785	166.274	8.99596
0	99	156	13	95.32983	165.4522	8.93788
0	98	161	11	94.98286	164.635	8.88027
0	102	158	12	94.63757	163.8225	8.82312
0	82	149	10	94.29394	163.0146	8.76642
0	108	155	12	93.95197	162.2113	8.71016
0	87	177	9	93.61164	161.4126	8.65435
0	93	184	12	93.27296	160.6183	8.59898
0	87	178	11	92.93588	159.8286	8.54403
0	95	182	17	92.60043	159.0433	8.48951
0	88	150	12	92.26657	158.2625	8.43541
0	101	148	7	91.9343	157.4861	8.45696
0	93	156	11	91.60361	156.7141	8.87847
1	86	173	10	91.27448	155.9464	8.51523
0	89	162	14	90.94692	155.1831	8.33986
0	91	165	11	90.6209	154.424	8.23862
0	97	148	11	90.29641	153.6693	8.16681
0	86	147	9	89.97345	152.9188	8.10683
0	73	150	9	89.652	152.1725	8.05177
0	89	166	14	89.33205	151.4304	7.99891
0	75	144	10	89.0136	150.6925	7.94716
0	89	139	6	88.69665	149.9587	7.89609
0	88	150	7	88.38116	149.229	7.92079
0	89	161	5	88.06713	148.5034	8.34547
1	82	152	6	87.75455	147.782	7.98543
0	79	126	11	87.44343	147.0645	7.81324
0	84	157	12	87.13374	146.351	7.7152
0	93	143	7	86.82548	145.6416	7.7218
0	99	141	13	86.51863	144.9361	8.13978
1	102	148	11	86.2132	144.2345	7.77753
0	76	143	4	85.90916	143.5369	7.60491
0	78	125	11	85.60651	142.8432	7.50714
0	71	137	11	85.30524	142.1533	7.43909
0	68	131	8	85.00535	141.4673	7.45822
0	89	143	10	84.70681	140.7851	7.88188
1	70	145	6	84.40963	140.1067	7.52261
0	71	133	10	84.11379	139.4321	7.35192
0	90	124	6	83.8193	138.7612	7.25568
0	77	141	11	83.52614	138.0941	7.189
0	68	130	10	83.2343	137.4306	7.13422
0	81	137	13	82.94376	136.7709	7.08439
0	99	133	8	82.65454	136.1148	7.03678
0	79	131	9	82.36662	135.4624	6.99031
0	90	155	5	82.07998	134.8136	6.94454
0	67	136	13	81.79462	134.1683	6.8993
0	79	129	6	81.51054	133.5267	6.85452
0	87	108	13	81.22772	132.8886	6.81016
0	75	136	4	80.94615	132.254	6.76622
0	87	156	9	80.66583	131.623	6.72267
0	85	121	10	80.38677	130.9954	6.67951
0	75	150	14	80.10893	130.3713	6.63673
0	97	128	5	79.83232	129.7506	6.59433
0	69	115	9	79.55693	129.1334	6.5523
0	69	128	9	79.28275	128.5196	6.51063
0	73	134	7	79.00978	127.9091	6.46932
0	74	125	4	78.73801	127.3021	6.42836
0	82	139	6	78.46743	126.6983	6.38775
0	65	138	3	78.19804	126.0979	6.34748
0	65	122	9	77.92982	125.5008	6.30755
0	101	136	6	77.66277	124.907	6.26795
0	70	130	6	77.39689	124.3165	6.22868
0	73	144	10	77.13216	123.7292	6.18973
0	91	132	12	76.86858	123.1451	6.15111
0	83	111	5	76.60615	122.5642	6.11279
0	86	128	5	76.34485	121.9866	6.07478
0	68	125	4	76.08468	121.4121	6.03708
0	61	142	11	75.82564	120.8407	5.99969
0	63	109	2	75.56771	120.2725	5.96258
0	80	116	5	75.3109	119.7074	5.92578
0	73	111	14	75.05519	119.1454	5.88926
0	84	110	7	74.80058	118.5865	5.85303
0	77	111	6	74.54707	118.0306	5.81708
0	61	112	14	74.29463	117.4778	5.78141
0	61	115	5	74.04328	116.928	5.74602
0	66	118	10	73.79301	116.3812	5.78613
0	65	116	13	73.5438	115.8373	6.22606
1	69	122	11	73.29565	115.2965	5.95634
0	67	123	11	73.04856	114.7586	6.34912
1	81	114	6	72.80253	114.2237	6.43031
1	56	118	7	72.55753	113.6916	5.94309
0	69	120	5	72.31358	113.1625	5.72878
0	65	113	10	72.07066	112.6363	5.62203
0	74	118	7	71.82877	112.1129	5.55782
0	60	108	6	71.5879	111.5924	5.51058
0	63	120	5	71.34805	111.0747	5.47024
0	84	124	10	71.10922	110.5598	5.43285
0	96	111	7	70.87138	110.0478	5.39684
0	61	107	7	70.63455	109.5385	5.36159
0	66	104	5	70.39872	109.032	5.32686
0	62	104	10	70.16387	108.5282	5.29254
0	71	113	7	69.93001	108.0272	5.25858
0	60	102	8	69.69713	107.5289	5.22498
0	68	102	10	69.46522	107.0333	5.19171
0	72	98	6	69.23428	106.5404	5.15876
0	71	112	12	69.00432	106.0502	5.12614
0	61	98	6	68.7753	105.5627	5.09382
0	53	113	5	68.54724	105.0777	5.06182
0	87	105	7	68.32012	104.5955	5.03011
0	92	97	6	68.09396	104.1158	4.9987
0	68	109	7	67.86873	103.6387	4.96758
0	67	102	2	67.64444	103.1642	4.93675
0	83	92	10	67.42108	102.6923	4.90619
0	60	96	9	67.19864	102.223	4.87591
0	82	95	5	66.97713	101.7561	4.92113
0	57	106	9	66.75653	101.2918	5.36617
1	60	94	4	66.53683	100.8301	5.02632
0	45	109	10	66.31805	100.3708	4.87419
0	66	111	9	66.10017	99.91398	4.79605
0	77	98	7	65.88319	99.45964	4.74719
0	70	102	6	65.66709	99.00776	4.71003
0	60	103	5	65.45188	98.55832	4.67765
0	59	94	8	65.23756	98.11131	4.64731
0	66	92	8	65.02412	97.66672	4.61795
0	82	81	3	64.81155	97.22451	4.58913
0	61	99	7	64.59985	96.78471	4.5607
0	53	109	7	64.38901	96.34726	4.53258
0	68	99	6	64.17904	95.91218	4.50473
0	55	93	7	63.96993	95.47945	4.47715
0	48	91	3	63.76167	95.04904	4.44982
0	57	134	8	63.55426	94.62096	4.42275
0	55	94	9	63.34769	94.19518	4.39591
0	58	99	3	63.14196	93.77169	4.36932
0	48	105	12	62.93708	93.35049	4.34297
0	59	90	5	62.73302	92.93155	4.31684
0	67	83	4	62.5298	92.51486	4.29095
0	56	87	9	62.32739	92.10043	4.26528
0	82	84	10	62.12581	91.68821	4.23983
0	53	87	6	61.92505	91.27821	4.2146
0	77	95	4	61.72509	90.87041	4.18958
0	61	96	4	61.52595	90.46481	4.16478
0	45	79	12	61.32761	90.06139	4.14018
0	47	100	9	61.13007	89.66013	4.11579
0	59	92	8	60.93333	89.26104	4.0916
0	54	107	8	60.73738	88.86407	4.06761
0	54	88	5	60.54223	88.46925	4.04382
0	51	69	11	60.34786	88.07654	4.02022
0	59	93	7	60.15427	87.68594	3.99681
0	56	90	11	59.96146	87.29743	3.9736
0	63	65	2	59.76942	86.91101	3.95056
0	58	94	5	59.57816	86.52666	3.92771
0	62	77	1	59.38765	86.14437	3.90505
0	63	106	6	59.19792	85.76413	3.88256
0	79	83	5	59.00895	85.38593	3.93548
0	51	70	5	58.82073	85.00975	4.38812
1	64	65	8	58.63327	84.63559	4.05579
0	60	89	5	58.44655	84.26343	3.91108
0	56	66	11	58.26059	83.89326	3.84029
0	59	70	3	58.07536	83.52507	3.79869
0	42	73	8	57.89087	83.15886	3.76871
0	47	78	6	57.70713	82.7946	3.74342
0	47	78	9	57.52411	82.4323	3.79534
0	53	102	6	57.34182	82.07192	4.2477
1	60	93	6	57.16026	81.71349	3.9154
0	63	68	5	56.97942	81.35696	3.77085
0	49	68	5	56.7993	81.00234	3.70029
0	51	109	2	56.6199	80.64961	3.65897
0	74	94	5	56.44121	80.29877	3.62929
0	57	80	6	56.26323	79.9498	3.75479
0	66	82	7	56.08595	79.6027	4.68139
2	53	76	9	55.90938	79.25745	4.03862
0	52	82	6	55.73351	78.91405	3.77125
0	47	82	6	55.55833	78.57248	3.65169
0	62	67	5	55.38385	78.23272	3.59046
0	54	86	7	55.21005	77.89479	3.55235
0	61	71	5	55.03695	77.55865	3.52351
0	57	71	6	54.86453	77.22431	3.49851
0	65	81	5	54.69279	76.89175	3.47518
0	49	75	4	54.52173	76.56097	3.45268
0	53	68	11	54.35134	76.23194	3.43068
0	50	75	9	54.18163	75.90468	3.40903
0	50	87	6	54.01258	75.57915	3.38767
0	60	86	3	53.84421	75.25536	3.36659
0	57	81	5	53.67649	74.9333	3.34576
0	57	70	7	53.50943	74.61295	3.32518
0	52	64	8	53.34304	74.2943	3.30484
0	40	78	10	53.1773	73.97736	3.28474
0	42	86	7	53.01221	73.66209	3.26486
0	42	77	4	52.84776	73.34852	3.24521
0	64	75	12	52.68397	73.03661	3.22577
0	57	60	1	52.52081	72.72635	3.20655
0	43	80	6	52.3583	72.41776	3.18753
0	47	84	4	52.19643	72.11079	3.16872
0	56	78	8	52.03519	71.80547	3.1501
0	67	84	9	51.87458	71.50176	3.13169
0	39	79	4	51.7146	71.19968	3.11346
0	66	76	4	51.55524	70.8992	3.09542
0	54	91	6	51.39652	70.60032	3.07756
0	38	79	4	51.23841	70.30302	3.05988
0	57	68	7	51.08092	70.00731	3.04238
0	53	64	4	50.92404	69.71317	3.02505
0	47	77	5	50.76778	69.42059	3.00789
0	51	75	6	50.61213	69.12956	2.9909
0	53	75	8	50.45708	68.84009	2.97407
0	51	79	2	50.30265	68.55215	2.95739
0	51	82	5	50.14881	68.26573	2.94088
0	53	75	2	49.99557	67.98084	2.99975
0	43	54	6	49.84294	67.69746	3.45831
1	53	83	5	49.69089	67.41558	3.13189
0	54	82	5	49.53944	67.1352	2.99306
0	45	62	6	49.38858	66.85631	2.92812
0	49	65	10	49.2383	66.5789	2.89235
0	40	56	4	49.08862	66.30296	2.86817
0	59	63	3	48.93951	66.02848	2.84866
0	41	75	3	48.79098	65.75546	2.83109
0	45	75	7	48.64303	65.48389	2.8144
0	51	70	5	48.49565	65.21375	2.79815
0	41	59	2	48.34885	64.94505	2.78219
0	44	61	2	48.20262	64.67777	2.76643
0	51	72	4	48.05695	64.41192	2.75086
0	44	73	4	47.91185	64.14748	2.73545
0	52	66	3	47.76731	63.88443	2.7202
0	42	66	5	47.62334	63.62277	2.70511
0	44	55	6	47.47992	63.3625	2.69017
0	46	67	4	47.33705	63.10362	2.67538
0	49	53	4	47.19474	62.8461	2.66074
0	56	47	2	47.05299	62.58995	2.64623
0	51	51	4	46.91178	62.33515	2.63187
0	65	58	4	46.77111	62.0817	2.61765
0	52	55	6	46.631	61.8296	2.67879
0	58	73	4	46.49142	61.57883	3.13961
1	47	60	3	46.35238	61.32938	2.81541
0	39	67	3	46.21389	61.08126	2.6788
0	66	62	4	46.07592	60.83445	2.61605
0	49	65	5	45.93849	60.58895	2.58247
0	42	64	3	45.80159	60.34475	2.56045
0	58	56	9	45.66522	60.10183	2.54308
0	48	48	4	45.52937	59.86021	2.52765
0	40	71	5	45.39405	59.61986	2.51306
0	50	61	1	45.25926	59.38079	2.49891
0	51	68	4	45.12498	59.14297	2.48502
0	48	60	5	44.99122	58.90642	2.47133
0	34	50	2	44.85798	58.67112	2.4578
0	46	69	5	44.72525	58.43706	2.44442
0	53	65	3	44.59303	58.20424	2.43119
0	43	66	6	44.46132	57.97264	2.4181
0	34	57	4	44.33012	57.74228	2.40514
0	49	77	6	44.19942	57.51313	2.39232
0	28	69	4	44.06923	57.28519	2.37963
0	44	54	2	43.93953	57.05846	2.36706
0	38	61	4	43.81034	56.83292	2.35462
0	38	46	4	43.68164	56.60857	2.34231
0	41	66	3	43.55344	56.38542	2.33011
0	50	54	8	43.42573	56.16344	2.31803
0	46	55	4	43.29851	55.94263	2.30607
0	45	74	6	43.17178	55.72299	2.29422
0	48	52	5	43.04554	55.50451	2.28249
0	46	48	6	42.91979	55.28718	2.27086
0	41	57	4	42.79451	55.07101	2.25934
0	44	63	3	42.66972	54.85597	2.24793
0	45	69	5	42.54541	54.64206	2.23662
0	47	48	5	42.42157	54.42929	2.22541
0	44	60	5	42.29821	54.21764	2.2143
0	47	45	6	42.17532	54.0071	2.2033
0	53	53	4	42.0529	53.79768	2.19238
0	48	54	5	41.93095	53.58936	2.18157
0	44	55	2	41.80947	53.38215	2.17085
0	43	60	9	41.68846	53.17603	2.16022
0	37	76	6	41.56791	52.97099	2.14968
0	39	56	3	41.44782	52.76704	2.13923
0	41	50	4	41.32819	52.56416	2.12887
0	36	60	3	41.20903	52.36235	2.1186
0	42	55	2	41.09031	52.16161	2.18365
0	52	60	4	40.97205	51.96192	2.64832
1	43	59	8	40.85425	51.76329	2.32794
0	44	50	5	40.73689	51.56571	2.19509
0	30	49	1	40.61998	51.36916	2.13607
0	50	51	7	40.50353	51.17366	2.10616
0	44	57	4	40.38752	50.97918	2.08777
0	32	55	2	40.27195	50.78573	2.074
0	56	47	4	40.15682	50.5933	2.06211
0	42	59	5	40.04213	50.40189	2.05104
0	42	44	9	39.92788	50.21148	2.1156
0	48	48	2	39.81408	50.02208	2.57993
1	31	59	5	39.7007	49.83367	2.25927
0	54	60	3	39.58775	49.64626	2.12619
0	35	50	5	39.47524	49.45984	2.06697
0	37	47	7	39.36316	49.27439	2.0369
0	43	62	4	39.25151	49.08993	2.01838
0	42	48	6	39.14028	48.90644	2.0045
0	46	47	7	39.02948	48.72392	2.06776
0	33	50	9	38.9191	48.54235	2.53141
1	46	50	7	38.80914	48.36174	2.21033
0	36	58	5	38.6996	48.18209	2.07694
0	57	38	2	38.59048	48.00338	2.01748
0	41	51	2	38.48177	47.82561	1.9872
0	38	46	4	38.37348	47.64878	1.9685
0	50	45	2	38.26561	47.47288	1.95446
0	38	49	3	38.15814	47.2979	1.94236
0	58	41	5	38.05109	47.12384	1.93111
0	45	45	7	37.94444	46.95071	1.9203
0	30	41	5	37.8382	46.77848	1.90976
0	34	46	3	37.73236	46.60717	1.8994
0	38	41	4	37.62693	46.43675	1.88922
0	42	33	1	37.5219	46.26723	1.87918
0	45	47	4	37.41727	46.09861	1.86928
0	28	65	3	37.31305	45.93087	1.85952
0	35	47	3	37.20921	45.76401	1.8499
0	39	38	7	37.10577	45.59803	1.8404
0	35	58	7	37.00273	45.43293	1.83103
0	29	51	8	36.90007	45.26869	1.82178
0	45	56	1	36.79781	45.10532	1.81265
0	33	50	4	36.69594	44.94281	1.80363
0	42	51	5	36.59446	44.78115	1.79473
0	39	49	3	36.49336	44.62035	1.78594
0	38	38	6	36.39265	44.46038	1.77725
0	40	38	2	36.29232	44.30127	1.76867
0	36	42	1	36.19237	44.14298	1.76019
0	32	51	4	36.0928	43.98553	1.75181
0	39	43	1	35.99361	43.82891	1.74353
0	48	53	4	35.8948	43.67312	1.73534
0	36	37	6	35.79636	43.51814	1.72725
0	34	46	5	35.6983	43.36398	1.71924
0	23	38	3	35.60061	43.21063	1.71133
0	50	46	5	35.50329	43.05809	1.7035
0	37	47	8	35.40635	42.90635	1.69575
0	34	40	4	35.30976	42.7554	1.68809
0	36	57	2	35.21355	42.60525	1.68051
0	29	35	6	35.11771	42.45589	1.67301
0	41	46	5	35.02222	42.30732	1.66558
0	36	48	2	34.9271	42.15952	1.65823
0	24	49	0	34.83235	42.0125	1.65096
0	35	37	7	34.73795	41.86626	1.64376
0	36	41	5	34.64391	41.72078	1.63663
0	29	39	4	34.55023	41.57607	1.62957
0	35	37	3	34.4569	41.43212	1.62258
0	33	45	3	34.36393	41.28893	1.61565
0	46	42	1	34.27131	41.14649	1.6088
0	36	44	4	34.17904	41.0048	1.602
0	31	42	4	34.08713	40.86385	1.59527
0	52	42	6	33.99556	40.72364	1.58861
0	29	51	5	33.90434	40.58418	1.582
0	40	42	2	33.81346	40.44544	1.57546
0	34	53	8	33.72293	40.30743	1.56897
0	42	41	4	33.63275	40.17015	1.56255
0	25	48	7	33.5429	40.03359	1.55618
0	33	39	1	33.4534	39.89774	1.54986
0	26	41	2	33.36423	39.76262	1.5436
0	25	37	3	33.27541	39.6282	1.5374
0	40	41	5	33.18692	39.49448	1.53125
0	33	45	1	33.09877	39.36147	1.52516
0	32	48	2	33.01095	39.22916	1.51911
0	31	37	6	32.92347	39.09755	1.51312
0	37	39	1	32.83632	38.96662	1.50718
0	29	46	2	32.74949	38.83638	1.57651
0	37	33	1	32.663	38.70683	2.04545
1	26	51	0	32.57683	38.57796	1.72929
0	36	39	2	32.49099	38.44976	1.60063
0	33	42	4	32.40548	38.32224	1.54576
0	34	41	3	32.32029	38.19538	1.51997
0	38	34	4	32.23542	38.0692	1.50567
0	33	43	4	32.15088	37.94367	1.49596
0	26	36	4	32.06665	37.81881	1.48809
0	22	32	7	31.98275	37.6946	1.48102
0	37	44	3	31.89916	37.57104	1.4743
0	28	44	3	31.81589	37.44814	1.46778
0	33	29	1	31.73293	37.32587	1.46138
0	29	39	5	31.6503	37.20425	1.45509
0	37	34	1	31.56796	37.08327	1.44887
0	44	33	3	31.48595	36.96292	1.44274
0	36	44	5	31.40425	36.84321	1.43669
0	37	39	4	31.32285	36.72412	1.43071
0	33	35	5	31.24176	36.60567	1.42481
0	29	39	4	31.16098	36.48783	1.41897
0	36	45	3	31.08051	36.37061	1.41321
0	32	50	3	31.00034	36.254	1.40751
0	43	25	3	30.92047	36.13801	1.40187
0	40	34	2	30.8409	36.02263	1.3963
0	30	30	3	30.76164	35.90785	1.39079
0	27	35	1	30.68268	35.79367	1.38535
0	22	37	3	30.60402	35.6801	1.37996
0	24	37	4	30.52565	35.56712	1.37463
0	27	45	4	30.44758	35.45473	1.36936
0	33	30	1	30.36981	35.34294	1.36415
0	29	37	2	30.29233	35.23173	1.35899
0	29	39	8	30.21514	35.1211	1.35388
0	32	41	4	30.13824	35.01105	1.34882
0	23	20	6	30.06164	34.90158	1.34382
0	26	40	4	29.98533	34.79269	1.33887
0	30	37	3	29.9093	34.68437	1.33397
0	36	28	3	29.83357	34.57661	1.32911
0	36	44	5	29.75812	34.46943	1.3243
0	25	29	3	29.68295	34.3628	1.31954
0	30	33	2	29.60807	34.25674	1.31482
0	31	40	5	29.53347	34.15123	1.31015
0	30	30	2	29.45916	34.04627	1.30553
0	30	28	1	29.38512	33.94187	1.30094
0	32	39	10	29.31137	33.83801	1.2964
0	29	29	3	29.2379	33.7347	1.2919
0	33	32	1	29.1647	33.63193	1.28744
0	27	31	4	29.09178	33.52969	1.28302
0	23	33	1	29.01913	33.428	1.27865
0	30	42	6	28.94676	33.32684	1.27431
0	38	36	5	28.87466	33.22621	1.27
0	23	43	4	28.80284	33.12611	1.26574
0	29	34	7	28.73129	33.02653	1.26151
0	22	32	3	28.66001	32.92747	1.25732
0	36	45	2	28.58899	32.82894	1.25317
0	30	31	1	28.51825	32.73092	1.24905
0	30	40	4	28.44777	32.63342	1.24496
0	32	37	2	28.37756	32.53642	1.24091
0	26	38	2	28.30762	32.43994	1.23689
0	39	31	3	28.23794	32.34396	1.23291
0	30	29	4	28.16852	32.24849	1.22896
0	25	30	4	28.09937	32.15351	1.22504
0	42	44	6	28.03048	32.05904	1.22116
0	33	36	2	27.96184	31.96506	1.2173
0	29	36	4	27.89347	31.87157	1.21348
0	27	42	2	27.82535	31.77857	1.20968
0	35	28	1	27.7575	31.68606	1.20592
0	42	38	5	27.6899	31.59404	1.20219
0	30	31	0	27.62255	31.5025	1.19848
0	27	28	1	27.55546	31.41144	1.19481
0	25	28	6	27.48862	31.32086	1.19116
0	35	24	3	27.42204	31.23075	1.26278
0	25	33	3	27.3557	31.14111	1.73397
1	34	43	2	27.28962	31.05194	1.42004
0	25	28	3	27.22379	30.96325	1.29359
0	38	24	5	27.1582	30.87501	1.24092
0	27	27	3	27.09286	30.78724	1.2173
0	34	32	3	27.02777	30.69993	1.20516
0	30	33	3	26.96293	30.61308	1.19758
0	29	44	3	26.89833	30.52668	1.19184
0	44	26	1	26.83397	30.44074	1.18686
0	27	38	3	26.76986	30.35525	1.18222
0	32	39	3	26.70599	30.2702	1.17776
0	30	29	5	26.64236	30.1856	1.17341
0	35	28	2	26.57897	30.10145	1.16915
0	32	36	3	26.51583	30.01773	1.16495
0	25	28	4	26.45292	29.93446	1.16081
0	30	26	6	26.39024	29.85162	1.15674
0	25	33	2	26.3278	29.76921	1.15272
0	21	21	5	26.26561	29.68724	1.14876
0	33	26	5	26.20364	29.6057	1.14485
0	27	31	2	26.14191	29.52458	1.141
0	32	37	1	26.08041	29.44389	1.1372
0	32	23	7	26.01914	29.36363	1.13345
0	22	33	1	25.95811	29.28378	1.12975
0	29	36	3	25.8973	29.20435	1.12609
0	28	33	3	25.83673	29.12534	1.12249
0	29	28	0	25.77638	29.04674	1.11892
0	41	29	5	25.71626	28.96856	1.11541
0	22	36	4	25.65637	28.89078	1.11193
0	23	28	4	25.5967	28.81342	1.1085
0	27	17	2	25.53727	28.73645	1.10511
0	23	34	0	25.47805	28.65989	1.17699
0	27	26	4	25.41906	28.58374	1.64845
1	28	34	2	25.36029	28.50798	1.33481
0	24	25	1	25.30174	28.43262	1.20866
0	37	25	1	25.24341	28.35765	1.15629
0	31	28	2	25.1853	28.28308	1.13299
0	25	39	7	25.12742	28.2089	1.12118
0	29	26	3	25.06975	28.13511	1.11392
0	31	28	4	25.01229	28.0617	1.10852
0	34	29	5	24.95506	27.98868	1.10388
0	29	31	1	24.89804	27.91604	1.0996
0	31	29	2	24.84124	27.84378	1.0955
0	26	29	2	24.78465	27.7719	1.09151
0	35	31	2	24.72827	27.7004	1.08761
0	27	28	4	24.67211	27.62927	1.08378
0	31	22	3	24.61616	27.55851	1.08003
0	39	28	2	24.56042	27.48813	1.07633
0	25	31	3	24.50489	27.41811	1.0727
0	31	33	5	24.44957	27.34846	1.06913
0	31	24	5	24.39446	27.27918	1.06562
0	27	31	6	24.33956	27.21026	1.06216
0	33	32	2	24.28486	27.1417	1.05876
0	25	27	1	24.23038	27.0735	1.05541
0	29	35	4	24.17609	27.00566	1.05212
0	29	27	2	24.12201	26.93817	1.04887
0	32	31	3	24.06814	26.87104	1.04567
0	24	29	1	24.01446	26.80426	1.04252
0	27	32	2	23.96099	26.73782	1.03942
0	27	29	1	23.90773	26.67174	1.03635
0	24	21	2	23.85466	26.606	1.03334
0	23	17	3	23.80179	26.54061	1.03036
0	35	34	5	23.74912	26.47556	1.02743
0	32	31	3	23.69666	26.41085	1.02453
0	31	22	3	23.64439	26.34648	1.02167
0	19	32	1	23.59231	26.28245	1.01885
0	22	30	4	23.54043	26.21875	1.01607
0	25	19	2	23.48875	26.15539	1.01333
0	28	32	3	23.43727	26.09235	1.01061
0	24	25	3	23.38597	26.02965	1.00794
0	29	25	5	23.33488	25.96728	1.00529
0	30	25	4	23.28397	25.90523	1.00268
0	23	23	1	23.23326	25.84351	1.0001
0	13	26	3	23.18274	25.78212	0.99755
0	28	22	1	23.1324	25.72104	0.99502
0	22	37	2	23.08226	25.66028	0.99253
0	21	25	6	23.03231	25.59985	0.99007
0	22	19	3	22.98254	25.53972	0.98764
0	32	27	1	22.93297	25.47992	0.98523
0	17	28	4	22.88358	25.42043	0.98285
0	29	24	1	22.83437	25.36125	0.98049
0	30	27	5	22.78535	25.30238	0.97816
0	19	27	2	22.73652	25.24381	0.97586
0	31	20	3	22.68787	25.18556	0.97357
0	22	32	2	22.63941	25.12761	0.97132
0	32	25	3	22.59112	25.06996	0.96908
0	25	24	2	22.54302	25.01262	0.96687
0	28	28	3	22.4951	24.95557	0.96468
0	19	26	2	22.44736	24.89883	0.96252
0	20	27	4	22.39981	24.84238	0.96037
0	21	30	3	22.35243	24.78623	0.95825
0	29	30	8	22.30523	24.73037	0.95615
0	23	28	7	22.2582	24.6748	0.95406
0	25	33	4	22.21136	24.61953	0.952
0	22	23	2	22.16469	24.56454	0.94996
0	26	23	4	22.1182	24.50985	0.94793
0	19	29	2	22.07188	24.45544	0.94593
0	21	17	5	22.02574	24.40131	0.94394
0	36	29	3	21.97977	24.34747	0.94197
0	20	27	4	21.93397	24.29391	0.94002
0	20	22	2	21.88835	24.24063	0.93808
0	26	22	1	21.8429	24.18763	0.93617
0	19	19	2	21.79762	24.13491	0.93427
0	20	17	3	21.75251	24.08246	0.93239
0	22	37	2	21.70757	24.03029	0.93052
0	30	19	1	21.6628	23.97839	0.92867
0	20	35	1	21.6182	23.92677	0.92683
0	25	24	4	21.57377	23.87541	0.92502
0	24	24	3	21.5295	23.82433	0.92321
0	16	22	5	21.48541	23.77351	0.92142
0	23	26	1	21.44147	23.72295	0.91965
0	21	24	6	21.39771	23.67267	0.91789
0	25	26	2	21.35411	23.62264	0.91615
0	12	22	3	21.31067	23.57288	0.91442
0	25	19	1	21.2674	23.52338	0.9127
0	17	14	4	21.22429	23.47413	0.911
0	17	25	3	21.18134	23.42515	0.90932
0	20	18	5	21.13856	23.37642	0.90764
0	25	21	2	21.09593	23.32795	0.90598
0	34	22	1	21.05347	23.27973	0.90433
0	14	31	2	21.01117	23.23176	0.9027
0	21	24	0	20.96902	23.18405	0.90108
0	27	30	4	20.92704	23.13658	0.89947
0	17	24	3	20.88521	23.08937	0.89787
0	27	31	3	20.84354	23.0424	0.89629
0	30	24	2	20.80203	22.99567	0.89472
0	24	23	2	20.76068	22.9492	0.89316
0	14	22	6	20.71947	22.90296	0.89161
0	24	25	2	20.67843	22.85697	0.89008
0	12	19	3	20.63754	22.81121	0.88855
0	20	17	1	20.59681	22.7657	0.88704
0	25	25	1	20.55622	22.72043	0.88554
0	28	19	3	20.51579	22.67539	0.88405
0	21	32	1	20.47552	22.63059	0.88257
0	17	29	3	20.43539	22.58602	0.8811
0	23	33	3	20.39542	22.54169	0.95488
0	21	20	2	20.3556	22.49759	1.42821
1	22	23	0	20.31593	22.45372	1.11641
0	28	19	4	20.2764	22.41008	0.99207
0	16	19	2	20.23703	22.36667	0.94149
0	23	24	2	20.1978	22.32348	0.91996
0	14	26	3	20.15873	22.28052	0.90988
