observation_index	numeric_feature_1	numeric_feature_2	numeric_feature_3	numeric_feature_4	numeric_feature_5	numeric_feature_6	numeric_feature_7
454	455	4	6	5	643	0.05101961194837701	0.09263901600003535
455	456	4	6	6	644	1.0065805691221752	-0.009705775425723748
456	457	4	6	7	645	0.10272160180996963	0.18371811289906123
457	458	4	6	8	646	1.0388445980277978	-0.1748923573758039
458	459	4	6	9	647	0.5616431671319794	-0.09426636894150309
459	460	4	6	10	648	1.5069987259705226	-0.3279213449146702
460	461	4	6	1	639	0.31615191464328113	-0.3141203053886289
461	462	4	6	2	640	0.13475352267526236	-0.09469208987256097
462	463	4	7	0	649	0.31486628692973373	-0.0007202045634508561
463	464	4	7	3	652	1.8070379647423964	0.43890562639062136
464	465	4	7	4	653	0.5280869192458498	0.4660109158331538
465	466	4	7	5	654	0.07328979334715369	0.17267813212252892
466	467	4	7	6	655	2.189100778423313	-0.06687247652142897
467	468	4	7	7	656	0.1787919650251383	0.15059184225334854
468	469	4	7	8	657	1.064303005511608	-0.14256783645696225
469	470	4	7	9	658	0.5983511643173991	-0.06673972653405494
470	471	4	7	10	659	1.2012514495256261	-0.3260506183036123
471	472	4	7	1	650	0.3548600206790638	-0.5396507411464581
472	473	4	7	2	651	0.09169409223523563	-0.042253174731450155
473	474	4	8	0	660	0.2707583405944085	0.006490124959675852
474	475	4	8	3	663	1.6789298523149074	0.41683736789805864
475	476	4	8	4	664	0.4682091679539155	0.44723895063540087
476	477	4	8	5	665	0.04798404551757899	0.08064615083543845
477	478	4	8	6	666	0.7321714687492001	-0.02631591316077669
478	479	4	8	7	667	0.1283960927975685	0.14941583788318402
479	480	4	8	8	668	1.1748696658324727	-0.021344679450578764
480	481	4	8	9	669	0.6350404095984132	-0.09626528036755595
481	482	4	8	10	670	0.7379138631352532	-0.34574900057610997
482	483	4	8	1	661	0.3710525069770635	-0.3418075128148823
483	484	4	8	2	662	0.10739941784907392	-0.049430206054365294
484	485	4	9	0	671	0.21662787929072252	0.018062280403012207
485	486	4	9	3	674	1.5379097774361623	0.3907645537720352
486	487	4	9	4	675	0.34929073194377	0.3225397571482776
487	488	4	9	5	676	0.06110388137721466	0.10914862819976438
488	489	4	9	6	677	2.531286239334352	-0.04307577276128318
489	490	4	9	7	678	0.11593849096035887	0.18212339768881713
490	491	4	9	8	679	1.2980289110106331	0.019486428376703297
491	492	4	9	9	680	0.7449781035635223	-0.025824501954789553
492	493	4	9	10	681	1.7619425966290598	-0.25562822029185756
493	494	4	9	1	672	0.3110427199723829	-0.3213887867539297
494	495	4	9	2	673	0.23539955326479342	-0.037362992532549794
495	496	4	10	0	682	0.0452630716263029	0.061711835194651454
496	497	4	10	3	685	0.7443642248682021	0.4358458605167932
497	498	4	10	4	686	0.19192394919983366	0.42646776353986277
498	499	4	10	5	687	0.07035073125931643	0.004415544204730152
499	500	4	10	6	688	0.5620205500545408	0.010422582509657313
500	501	4	10	7	689	0.09308786926774372	0.26468736598080916
501	502	4	10	8	690	0.6312099900641351	-0.004163138982539775
502	503	4	10	9	691	0.12479068615934631	-0.09901336966907762
503	504	4	10	10	692	0.28188764548440254	-0.28873451138463485
504	505	4	10	1	683	0.9565246259339446	-0.5957985401813445
505	506	4	10	2	684	0.022097404492552254	-0.2589666250504594
506	507	4	11	0	693	0.08383458757947054	0.008850715428818923
507	508	4	11	3	696	1.2800091821759279	0.4795176194735046
508	509	4	11	4	697	0.21579905989035603	0.4669836298412984
509	510	4	11	5	698	0.05097423772246586	0.1174505606115564
510	511	4	11	6	699	0.6001446874590305	0.012290873401623818
511	512	4	11	7	700	0.0661541670387455	0.2724454957004018
512	513	4	11	8	701	1.1792055252233156	-0.0348459274212125
513	514	4	11	9	702	0.19002863484479857	-0.10259103147127918
514	515	4	11	10	703	0.5053385529226819	-0.3314110320511121
515	516	4	11	1	694	0.7446778280488574	-0.625112236806286
516	517	4	11	2	695	0.015591203441111921	-0.37803717394720576
517	518	4	12	0	704	0.30481966855620135	0.17710522100794338
518	519	4	12	3	707	0.8421671147110813	0.39786108974151285
519	520	4	12	4	708	0.2192215861223127	0.49147011423051895
520	521	4	12	5	709	0.10144688008302179	-0.0002140373361784896
521	522	4	12	6	710	0.5114604170400439	-0.015330292011563083
522	523	4	12	7	711	0.05961495296984389	0.21832361634236164
523	524	4	12	8	712	0.41524075093861373	-0.10499599510138583
524	525	4	12	9	713	0.12376950128915214	-0.10158033467004965
525	526	4	12	10	714	0.35896899152275286	-0.3129093279463966
526	527	4	12	1	705	0.47577080627500873	-0.5418352858380653
527	528	4	12	2	706	0.08360091848956593	-0.1280893522848172
528	529	4	1	0	583	0.03717681462546276	-0.016371330786854682
529	530	4	1	3	586	0.221943920611073	0.5259880783517183
530	531	4	1	4	587	0.04343133531336179	0.4537755243580715
531	532	4	1	5	588	0.06915911571812658	-0.4886681825622851
532	533	4	1	6	589	0.06561474878879797	-0.08350832166512215
533	534	4	1	7	590	0.03269156821866445	0.19443593571995524
534	535	4	1	8	591	0.1461391374305981	-0.05893167959098568
535	536	4	1	9	592	0.03332314760141815	-0.09955126778107665
536	537	4	1	10	593	0.15031418777632796	-0.23515847438286594
537	538	4	1	1	584	0.0848652695422996	-0.4740266786894641
538	539	4	1	2	585	0.01986018803668493	0.059569509926899925
539	540	4	2	0	594	0.06284405713409576	0.0018008695234353527
540	541	4	2	3	597	0.2884495149902213	0.5528000883695031
541	542	4	2	4	598	0.07810558713349254	0.5666142584763874
542	543	4	2	5	599	0.4231470491163443	-0.6762194205461558
543	544	4	2	6	600	0.1520064919169073	-0.14211820067401632
544	545	4	2	7	601	0.06533904387609363	0.3195059948253935
545	546	4	2	8	602	0.21571480049814623	-0.09731233852204667
546	547	4	2	9	603	0.053145589941315796	-0.11942839411429793
547	548	4	2	10	604	0.186780314716309	-0.30897756026459733
548	549	4	2	1	595	0.6480611030996081	-0.7180226411744447
549	550	4	2	2	596	0.04697070580237731	-0.21220490270004552
550	551	4	3	0	605	0.06764342561792056	-0.0036995582824950785
551	552	4	3	3	608	0.7186202591079717	0.519520961930392
552	553	4	3	4	609	0.11579137709255953	0.6099152412672765
553	554	4	3	5	610	0.9463086696030685	-0.6647349479766734
554	555	4	3	6	611	0.2668743186181422	-0.10294987769654511
555	556	4	3	7	612	0.06041285557586835	0.2856897645374741
556	557	4	3	8	613	0.5754158334553926	-0.10679702598271355
557	558	4	3	9	614	0.1169894210525812	-0.12990342220231613
558	559	4	3	10	615	0.30786271144140664	-0.3830835796519932
559	560	4	3	1	606	0.6749763845027201	-0.7207797368548252
560	561	4	3	2	607	0.04683736039477343	-0.17297527220227485
561	562	4	4	0	616	0.05673205379997936	-0.0026111057437353683
562	563	4	4	3	619	0.2817523199468697	0.4740411497918784
563	564	4	4	4	620	0.08858599479770239	0.4521810718769106
564	565	4	4	5	621	0.3471373801956609	-0.5517350994796902
565	566	4	4	6	622	0.10141661220216926	-0.05422229376544531
566	567	4	4	7	623	0.07617826277608719	0.30357861409516956
567	568	4	4	8	624	0.18554958872346786	-0.03685074394791497
568	569	4	4	9	625	0.052421737665377964	-0.0861213512431142
569	570	4	4	10	626	0.15999038113919398	-0.26853656108989493
570	571	4	4	1	617	0.46115473743081886	-0.6194577784281374
571	572	4	4	2	618	0.0191314022310108	-0.20950690406523445
572	573	5	0	0	715	0.16411813645433018	-0.020659545553276974
573	574	5	0	3	718	0.378412997405696	0.46189571091470194
574	575	5	0	4	719	0.34234999329806054	0.6045517894720057
575	576	5	0	5	720	0.5989668792539109	-0.43923525800968777
576	577	5	0	6	721	0.4760171123200472	0.026330928810402065
577	578	5	0	7	722	0.10436490568015593	0.15089563306614795
578	579	5	0	8	723	0.3291725324717723	-0.14312836957848868
579	580	5	0	9	724	0.08095030083629245	-0.20911686586275427
580	581	5	0	10	725	0.30449387815141343	-0.2805472675270823
581	582	5	0	1	716	0.5229308185035799	-0.5327761703066974
582	583	5	0	2	717	0.07940905054369182	-0.06556864775350306
583	584	5	5	0	770	0.47260127528994966	-0.03397260732136374
584	585	5	5	3	773	1.24170114243588	0.5077403855783832
585	586	5	5	4	774	0.23777700182434422	0.5880241783979343
586	587	5	5	5	775	1.5395847066920154	-0.4126310133819296
587	588	5	5	6	776	0.7723833213707141	0.0556735970523457
588	589	5	5	7	777	0.1398533384339658	0.35005867493557646
589	590	5	5	8	778	1.147512757193469	-0.037917275212792305
590	591	5	5	9	779	0.3212305437117964	-0.13545464576870145
591	592	5	5	10	780	1.282692644258303	-0.028542085706356485
592	593	5	5	1	771	0.5757656845146394	-0.40910634881646135
593	594	5	5	2	772	0.07822841871771369	-0.10729463139107792
594	595	5	6	0	781	0.6671162776918818	0.006302468455430219
595	596	5	6	3	784	1.3499448442047257	0.5139451366034201
596	597	5	6	4	785	0.616474006678633	0.6772487499996842
597	598	5	6	5	786	1.7907960487410044	-0.36716250139228096
598	599	5	6	6	787	0.8778623092537208	0.20326347951791202
599	600	5	6	7	788	0.14288854152339628	0.268797643543539
600	601	5	6	8	789	1.3296869158450961	-0.0699049337952736
601	602	5	6	9	790	0.5175576976545395	-0.08754274384710073
602	603	5	6	10	791	1.036592489595399	-0.07033692560076034
603	604	5	6	1	782	0.2755604134634067	-0.43360532233545573
604	605	5	6	2	783	0.16965648648087817	-0.07971067760159345
605	606	5	7	0	792	0.4709672552191729	0.006151878365205691
606	607	5	7	3	795	0.9949441089836173	0.4756198707037023
607	608	5	7	4	796	0.248860816096823	0.5830000797220356
608	609	5	7	5	797	0.6342968234413632	-0.3994784196295695
609	610	5	7	6	798	0.32705445518199994	0.08707218013339074
610	611	5	7	7	799	0.1668027259102163	0.24344640321010155
611	612	5	7	8	800	0.916194783787979	-0.021784176660139803
612	613	5	7	9	801	0.1549711064498399	-0.13258644713510082
613	614	5	7	10	802	0.7017268191570952	-0.1270592113227912
614	615	5	7	1	793	1.008004305013592	-0.4258733962445426
615	616	5	7	2	794	0.09614138358324802	-0.20383191807217207
616	617	5	8	0	803	0.18912650144853346	0.003385606501400142
617	618	5	8	3	806	1.5951402502245724	0.49800783006539645
618	619	5	8	4	807	0.28757092092616915	0.50958781413012
619	620	5	8	5	808	0.8103960214887707	-0.4748775702378454
620	621	5	8	6	809	0.6921122458410487	0.07796243251163625
621	622	5	8	7	810	0.14016517978194334	0.27136589263207284
622	623	5	8	8	811	1.917579197562713	0.0401944448755595
623	624	5	8	9	812	0.5733412808964651	-0.06997378433353636
624	625	5	8	10	813	0.9612020623994997	-0.11716820312029151
625	626	5	8	1	804	1.2105393673469427	-0.43638321078050507
626	627	5	8	2	805	0.11332191806370921	-0.10539369448272565
627	628	5	9	0	814	0.1525539971375783	0.002002081246411062
628	629	5	9	3	817	1.2167325809365315	0.482391371213839
629	630	5	9	4	818	0.401076591308824	0.5380037168372619
630	631	5	9	5	819	0.8203547134135716	-0.4109260176510312
631	632	5	9	6	820	0.5357129545081861	0.17132844945546274
632	633	5	9	7	821	0.1448294176708259	0.32696602038820793
633	634	5	9	8	822	0.7385288486493876	-0.05404298889146675
634	635	5	9	9	823	0.28378539193536967	-0.05074475089006043
635	636	5	9	10	824	1.063247035140123	-0.11114624852785944
636	637	5	9	1	815	0.6750931057338541	-0.4022638592411285
637	638	5	9	2	816	0.09638762117757874	-0.11642963828630223
638	639	5	10	0	825	0.05371432022902435	-0.0025286261321498336
639	640	5	10	3	828	0.29007842994805155	0.49176229220755463
640	641	5	10	4	829	0.09794486749183322	0.4452684905679219
641	642	5	10	5	830	0.2652652231710438	-0.5485421396705455
642	643	5	10	6	831	0.22539431129838444	0.010366603270808749
643	644	5	10	7	832	0.04032824402021888	0.1677048333985327
644	645	5	10	8	833	0.29612896903532954	-0.10694220391432004
645	646	5	10	9	834	0.08104819585679515	-0.05673575501719246
646	647	5	10	10	835	0.2153761510165543	-0.2023085731209085
647	648	5	10	1	826	0.8272570639439639	-0.5337089225912416
648	649	5	10	2	827	0.024591057683655253	-0.2967849539212783
649	650	5	11	0	836	0.08584887624594953	-0.0446252165086564
650	651	5	11	3	839	0.2652492759588848	0.4282535352794793
651	652	5	11	4	840	0.18593878917974374	0.5907080417708971
652	653	5	11	5	841	0.24466512108630503	-0.519688071674779
653	654	5	11	6	842	0.16558424337856054	0.1713500245144248
654	655	5	11	7	843	0.05795068883950469	0.2423611116568473
655	656	5	11	8	844	0.4077688536357886	-0.12030958319359471
656	657	5	11	9	845	0.06387005010859549	-0.10695292323108664
657	658	5	11	10	846	0.2674319494275996	-0.21886528506179093
658	659	5	11	1	837	0.23164450558200406	-0.5172788210536904
659	660	5	11	2	838	0.06017947418933377	0.029202618362953393
660	661	5	12	0	847	0.11764971545352729	-0.004022023526420078
661	662	5	12	3	850	0.6209367729747857	0.45607195214793506
662	663	5	12	4	851	0.07395605945730009	0.4041461699640142
663	664	5	12	5	852	0.1596213975808132	-0.5134505589973308
664	665	5	12	6	853	0.1667360554056892	0.13039131006466181
665	666	5	12	7	854	0.08086670742886919	0.2682868209055891
666	667	5	12	8	855	0.4494515648988344	-0.12261482953165324
667	668	5	12	9	856	0.08530453080688133	-0.005161342589181889
668	669	5	12	10	857	0.35206327499499046	-0.14627876814706187
669	670	5	12	1	848	0.6965984468103923	-0.48675493780585827
670	671	5	12	2	849	0.060985629373995	-0.09238520197309379
671	672	5	1	0	726	0.1009100734608071	-0.035520655595979306
672	673	5	1	3	729	0.4561215376330813	0.45048584675587594
673	674	5	1	4	730	0.04546866495319709	0.3799878337082701
674	675	5	1	5	731	0.07393969889976414	-0.4007173032382358
675	676	5	1	6	732	0.08838140782853006	0.01646906983122802
676	677	5	1	7	733	0.10581645965913807	0.2756974382891976
677	678	5	1	8	734	0.3454867970181684	-0.035550166131497384
678	679	5	1	9	735	0.11340251404531103	0.0778438593429817
679	680	5	1	10	736	0.26752457478124586	-0.07173040916285935
680	681	5	1	1	727	0.6465443839845013	-0.4501220774909202
681	682	5	1	2	728	0.042073041982600166	-0.09346806830539446
682	683	5	2	0	737	0.08525582788210077	-0.02608349685821735
683	684	5	2	3	740	0.3747180278702952	0.4632689387323188
684	685	5	2	4	741	0.10392766282183322	0.5211459245862214
685	686	5	2	5	742	0.18778764735092168	-0.5564381469854145
686	687	5	2	6	743	0.11120489209944925	-0.07611136790047512
687	688	5	2	7	744	0.07958387552838364	0.28430373481766297
688	689	5	2	8	745	0.3277127801259254	-0.13330191908715563
689	690	5	2	9	746	0.11293600998825792	-0.02044254313104206
690	691	5	2	10	747	0.23881538521398818	-0.15390196640252937
691	692	5	2	1	738	0.4199127253983618	-0.5680342653043778
692	693	5	2	2	739	0.035118830316598945	-0.1041208274555738
693	694	5	3	0	748	0.06302995791038163	-0.04608719971321367
694	695	5	3	3	751	0.4134882789861545	0.4685058440084675
695	696	5	3	4	752	0.13508447002323234	0.5766819453246705
696	697	5	3	5	753	0.1590324965315861	-0.5600032732965154
697	698	5	3	6	754	0.08425662315602118	-0.05667635615811797
698	699	5	3	7	755	0.03900026353639644	0.3291354216364217
699	700	5	3	8	756	0.12988406153700408	-0.1544497901290903
700	701	5	3	9	757	0.06770769882356206	-0.058499596066569196
701	702	5	3	10	758	0.19113852166736026	-0.14520563750873916
702	703	5	3	1	749	0.38038506029845376	-0.5803892716176846
703	704	5	3	2	750	0.035563436267218855	-0.15604422176078153
704	705	5	4	0	759	0.03777259884877783	-0.09162461895429264
705	706	5	4	3	762	0.18316822221683868	0.48379672999887136
706	707	5	4	4	763	0.08449573982404286	0.4641579151240164
707	708	5	4	5	764	0.10455828641264739	-0.5659483097051498
708	709	5	4	6	765	0.0656976209894942	0.01680608891733456
709	710	5	4	7	766	0.05837692756244512	0.2601600816207975
710	711	5	4	8	767	0.0717038122211991	-0.1560542327232119
711	712	5	4	9	768	0.04258304938912615	-0.0838919462929135
712	713	5	4	10	769	0.12027349101038115	-0.15205819447351532
713	714	5	4	1	760	0.3170535171214908	-0.5765083000466132
714	715	5	4	2	761	0.0274744644093152	-0.1150176248399148
715	716	6	0	0	858	0.49657473419050213	-0.02347648838291627
716	717	6	0	3	861	0.9762356998560504	0.47439817223069297
717	718	6	0	4	862	0.4930141300231762	0.6902028950460994
718	719	6	0	5	863	1.1027336376199568	-0.492212356456446
719	720	6	0	6	864	0.30569734292153183	-0.03217219222303365
720	721	6	0	7	865	0.18840167129852398	0.43502045031679554
721	722	6	0	8	866	0.45618354241758197	-0.0577808746908398
722	723	6	0	9	867	0.18970103630292115	-0.06316187149543066
723	724	6	0	10	868	0.5330032148470928	-0.1592501347371189
724	725	6	0	1	859	0.8779794511594179	-0.5585496830129604
725	726	6	0	2	860	0.08543317737655137	-0.11734317158164487
726	727	6	5	0	913	0.4372713646775033	-0.010738415139662645
727	728	6	5	3	916	1.5052251107697883	0.47394072460290126
728	729	6	5	4	917	0.5913842849434338	0.7466236673909993
729	730	6	5	5	918	1.639575468182445	-0.5458087565003243
730	731	6	5	6	919	0.4541696298394281	-0.06560266391543315
731	732	6	5	7	920	0.12670323851597737	0.3374044496302241
732	733	6	5	8	921	0.7469113203252096	-0.13130268001177192
733	734	6	5	9	922	0.3724910445769548	-0.08252611304428462
734	735	6	5	10	923	1.0712286294574263	-0.1729311605961093
735	736	6	5	1	914	0.7775908556125588	-0.5819515244783974
736	737	6	5	2	915	0.08016265732219538	0.01831693032193893
737	738	6	6	0	924	0.2103269600584349	0.024037652894446707
738	739	6	6	3	927	1.46493664001683	0.49991632989291174
739	740	6	6	4	928	0.6228939015423588	0.7421794236979437
740	741	6	6	5	929	1.708524037541599	-0.5543503003628734
741	742	6	6	6	930	0.8052514648705701	-0.07978188709343709
742	743	6	6	7	931	0.18135351049209938	0.15756283810356037
743	744	6	6	8	932	0.8405523268102721	-0.12219481613232985
744	745	6	6	9	933	0.7561306132574842	-0.07791327024878429
745	746	6	6	10	934	1.2939884621885602	-0.18715998356432584
746	747	6	6	1	925	0.30001835895175055	-0.2559130383566559
747	748	6	6	2	926	0.32630228756321855	0.009228257557483386
748	749	6	7	0	935	0.3948588202742337	0.06045121884559693
749	750	6	7	3	938	1.578027144211576	0.4906585219310814
750	751	6	7	4	939	0.8927036871864452	0.6140773828191504
751	752	6	7	5	940	1.4119393033466057	-0.5116982524604377
752	753	6	7	6	941	0.42249520100950105	-0.11841475969453308
753	754	6	7	7	942	0.212354197573972	0.18807834106484508
754	755	6	7	8	943	0.851968425332787	-0.1820515892628962
755	756	6	7	9	944	0.48063143984933254	-0.08529885858707931
756	757	6	7	10	945	0.6425756847712655	-0.1690490939816869
757	758	6	7	1	936	0.31458594304479687	-0.4788900622817118
758	759	6	7	2	937	0.252593318044464	-0.0008418837572745426
759	760	6	8	0	946	0.7204890407290678	0.032266068048283816
760	761	6	8	3	949	2.044169892480734	0.442268562938074
761	762	6	8	4	950	0.5811183807204129	0.5958776090903785
762	763	6	8	5	951	1.9915859764903103	-0.5521078130529062
763	764	6	8	6	952	0.8460494786572802	-0.0856382496420036
764	765	6	8	7	953	0.1958938906415565	0.17578106301727314
765	766	6	8	8	954	1.1370106257973118	-0.17467093740643258
766	767	6	8	9	955	0.6326606626265822	-0.10895146480585768
767	768	6	8	10	956	1.4160032406811935	-0.2223951039362598
768	769	6	8	1	947	0.2617840080683465	-0.31122740708140206
769	770	6	8	2	948	0.27951060584275156	-0.0601810568812219
770	771	6	9	0	957	0.7720769009073036	0.07788031772120647
771	772	6	9	3	960	1.6228373409703925	0.46816034160818554
772	773	6	9	4	961	0.6610649808478952	0.5670014963993594
773	774	6	9	5	962	1.6944683959086195	-0.5899526386741624
774	775	6	9	6	963	0.8984489799956525	-0.08075649650413647
775	776	6	9	7	964	0.16983325109621597	0.1939345721833915
776	777	6	9	8	965	1.0195821313148494	-0.1489960352539645
777	778	6	9	9	966	0.5749672323098591	-0.05552168227786728
778	779	6	9	10	967	1.1074469770742055	-0.1920767832548025
779	780	6	9	1	958	0.2663119912395223	-0.4796425666824053
780	781	6	9	2	959	0.3087053943734798	-0.06287145200989891
781	782	6	10	0	968	0.17870791820540324	0.06318107344971169
782	783	6	10	3	971	0.650107257799088	0.5251104725589052
783	784	6	10	4	972	0.21187328538170325	0.5742323220350544
784	785	6	10	5	973	0.691390032029809	-0.5474110816760804
785	786	6	10	6	974	0.13921695936781062	0.018254277021186094
786	787	6	10	7	975	0.15095504949196148	0.24782323446458968
787	788	6	10	8	976	0.2944661671422352	-0.15315686509311466
788	789	6	10	9	977	0.1274875929184676	-0.1333519258554771
789	790	6	10	10	978	0.15971753177109813	-0.20504456555015263
790	791	6	10	1	969	0.638257457448617	-0.49029360235970093
791	792	6	10	2	970	0.06396881147571555	0.05200163885900314
792	793	6	11	0	979	0.3005821429707173	0.05373937267660584
793	794	6	11	3	982	0.6936787061849709	0.4833161377027605
794	795	6	11	4	983	0.41910813571824446	0.6135857479947538
795	796	6	11	5	984	0.6299118954934771	-0.5631362587374312
796	797	6	11	6	985	0.17864646671869125	-0.005883487359030614
797	798	6	11	7	986	0.1078061862942499	0.24317699039829227
798	799	6	11	8	987	0.5270961461260936	-0.11896211396922733
799	800	6	11	9	988	0.12225292138640502	-0.055097911044796916
800	801	6	11	10	989	0.17067691078521557	-0.22468262582328785
801	802	6	11	1	980	0.7405474571306987	-0.4078343512815558
802	803	6	11	2	981	0.06625052049677274	-0.06208109702424245
803	804	6	12	0	990	0.45558528923027575	0.028470160848581994
804	805	6	12	3	993	1.439574732357958	0.5066853894848079
805	806	6	12	4	994	0.5478919357923596	0.5864574860766458
806	807	6	12	5	995	1.1782938546319155	-0.6749793401653875
807	808	6	12	6	996	0.40255125202466896	-0.043286308080111115
808	809	6	12	7	997	0.27578645742767705	0.25375255357486054
809	810	6	12	8	998	0.9796486794972373	-0.17716165806736756
810	811	6	12	9	999	0.38729607641708963	-0.030711383012824302
811	812	6	12	10	1000	0.45117722363823387	-0.17754310308171278
812	813	6	12	1	991	0.4980884219583936	-0.4896898042312238
813	814	6	12	2	992	0.05706941326425975	-0.08193983666883625
814	815	6	1	0	869	0.17988360861472213	0.12472945164529729
815	816	6	1	3	872	0.41267786639460863	0.5202452713945566
816	817	6	1	4	873	0.22722628737457576	0.3411531767212505
817	818	6	1	5	874	0.2810669685368475	-0.5639054645535431
818	819	6	1	6	875	0.13550197411280115	0.011260985188691723
819	820	6	1	7	876	0.09943384237012547	0.16452504276864757
820	821	6	1	8	877	0.3211341206652354	-0.1675930163782785
821	822	6	1	9	878	0.056928022728608224	-0.07487873737679569
822	823	6	1	10	879	0.07404525899758246	-0.09003166561114624
823	824	6	1	1	870	0.1273451785274266	-0.6515878763062746
824	825	6	1	2	871	0.03246628938820472	-0.26003108820414056
825	826	6	2	0	880	0.06832180469498911	0.12917781121322808
826	827	6	2	3	883	0.30100244476908505	0.5811164227820288
827	828	6	2	4	884	0.17888571777437168	0.5577820044173408
828	829	6	2	5	885	0.25921463762714275	-0.5273614482706395
829	830	6	2	6	886	0.12391599460160399	-0.10770248008453279
830	831	6	2	7	887	0.09428606275806821	0.21752769894126067
831	832	6	2	8	888	0.18333237000806146	-0.11732949961124889
832	833	6	2	9	889	0.06560277031057599	-0.07099699386920619
833	834	6	2	10	890	0.16964214878927916	-0.15121758668149896
834	835	6	2	1	881	0.2748916772553025	-0.5300587547837396
835	836	6	2	2	882	0.044767012487247015	-0.09801134594507903
836	837	6	3	0	891	0.16228432011019578	0.034620460960988815
837	838	6	3	3	894	0.682143190513602	0.5278541406202801
838	839	6	3	4	895	0.2965779717331567	0.6688960359448944
839	840	6	3	5	896	1.140214978381826	-0.6136115063286793
840	841	6	3	6	897	0.5438752647343945	-0.028687538793788193
841	842	6	3	7	898	0.13522996860011166	0.2772114793705979
842	843	6	3	8	899	0.5318868421081158	-0.17675726144357742
843	844	6	3	9	900	0.24370535151889527	-0.00787010014105242
844	845	6	3	10	901	0.4679489579607996	-0.14093798651543046
845	846	6	3	1	892	0.2683018778965348	-0.459507770393459
846	847	6	3	2	893	0.029655103155454474	0.041353176172128046
847	848	6	4	0	902	0.07455137325784715	-0.015413321175586536
848	849	6	4	3	905	0.2840729515360357	0.5810337770882076
849	850	6	4	4	906	0.1892417467808995	0.42381816039133113
850	851	6	4	5	907	0.2716483569253413	-0.5306970830594412
851	852	6	4	6	908	0.12625000729012345	-0.06058655339443317
852	853	6	4	7	909	0.07941566641146713	0.2647197355096765
853	854	6	4	8	910	0.19623424403938305	-0.18183679692585214
854	855	6	4	9	911	0.046197888169034744	-0.1956149324745606
855	856	6	4	10	912	0.08524164958025028	-0.1028196916313045
856	857	6	4	1	903	0.17694833007873573	-0.5997456610766485
857	858	6	4	2	904	0.0016473371567600997	0.04533497281816732
858	859	7	0	0	1001	0.5832262718900075	0.009112571225543485
859	860	7	0	3	1004	2.6734011439837855	0.45779717535417574
860	861	7	0	4	1005	0.806732659175068	0.6827354548091674
861	862	7	0	5	1006	5.398634987740741	-0.6347511188812689
862	863	7	0	6	1007	2.7960366959979908	-0.12266641267642943
863	864	7	0	7	1008	0.21069763161061267	0.00481484403351269
864	865	7	0	8	1009	2.377912875494641	-0.07784947177696191
865	866	7	0	9	1010	1.4324013064379693	-0.06326100235249345
866	867	7	0	10	1011	2.813159096467847	-0.23796363157983125
867	868	7	0	1	1002	2.1476030846197847	-0.5015271611379054
868	869	7	0	2	1003	0.36221829665684346	-0.1199060404713378
869	870	7	5	0	1056	0.5457138212684514	0.02533675271328951
870	871	7	5	3	1059	2.6733465751590844	0.5308570118532417
871	872	7	5	4	1060	0.733771373048681	0.6488765064095814
872	873	7	5	5	1061	4.700015750551833	-0.6010080200141349
873	874	7	5	6	1062	1.0574959878146295	-0.09292113285610484
874	875	7	5	7	1063	0.11165294019192742	0.07055489746305625
875	876	7	5	8	1064	0.97243555399527	-0.15258717212442083
876	877	7	5	9	1065	0.4189060730140902	-0.06881866118661983
877	878	7	5	10	1066	2.4760315621114164	-0.2546714380675024
878	879	7	5	1	1057	1.292330683530121	-0.4447363766932263
879	880	7	5	2	1058	0.24902491460434872	-0.12073084681317137
880	881	7	6	0	1067	0.7070979738155454	0.0034949352750430307
881	882	7	6	3	1070	3.292511031485201	0.42091888433546853
882	883	7	6	4	1071	0.839348573431113	0.6401858792104191
883	884	7	6	5	1072	5.012830311840515	-0.5960393592496582
884	885	7	6	6	1073	1.278344042483065	-0.0658943869559467
885	886	7	6	7	1074	0.15392238205331343	0.09639799663857988
886	887	7	6	8	1075	0.7143958789660894	-0.03962701855513643
887	888	7	6	9	1076	0.7084067487858015	-0.05013090194900414
888	889	7	6	10	1077	3.43846475833834	-0.2554195533358921
889	890	7	6	1	1068	1.0836159420186555	-0.4215844793061227
890	891	7	6	2	1069	0.30717743275982096	-0.09806115643748106
891	892	7	7	0	1078	0.7496671370441049	0.037221964976289844
892	893	7	7	3	1081	2.8668848171838976	0.4739288864597737
893	894	7	7	4	1082	0.6210335978738298	0.6687349575558218
894	895	7	7	5	1083	3.9443960075499818	-0.6060488661729774
895	896	7	7	6	1084	0.6718879480342512	-0.12326211604075657
896	897	7	7	7	1085	0.12004711135540956	0.09859323566966363
897	898	7	7	8	1086	0.9063491118757024	-0.025369907279460886
898	899	7	7	9	1087	0.46491789764490576	-0.059036800702754355
899	900	7	7	10	1088	1.5779099573968156	-0.2726001722410475
900	901	7	7	1	1079	2.199962284386279	-0.55629438403018
901	902	7	7	2	1080	0.15772776864112734	-0.21458093100793327
902	903	7	8	0	1089	0.691019981213772	-0.002028795482910615
903	904	7	8	3	1092	2.742760979708564	0.5273973641488633
904	905	7	8	4	1093	0.3640959283424355	0.6462186639927138
905	906	7	8	5	1094	4.632171154407712	-0.6282080952209055
906	907	7	8	6	1095	1.3307096019299651	-0.043407788490246374
907	908	7	8	7	1096	0.1540308491677722	0.2196991898845747
908	909	7	8	8	1097	1.0130416211665347	-0.03238760145648146
