pixel_id	x_um	y_um	current_pA
pixel_0621	1.1	2.1	159.24065016101
pixel_0622	1.2	2.1	155.239026207273
pixel_0623	1.3	2.1	152.132303596364
pixel_0624	1.4	2.1	46.1557005030707
pixel_0625	1.5	2.1	102.720370611909
pixel_0626	1.6	2.1	117.646696155657
pixel_0627	1.7	2.1	52.4311075475556
pixel_0628	1.8	2.1	43.2302393422323
pixel_0629	1.9	2.1	84.880298082596
pixel_0630	2	2.1	0.299019739309495
pixel_0631	2.1	2.1	0.0567212701372121
pixel_0632	2.2	2.1	0.0388417393330909
pixel_0633	2.3	2.1	0.0178795308041212
pixel_0634	2.4	2.1	13.5804284490101
pixel_0635	2.5	2.1	21.8820795620808
pixel_0636	2.6	2.1	35.8105423262828
pixel_0637	2.7	2.1	20.435378905798
pixel_0638	2.8	2.1	0.020345672984
pixel_0639	0	2.2	0.0120224431269091
pixel_0640	0.1	2.2	0.0286689028410909
pixel_0641	0.2	2.2	0.0271275639786667
pixel_0642	0.3	2.2	4.55804728396364
pixel_0643	0.4	2.2	217.815226146162
pixel_0644	0.5	2.2	209.995397562222
pixel_0645	0.6	2.2	202.949321086061
pixel_0646	0.7	2.2	195.381039004545
pixel_0647	0.8	2.2	188.316466462626
pixel_0648	0.9	2.2	183.080846613737
pixel_0649	1	2.2	176.96111479505
pixel_0650	1.1	2.2	171.460692930909
pixel_0651	1.2	2.2	166.976629912222
pixel_0652	1.3	2.2	162.282020004545
pixel_0653	1.4	2.2	155.50506129404
pixel_0654	1.5	2.2	150.998802997172
pixel_0655	1.6	2.2	147.826111080808
pixel_0656	1.7	2.2	143.934846989192
pixel_0657	1.8	2.2	140.868199188889
pixel_0658	1.9	2.2	128.994341128586
pixel_0659	2	2.2	123.773209865758
pixel_0660	2.1	2.2	0.26603508765303
pixel_0661	2.2	2.2	0.0360673293807273
pixel_0662	2.3	2.2	0.000308267772484849
pixel_0663	2.4	2.2	9.22707096604647
pixel_0664	2.5	2.2	35.6086269352626
pixel_0665	2.6	2.2	48.5262796734242
pixel_0666	2.7	2.2	36.3879278640808
pixel_0667	2.8	2.2	0.0107893720369697
pixel_0668	0	2.3	0.010172836492
pixel_0669	0.1	2.3	0.0194208696665454
pixel_0670	0.2	2.3	0.00739842653963636
pixel_0671	0.3	2.3	0.020345672984
pixel_0672	0.4	2.3	204.512855228687
pixel_0673	0.5	2.3	208.707146540909
pixel_0674	0.6	2.3	203.042726221616
pixel_0675	0.7	2.3	197.080827501919
pixel_0676	0.8	2.3	190.899750395556
pixel_0677	0.9	2.3	184.514908291717
pixel_0678	1	2.3	178.399492221919
pixel_0679	1.1	2.3	172.789943565556
pixel_0680	1.2	2.3	167.543842613737
pixel_0681	1.3	2.3	162.691091339495
pixel_0682	1.4	2.3	158.624731151616
pixel_0683	1.5	2.3	153.915940926667
pixel_0684	1.6	2.3	150.383808791515
pixel_0685	1.7	2.3	144.404647074949
pixel_0686	1.8	2.3	131.855066057071
pixel_0687	1.9	2.3	0.0144885853067879
pixel_0688	2	2.3	0.00893976540206061
pixel_0689	2.1	2.3	-0.00123307108993939
pixel_0690	2.2	2.3	0.00832322985709091
pixel_0691	2.3	2.3	-0.000616535544969697
pixel_0692	2.4	2.3	19.4381326617374
pixel_0693	2.5	2.3	39.5014323661818
pixel_0694	2.6	2.3	56.2443798931414
pixel_0695	2.7	2.3	41.9993261266869
pixel_0696	2.8	2.3	0.00924803317454545
pixel_0697	0	2.4	0.0107893720369697
pixel_0698	0.1	2.4	0.0175712630316364
pixel_0699	0.2	2.4	0.0095563009470303
pixel_0700	0.3	2.4	0.00678189099466667
pixel_0701	0.4	2.4	2.0012743789697
pixel_0702	0.5	2.4	5.28432615593637
pixel_0703	0.6	2.4	234.27919134
pixel_0704	0.7	2.4	215.21344614697
pixel_0705	0.8	2.4	207.093981287677
pixel_0706	0.9	2.4	199.800674058081
pixel_0707	1	2.4	192.73086096404
pixel_0708	1.1	2.4	187.095726083434
pixel_0709	1.2	2.4	181.395854970404
pixel_0710	1.3	2.4	175.85967404404
pixel_0711	1.4	2.4	170.358943911919
pixel_0712	1.5	2.4	165.392133561515
pixel_0713	1.6	2.4	158.545506333939
pixel_0714	1.7	2.4	155.449573095354
pixel_0715	1.8	2.4	152.629847780707
pixel_0716	1.9	2.4	143.374416179495
pixel_0717	2	2.4	0.0129472464443636
pixel_0718	2.1	2.4	0.00616535544969697
pixel_0719	2.2	2.4	0.0274358317511515
pixel_0720	2.3	2.4	0.0138720497618182
pixel_0721	2.4	2.4	13.3917685723333
pixel_0722	2.5	2.4	44.6183691216667
pixel_0723	2.6	2.4	61.118709911697
pixel_0724	2.7	2.4	53.8907554502626
pixel_0725	2.8	2.4	0.0237366184813333
pixel_0726	0	2.5	0.020345672984
pixel_0727	0.1	2.5	0.0262027606612121
pixel_0728	0.2	2.5	0.020345672984
pixel_0729	0.3	2.5	0.0188043341215758
pixel_0730	0.4	2.5	0.0188043341215758
pixel_0731	0.5	2.5	0.39643235541404
pixel_0732	0.6	2.5	0.285147689547475
pixel_0733	0.7	2.5	4.23559919393737
pixel_0734	0.8	2.5	223.131303883535
pixel_0735	0.9	2.5	217.360531182626
pixel_0736	1	2.5	209.610987649596
pixel_0737	1.1	2.5	202.687601747576
pixel_0738	1.2	2.5	195.97877021495
pixel_0739	1.3	2.5	189.393862327071
pixel_0740	1.4	2.5	183.177950962323
pixel_0741	1.5	2.5	177.090587259596
pixel_0742	1.6	2.5	172.264963548384
pixel_0743	1.7	2.5	164.532991279596
pixel_0744	1.8	2.5	154.232840197172
pixel_0745	1.9	2.5	147.840291400303
pixel_0746	2	2.5	1.49386562545455
pixel_0747	2.1	2.5	0.00369921326981818
pixel_0748	2.2	2.5	0.014180317534303
pixel_0749	2.3	2.5	-0.00801496208460606
pixel_0750	2.4	2.5	21.5620976142323
pixel_0751	2.5	2.5	55.383388004596
pixel_0752	2.6	2.5	58.3251873574747
pixel_0753	2.7	2.5	59.4022749545051
pixel_0754	2.8	2.5	0.0422326848304243
pixel_0755	0	2.6	0.00462401658727273
pixel_0756	0.1	2.6	0.0311350450209697
pixel_0757	0.2	2.6	0.00924803317454546
pixel_0758	0.3	2.6	0.0225035473913939
pixel_0759	0.4	2.6	0.0181877985766061
pixel_0760	0.5	2.6	0.0160299241692121
pixel_0761	0.6	2.6	0.0089397654020606
pixel_0762	0.7	2.6	0.0863149762946667
pixel_0763	0.8	2.6	0.691752881455657
pixel_0764	0.9	2.6	31.5194549332929
pixel_0765	1	2.6	226.753450209596
pixel_0766	1.1	2.6	220.325450618788
pixel_0767	1.2	2.6	210.103291282727
pixel_0768	1.3	2.6	116.634961326465
pixel_0769	1.4	2.6	6.20388892125455
pixel_0770	1.5	2.6	0.47504063739899
pixel_0771	1.6	2.6	36.053765598697
pixel_0772	1.7	2.6	64.4008368853333
pixel_0773	1.8	2.6	76.2475673819192
pixel_0774	1.9	2.6	74.3637430242626
pixel_0775	2	2.6	89.8557399304142
pixel_0776	2.1	2.6	0.0120224431269091
pixel_0777	2.2	2.6	0.0255862251162424
pixel_0778	2.3	2.6	0.00277440995236364
pixel_0779	2.4	2.6	52.2840638200101
pixel_0780	2.5	2.6	70.1777749417172
pixel_0781	2.6	2.6	66.3826903946768
pixel_0782	2.7	2.6	48.539226919899
pixel_0783	2.8	2.6	0.0231200829363636
pixel_0784	0	2.7	0.00924803317454545
pixel_0785	0.1	2.7	0.0107893720369697
pixel_0786	0.2	2.7	0.00585708767721212
pixel_0787	0.3	2.7	0.0175712630316364
pixel_0788	0.4	2.7	0.0181877985766061
pixel_0789	0.5	2.7	0.0191126018940606
pixel_0790	0.6	2.7	0.0354507938357576
pixel_0791	0.7	2.7	0.00215787440739394
pixel_0792	0.8	2.7	0.00924803317454546
pixel_0793	0.9	2.7	0.0591874123170909
pixel_0794	1	2.7	0.455928035504748
pixel_0795	1.1	2.7	1.73123181028182
pixel_0796	1.2	2.7	5.06514776969899
pixel_0797	1.3	2.7	0.0875480473853738
pixel_0798	1.4	2.7	0.0258944928887273
pixel_0799	1.5	2.7	0.0212704763014545
pixel_0800	1.6	2.7	0.0286689028410909
pixel_0801	1.7	2.7	65.3835945440303
pixel_0802	1.8	2.7	75.4864542517273
pixel_0803	1.9	2.7	83.8741120731717
pixel_0804	2	2.7	75.4716573985757
pixel_0805	2.1	2.7	0.00308267772484848
pixel_0806	2.2	2.7	0.000924803317454545
pixel_0807	2.3	2.7	12.2659746671313
pixel_0808	2.4	2.7	58.7999197270303
pixel_0809	2.5	2.7	85.1475662413839
pixel_0810	2.6	2.7	86.8948279757576
pixel_0811	2.7	2.7	1.33880693589899
pixel_0812	2.8	2.7	0.0314433127934546
pixel_0813	0	2.8	0.0160299241692121
pixel_0814	0.1	2.8	0.00924803317454545
pixel_0815	0.2	2.8	0.0157216563967273
pixel_0816	0.3	2.8	0.0311350450209697
pixel_0817	0.4	2.8	0.024353154026303
pixel_0818	0.5	2.8	0.0138720497618182
pixel_0819	0.6	2.8	0.0212704763014545
pixel_0820	0.7	2.8	0.0271275639786667
pixel_0821	0.8	2.8	0.0181877985766061
pixel_0822	0.9	2.8	0.0283606350686061
pixel_0823	1	2.8	-0.00215787440739394
pixel_0824	1.1	2.8	0.00924803317454545
pixel_0825	1.2	2.8	0.0339094549733333
pixel_0826	1.3	2.8	0.00308267772484848
pixel_0827	1.4	2.8	0.0258944928887273
pixel_0828	1.5	2.8	0.00832322985709091
pixel_0829	1.6	2.8	0.0339094549733333
pixel_0830	1.7	2.8	16.2583505886465
pixel_0831	1.8	2.8	92.3329797501717
pixel_0832	1.9	2.8	90.170789594
pixel_0833	2	2.8	71.5107247899394
pixel_0834	2.1	2.8	70.579447849202
pixel_0835	2.2	2.8	0.0249696895712727
pixel_0836	2.3	2.8	60.8320208833434
pixel_0837	2.4	2.8	60.4432952221616
pixel_0838	2.5	2.8	77.2731742609394
pixel_0839	2.6	2.8	71.0483231312626
pixel_0840	2.7	2.8	0.0992622227383839
pixel_0841	2.8	2.8	0.0339094549733333
