sample_class	observation_id	current_pA
modified_membrane	trace_0777	326.96931
modified_membrane	trace_0778	330.05362
modified_membrane	trace_0779	331.02962
modified_membrane	trace_0780	333.26825
modified_membrane	trace_0781	333.93699
modified_membrane	trace_0782	333.99131
modified_membrane	trace_0783	334.75752
modified_membrane	trace_0784	334.79078
modified_membrane	trace_0785	337.93973
modified_membrane	trace_0786	340.01341
modified_membrane	trace_0787	341.32531
modified_membrane	trace_0788	348.65667
modified_membrane	trace_0789	348.72962
modified_membrane	trace_0790	349.56204
modified_membrane	trace_0791	352.76962
modified_membrane	trace_0792	354.52836
modified_membrane	trace_0793	359.99046
modified_membrane	trace_0794	367.40699
modified_membrane	trace_0795	370.03236
modified_membrane	trace_0796	376.0652
modified_membrane	trace_0797	383.03604
modified_membrane	trace_0798	383.4172
modified_membrane	trace_0799	400.69531
modified_membrane	trace_0800	409.73109
modified_membrane	trace_0801	424.65404
modified_membrane	trace_0802	427.80352
modified_membrane	trace_0803	433.94994
modified_membrane	trace_0804	446.7792
modified_membrane	trace_0805	454.47531
modified_membrane	trace_0806	456.22183
reference_membrane	trace_0001	0.10364
reference_membrane	trace_0002	0.10809
reference_membrane	trace_0003	0.11063
reference_membrane	trace_0004	0.11127
reference_membrane	trace_0005	0.1119
reference_membrane	trace_0006	0.11254
reference_membrane	trace_0007	0.11444
reference_membrane	trace_0008	0.11889
reference_membrane	trace_0009	0.12207
reference_membrane	trace_0010	0.1297
reference_membrane	trace_0011	0.13224
reference_membrane	trace_0012	0.13352
reference_membrane	trace_0013	0.13542
reference_membrane	trace_0014	0.1367
reference_membrane	trace_0015	0.13733
reference_membrane	trace_0016	0.1386
reference_membrane	trace_0017	0.1386
reference_membrane	trace_0018	0.13988
reference_membrane	trace_0019	0.14115
reference_membrane	trace_0020	0.14178
reference_membrane	trace_0021	0.14242
reference_membrane	trace_0022	0.14242
reference_membrane	trace_0023	0.14496
reference_membrane	trace_0024	0.14623
reference_membrane	trace_0025	0.15132
reference_membrane	trace_0026	0.15259
reference_membrane	trace_0027	0.1545
reference_membrane	trace_0028	0.15577
reference_membrane	trace_0029	0.15577
reference_membrane	trace_0030	0.15831
reference_membrane	trace_0031	0.15831
reference_membrane	trace_0032	0.16022
reference_membrane	trace_0033	0.16022
reference_membrane	trace_0034	0.16277
reference_membrane	trace_0035	0.16531
reference_membrane	trace_0036	0.16722
reference_membrane	trace_0037	0.16849
reference_membrane	trace_0038	0.16976
reference_membrane	trace_0039	0.17103
reference_membrane	trace_0040	0.17421
reference_membrane	trace_0041	0.17866
reference_membrane	trace_0042	0.18184
reference_membrane	trace_0043	0.18756
reference_membrane	trace_0044	0.1882
reference_membrane	trace_0045	0.19265
reference_membrane	trace_0046	0.19328
reference_membrane	trace_0047	0.19455
reference_membrane	trace_0048	0.19773
reference_membrane	trace_0049	0.19837
reference_membrane	trace_0050	0.20155
reference_membrane	trace_0051	0.20409
reference_membrane	trace_0052	0.20727
reference_membrane	trace_0053	0.20854
reference_membrane	trace_0054	0.21427
reference_membrane	trace_0055	0.21808
reference_membrane	trace_0056	0.22762
reference_membrane	trace_0057	0.22953
reference_membrane	trace_0058	0.23143
reference_membrane	trace_0059	0.23143
reference_membrane	trace_0060	0.23588
reference_membrane	trace_0061	0.23715
reference_membrane	trace_0062	0.2397
reference_membrane	trace_0063	0.24606
reference_membrane	trace_0064	0.24923
reference_membrane	trace_0065	0.26132
reference_membrane	trace_0066	0.26195
reference_membrane	trace_0067	0.26322
reference_membrane	trace_0068	0.26449
reference_membrane	trace_0069	0.27022
reference_membrane	trace_0070	0.27149
reference_membrane	trace_0071	0.2753
reference_membrane	trace_0072	0.27848
reference_membrane	trace_0073	0.27975
reference_membrane	trace_0074	0.28039
reference_membrane	trace_0075	0.28166
reference_membrane	trace_0076	0.28484
reference_membrane	trace_0077	0.28675
reference_membrane	trace_0078	0.28929
reference_membrane	trace_0079	0.29056
reference_membrane	trace_0080	0.3001
reference_membrane	trace_0081	0.30519
reference_membrane	trace_0082	0.31536
reference_membrane	trace_0083	0.31536
reference_membrane	trace_0084	0.3179
reference_membrane	trace_0085	0.32172
reference_membrane	trace_0086	0.32871
reference_membrane	trace_0087	0.32934
reference_membrane	trace_0088	0.33698
reference_membrane	trace_0089	0.3427
reference_membrane	trace_0090	0.34461
reference_membrane	trace_0091	0.35287
reference_membrane	trace_0092	0.36622
reference_membrane	trace_0093	0.37194
reference_membrane	trace_0094	0.37576
reference_membrane	trace_0095	0.3764
reference_membrane	trace_0096	0.38466
reference_membrane	trace_0097	0.40183
reference_membrane	trace_0098	0.40564
reference_membrane	trace_0099	0.412
reference_membrane	trace_0100	0.41327
reference_membrane	trace_0101	0.41581
reference_membrane	trace_0102	0.42217
reference_membrane	trace_0103	0.42535
reference_membrane	trace_0104	0.42726
reference_membrane	trace_0105	0.43171
reference_membrane	trace_0106	0.43235
reference_membrane	trace_0107	0.43362
reference_membrane	trace_0108	0.43425
reference_membrane	trace_0109	0.44442
reference_membrane	trace_0110	0.4476
reference_membrane	trace_0111	0.45523
reference_membrane	trace_0112	0.46286
reference_membrane	trace_0113	0.47177
reference_membrane	trace_0114	0.47749
reference_membrane	trace_0115	0.47939
reference_membrane	trace_0116	0.49656
reference_membrane	trace_0117	0.50355
reference_membrane	trace_0118	0.515
reference_membrane	trace_0119	0.51564
reference_membrane	trace_0120	0.52326
reference_membrane	trace_0121	0.52517
reference_membrane	trace_0122	0.52835
reference_membrane	trace_0123	0.53979
reference_membrane	trace_0124	0.5398
reference_membrane	trace_0125	0.54043
reference_membrane	trace_0126	0.54234
reference_membrane	trace_0127	0.56078
reference_membrane	trace_0128	0.56777
reference_membrane	trace_0129	0.57159
reference_membrane	trace_0130	0.57413
reference_membrane	trace_0131	0.57921
reference_membrane	trace_0132	0.60846
reference_membrane	trace_0133	0.61863
reference_membrane	trace_0134	0.62817
reference_membrane	trace_0135	0.63644
reference_membrane	trace_0136	0.64089
reference_membrane	trace_0137	0.65551
reference_membrane	trace_0138	0.66123
reference_membrane	trace_0139	0.66378
reference_membrane	trace_0140	0.66886
reference_membrane	trace_0141	0.67649
reference_membrane	trace_0142	0.6784
reference_membrane	trace_0143	0.67903
reference_membrane	trace_0144	0.68794
reference_membrane	trace_0145	0.69557
reference_membrane	trace_0146	0.70892
reference_membrane	trace_0147	0.71019
reference_membrane	trace_0148	0.71083
reference_membrane	trace_0149	0.71146
reference_membrane	trace_0150	0.71337
reference_membrane	trace_0151	0.721
reference_membrane	trace_0152	0.72481
reference_membrane	trace_0153	0.73054
reference_membrane	trace_0154	0.74262
reference_membrane	trace_0155	0.7458
reference_membrane	trace_0156	0.74643
reference_membrane	trace_0157	0.75597
reference_membrane	trace_0158	0.7566
reference_membrane	trace_0159	0.76741
reference_membrane	trace_0160	0.76868
reference_membrane	trace_0161	0.78204
reference_membrane	trace_0162	0.78331
reference_membrane	trace_0163	0.78394
reference_membrane	trace_0164	0.78458
reference_membrane	trace_0165	0.81319
reference_membrane	trace_0166	0.81574
reference_membrane	trace_0167	0.82908
reference_membrane	trace_0168	0.83163
reference_membrane	trace_0169	0.83163
reference_membrane	trace_0170	0.83544
reference_membrane	trace_0171	0.84562
reference_membrane	trace_0172	0.84943
reference_membrane	trace_0173	0.86787
reference_membrane	trace_0174	0.87168
reference_membrane	trace_0175	0.87486
reference_membrane	trace_0176	0.88758
reference_membrane	trace_0177	0.88885
reference_membrane	trace_0178	0.89775
reference_membrane	trace_0179	0.9003
reference_membrane	trace_0180	0.91746
reference_membrane	trace_0181	0.93526
reference_membrane	trace_0182	0.93781
reference_membrane	trace_0183	0.94099
reference_membrane	trace_0184	0.95943
reference_membrane	trace_0185	0.96705
reference_membrane	trace_0186	0.98676
reference_membrane	trace_0187	0.98803
reference_membrane	trace_0188	0.99693
reference_membrane	trace_0189	1.00075
reference_membrane	trace_0190	1.00901
reference_membrane	trace_0191	1.02173
reference_membrane	trace_0192	1.02682
reference_membrane	trace_0193	1.03127
reference_membrane	trace_0194	1.04144
reference_membrane	trace_0195	1.04145
reference_membrane	trace_0196	1.08277
reference_membrane	trace_0197	1.08467
reference_membrane	trace_0198	1.0885
reference_membrane	trace_0199	1.09358
reference_membrane	trace_0200	1.0942
reference_membrane	trace_0201	1.11455
reference_membrane	trace_0202	1.12091
reference_membrane	trace_0203	1.12346
reference_membrane	trace_0204	1.13809
reference_membrane	trace_0205	1.14063
reference_membrane	trace_0206	1.15017
reference_membrane	trace_0207	1.15271
reference_membrane	trace_0208	1.15588
reference_membrane	trace_0209	1.15843
reference_membrane	trace_0210	1.18704
reference_membrane	trace_0211	1.20294
reference_membrane	trace_0212	1.21629
reference_membrane	trace_0213	1.22328
reference_membrane	trace_0214	1.22519
reference_membrane	trace_0215	1.2379
reference_membrane	trace_0216	1.24808
reference_membrane	trace_0217	1.25317
reference_membrane	trace_0218	1.2557
reference_membrane	trace_0219	1.25762
reference_membrane	trace_0220	1.25826
reference_membrane	trace_0221	1.25953
reference_membrane	trace_0222	1.27542
reference_membrane	trace_0223	1.28305
reference_membrane	trace_0224	1.28813
reference_membrane	trace_0225	1.28941
reference_membrane	trace_0226	1.31993
reference_membrane	trace_0227	1.3231
reference_membrane	trace_0228	1.32437
reference_membrane	trace_0229	1.33455
reference_membrane	trace_0230	1.33836
reference_membrane	trace_0231	1.35617
reference_membrane	trace_0232	1.36316
reference_membrane	trace_0233	1.36506
reference_membrane	trace_0234	1.36952
reference_membrane	trace_0235	1.37333
reference_membrane	trace_0236	1.3816
reference_membrane	trace_0237	1.42165
reference_membrane	trace_0238	1.43056
reference_membrane	trace_0239	1.44772
reference_membrane	trace_0240	1.45344
reference_membrane	trace_0241	1.48523
reference_membrane	trace_0242	1.48715
reference_membrane	trace_0243	1.51513
reference_membrane	trace_0244	1.53546
reference_membrane	trace_0245	1.56344
reference_membrane	trace_0246	1.56725
reference_membrane	trace_0247	1.57616
reference_membrane	trace_0248	1.58442
reference_membrane	trace_0249	1.61939
reference_membrane	trace_0250	1.64928
reference_membrane	trace_0251	1.65753
reference_membrane	trace_0252	1.66198
reference_membrane	trace_0253	1.67279
reference_membrane	trace_0254	1.67343
reference_membrane	trace_0255	1.67724
reference_membrane	trace_0256	1.68105
reference_membrane	trace_0257	1.68742
reference_membrane	trace_0258	1.69951
reference_membrane	trace_0259	1.71221
reference_membrane	trace_0260	1.71603
reference_membrane	trace_0261	1.72493
reference_membrane	trace_0262	1.72557
reference_membrane	trace_0263	1.72684
reference_membrane	trace_0264	1.73828
reference_membrane	trace_0265	1.7529
reference_membrane	trace_0266	1.75482
reference_membrane	trace_0267	1.76372
reference_membrane	trace_0268	1.76626
reference_membrane	trace_0269	1.77389
reference_membrane	trace_0270	1.79869
reference_membrane	trace_0271	1.81585
reference_membrane	trace_0272	1.83047
reference_membrane	trace_0273	1.83238
reference_membrane	trace_0274	1.84001
reference_membrane	trace_0275	1.84574
reference_membrane	trace_0276	1.86227
reference_membrane	trace_0277	1.87753
reference_membrane	trace_0278	1.90231
reference_membrane	trace_0279	1.92204
reference_membrane	trace_0280	1.92266
reference_membrane	trace_0281	1.92965
reference_membrane	trace_0282	1.94174
reference_membrane	trace_0283	1.95318
reference_membrane	trace_0284	1.95319
reference_membrane	trace_0285	1.9748
reference_membrane	trace_0286	1.99069
reference_membrane	trace_0287	1.99133
reference_membrane	trace_0288	1.99515
reference_membrane	trace_0289	2.01041
reference_membrane	trace_0290	2.01168
reference_membrane	trace_0291	2.02503
reference_membrane	trace_0292	2.02567
reference_membrane	trace_0293	2.03329
reference_membrane	trace_0294	2.04156
reference_membrane	trace_0295	2.06255
reference_membrane	trace_0296	2.08162
reference_membrane	trace_0297	2.10705
reference_membrane	trace_0298	2.11277
reference_membrane	trace_0299	2.11277
reference_membrane	trace_0300	2.17253
reference_membrane	trace_0301	2.18907
reference_membrane	trace_0302	2.20623
reference_membrane	trace_0303	2.21068
reference_membrane	trace_0304	2.22277
reference_membrane	trace_0305	2.24692
reference_membrane	trace_0306	2.28062
reference_membrane	trace_0307	2.31559
reference_membrane	trace_0308	2.32449
reference_membrane	trace_0309	2.32958
reference_membrane	trace_0310	2.33594
reference_membrane	trace_0311	2.34802
reference_membrane	trace_0312	2.36836
reference_membrane	trace_0313	2.3709
reference_membrane	trace_0314	2.37409
reference_membrane	trace_0315	2.39634
reference_membrane	trace_0316	2.40652
reference_membrane	trace_0317	2.45165
reference_membrane	trace_0318	2.48407
reference_membrane	trace_0319	2.50252
reference_membrane	trace_0320	2.50888
reference_membrane	trace_0321	2.51015
reference_membrane	trace_0322	2.52096
reference_membrane	trace_0323	2.52287
reference_membrane	trace_0324	2.53305
reference_membrane	trace_0325	2.53685
reference_membrane	trace_0326	2.56737
reference_membrane	trace_0327	2.57373
reference_membrane	trace_0328	2.58008
reference_membrane	trace_0329	2.62396
reference_membrane	trace_0330	2.63858
reference_membrane	trace_0331	2.64112
reference_membrane	trace_0332	2.65511
reference_membrane	trace_0333	2.65765
reference_membrane	trace_0334	2.671
reference_membrane	trace_0335	2.68944
reference_membrane	trace_0336	2.69961
reference_membrane	trace_0337	2.70343
reference_membrane	trace_0338	2.71933
reference_membrane	trace_0339	2.72059
reference_membrane	trace_0340	2.72188
reference_membrane	trace_0341	2.73778
reference_membrane	trace_0342	2.79944
reference_membrane	trace_0343	2.80389
reference_membrane	trace_0344	2.80835
reference_membrane	trace_0345	2.81279
reference_membrane	trace_0346	2.81915
reference_membrane	trace_0347	2.83822
reference_membrane	trace_0348	2.86747
reference_membrane	trace_0349	2.86811
reference_membrane	trace_0350	2.89799
reference_membrane	trace_0351	2.91071
reference_membrane	trace_0352	2.9177
reference_membrane	trace_0353	2.93424
reference_membrane	trace_0354	2.9552
reference_membrane	trace_0355	3.00861
reference_membrane	trace_0356	3.01306
reference_membrane	trace_0357	3.02006
reference_membrane	trace_0358	3.05058
reference_membrane	trace_0359	3.09572
reference_membrane	trace_0360	3.10527
reference_membrane	trace_0361	3.1237
reference_membrane	trace_0362	3.17011
reference_membrane	trace_0363	3.1771
reference_membrane	trace_0364	3.18283
reference_membrane	trace_0365	3.22416
reference_membrane	trace_0366	3.24641
reference_membrane	trace_0367	3.24832
reference_membrane	trace_0368	3.303
reference_membrane	trace_0369	3.30617
reference_membrane	trace_0370	3.33988
reference_membrane	trace_0371	3.35196
reference_membrane	trace_0372	3.36911
reference_membrane	trace_0373	3.37167
reference_membrane	trace_0374	3.37611
reference_membrane	trace_0375	3.40664
reference_membrane	trace_0376	3.41617
reference_membrane	trace_0377	3.43842
reference_membrane	trace_0378	3.45368
reference_membrane	trace_0379	3.50454
reference_membrane	trace_0380	3.51218
reference_membrane	trace_0381	3.59483
reference_membrane	trace_0382	3.60754
reference_membrane	trace_0383	3.68002
reference_membrane	trace_0384	3.694
reference_membrane	trace_0385	3.71563
reference_membrane	trace_0386	3.74107
reference_membrane	trace_0387	3.82181
reference_membrane	trace_0388	3.88984
reference_membrane	trace_0389	3.94388
reference_membrane	trace_0390	3.94833
reference_membrane	trace_0391	3.97758
reference_membrane	trace_0392	3.99221
reference_membrane	trace_0393	4.02272
reference_membrane	trace_0394	4.03735
reference_membrane	trace_0395	4.09457
reference_membrane	trace_0396	4.26941
reference_membrane	trace_0397	4.33362
reference_membrane	trace_0398	4.3419
reference_membrane	trace_0399	4.39912
reference_membrane	trace_0400	4.41184
reference_membrane	trace_0401	4.43408
reference_membrane	trace_0402	4.53008
reference_membrane	trace_0403	4.59621
reference_membrane	trace_0404	4.59685
reference_membrane	trace_0405	4.72528
reference_membrane	trace_0406	4.85435
reference_membrane	trace_0407	4.8607
reference_membrane	trace_0408	4.89441
reference_membrane	trace_0409	4.9167
reference_membrane	trace_0410	4.95163
reference_membrane	trace_0411	4.9796
reference_membrane	trace_0412	4.99486
reference_membrane	trace_0413	5.01902
reference_membrane	trace_0414	5.10489
reference_membrane	trace_0415	5.14428
reference_membrane	trace_0416	5.18816
reference_membrane	trace_0417	5.19196
reference_membrane	trace_0418	5.25682
reference_membrane	trace_0419	5.29496
reference_membrane	trace_0420	5.33438
reference_membrane	trace_0421	5.44502
reference_membrane	trace_0422	5.54483
reference_membrane	trace_0423	5.90469
reference_membrane	trace_0424	5.93776
reference_membrane	trace_0425	6.0007
reference_membrane	trace_0426	6.03567
reference_membrane	trace_0427	6.10434
reference_membrane	trace_0428	6.26583
reference_membrane	trace_0429	6.48327
reference_membrane	trace_0430	6.53922
reference_membrane	trace_0431	6.55893
reference_membrane	trace_0432	6.57229
reference_membrane	trace_0433	6.64096
reference_membrane	trace_0434	6.6772
reference_membrane	trace_0435	6.81707
reference_membrane	trace_0436	6.84186
reference_membrane	trace_0437	7.11781
reference_membrane	trace_0438	7.18902
reference_membrane	trace_0439	7.45096
reference_membrane	trace_0440	7.8719
reference_membrane	trace_0441	8.2292
reference_membrane	trace_0442	8.63737
reference_membrane	trace_0443	8.64372
reference_membrane	trace_0444	9.26236
reference_membrane	trace_0445	9.32019
reference_membrane	trace_0446	9.4474
reference_membrane	trace_0447	9.53889
reference_membrane	trace_0448	9.544
reference_membrane	trace_0449	9.71443
reference_membrane	trace_0450	10.11049
reference_membrane	trace_0451	10.18429
reference_membrane	trace_0452	10.21926
reference_membrane	trace_0453	10.28087
reference_membrane	trace_0454	10.44173
reference_membrane	trace_0455	10.57658
reference_membrane	trace_0456	10.58614
reference_membrane	trace_0457	10.63826
reference_membrane	trace_0458	11.0815
reference_membrane	trace_0459	11.34083
reference_membrane	trace_0460	11.67908
reference_membrane	trace_0461	11.73375
reference_membrane	trace_0462	11.82654
reference_membrane	trace_0463	11.82725
reference_membrane	trace_0464	11.89767
reference_membrane	trace_0465	12.17879
reference_membrane	trace_0466	12.75548
reference_membrane	trace_0467	13.25332
reference_membrane	trace_0468	13.43773
reference_membrane	trace_0469	13.89483
reference_membrane	trace_0470	14.35575
reference_membrane	trace_0471	14.74673
reference_membrane	trace_0472	16.04573
reference_membrane	trace_0473	16.16465
reference_membrane	trace_0474	17.27979
reference_membrane	trace_0475	17.85967
reference_membrane	trace_0476	23.739
