design_series	wavelength_nm	relative_emission_au
series_B	1118.0	0.76914
series_B	1119.0	0.76471
series_B	1120.0	0.7604
series_B	1121.0	0.75624
series_B	1122.0	0.75222
series_B	1123.0	0.74834
series_B	1124.0	0.7446
series_B	1125.0	0.741
series_B	1126.0	0.73754
series_B	1127.0	0.7342
series_B	1128.0	0.73099
series_B	1129.0	0.72789
series_B	1130.0	0.72489
series_B	1131.0	0.72197
series_B	1132.0	0.71913
series_B	1133.0	0.71634
series_B	1134.0	0.71359
series_B	1135.0	0.71087
series_B	1136.0	0.70817
series_B	1137.0	0.70546
series_B	1138.0	0.70274
series_B	1139.0	0.69999
series_B	1140.0	0.6972
series_B	1141.0	0.69436
series_B	1142.0	0.69148
series_B	1143.0	0.68855
series_B	1144.0	0.68555
series_B	1145.0	0.6825
series_B	1146.0	0.67939
series_B	1147.0	0.67623
series_B	1148.0	0.67302
series_B	1149.0	0.66976
series_B	1150.0	0.66643
series_B	1151.0	0.66305
series_B	1152.0	0.65962
series_B	1153.0	0.65614
series_B	1154.0	0.65263
series_B	1155.0	0.64908
series_B	1156.0	0.6455
series_B	1157.0	0.64191
series_B	1158.0	0.6383
series_B	1159.0	0.6347
series_B	1160.0	0.63111
series_B	1161.0	0.62754
series_B	1162.0	0.62399
series_B	1163.0	0.62047
series_B	1164.0	0.61698
series_B	1165.0	0.61353
series_B	1166.0	0.61011
series_B	1167.0	0.60673
series_B	1168.0	0.60336
series_B	1169.0	0.60002
series_B	1170.0	0.59669
series_B	1171.0	0.59336
series_B	1172.0	0.59005
series_B	1173.0	0.58676
series_B	1174.0	0.58348
series_B	1175.0	0.58021
series_B	1176.0	0.57696
series_B	1177.0	0.57373
series_B	1178.0	0.57053
series_B	1179.0	0.56736
series_B	1180.0	0.56422
series_B	1181.0	0.56111
series_B	1182.0	0.55803
series_B	1183.0	0.55497
series_B	1184.0	0.55192
series_B	1185.0	0.54889
series_B	1186.0	0.54585
series_B	1187.0	0.54282
series_B	1188.0	0.53978
series_B	1189.0	0.53672
series_B	1190.0	0.53365
series_B	1191.0	0.53059
series_B	1192.0	0.52752
series_B	1193.0	0.52448
series_B	1194.0	0.52145
series_B	1195.0	0.51845
series_B	1196.0	0.5155
series_B	1197.0	0.5126
series_B	1198.0	0.50977
series_B	1199.0	0.50699
series_B	1200.0	0.50429
series_B	1201.0	0.50165
series_B	1202.0	0.49907
series_B	1203.0	0.49655
series_B	1204.0	0.49408
series_B	1205.0	0.49165
series_B	1206.0	0.48925
series_B	1207.0	0.48687
series_B	1208.0	0.4845
series_B	1209.0	0.48214
series_B	1210.0	0.47979
series_B	1211.0	0.47743
series_B	1212.0	0.47508
series_B	1213.0	0.47272
series_B	1214.0	0.47036
series_B	1215.0	0.468
series_B	1216.0	0.46565
series_B	1217.0	0.46331
series_B	1218.0	0.46097
series_B	1219.0	0.45865
series_B	1220.0	0.45634
series_B	1221.0	0.45404
series_B	1222.0	0.45175
series_B	1223.0	0.44948
series_B	1224.0	0.44721
series_B	1225.0	0.44495
series_B	1226.0	0.4427
series_B	1227.0	0.44046
series_B	1228.0	0.43821
series_B	1229.0	0.43597
series_B	1230.0	0.43371
series_B	1231.0	0.43145
series_B	1232.0	0.42917
series_B	1233.0	0.42686
series_B	1234.0	0.42453
series_B	1235.0	0.42216
series_B	1236.0	0.41975
series_B	1237.0	0.41729
series_B	1238.0	0.41477
series_B	1239.0	0.41221
series_B	1240.0	0.40959
series_B	1241.0	0.40692
series_B	1242.0	0.4042
series_B	1243.0	0.40143
series_B	1244.0	0.39863
series_B	1245.0	0.3958
series_B	1246.0	0.39295
series_B	1247.0	0.39007
series_B	1248.0	0.38716
series_B	1249.0	0.38422
series_B	1250.0	0.38125
series_B	1251.0	0.37824
series_B	1252.0	0.37519
series_B	1253.0	0.37209
series_B	1254.0	0.36892
series_B	1255.0	0.36569
series_B	1256.0	0.36239
series_B	1257.0	0.35902
series_B	1258.0	0.35558
series_B	1259.0	0.35208
series_B	1260.0	0.34853
series_B	1261.0	0.34494
series_B	1262.0	0.34134
series_B	1263.0	0.33772
series_B	1264.0	0.33411
series_B	1265.0	0.33052
series_B	1266.0	0.32695
series_B	1267.0	0.32342
series_B	1268.0	0.31992
series_B	1269.0	0.31647
series_B	1270.0	0.31306
series_B	1271.0	0.30969
series_B	1272.0	0.30637
series_B	1273.0	0.30308
series_B	1274.0	0.29983
series_B	1275.0	0.29661
series_B	1276.0	0.29343
series_B	1277.0	0.29028
series_B	1278.0	0.28717
series_B	1279.0	0.2841
series_B	1280.0	0.28107
series_B	1281.0	0.27808
series_B	1282.0	0.27513
series_B	1283.0	0.27221
series_B	1284.0	0.26933
series_B	1285.0	0.26647
series_B	1286.0	0.26364
series_B	1287.0	0.26081
series_B	1288.0	0.25798
series_B	1289.0	0.25515
series_B	1290.0	0.25232
series_B	1291.0	0.24948
series_B	1292.0	0.24664
series_B	1293.0	0.2438
series_B	1294.0	0.24096
series_B	1295.0	0.23815
series_B	1296.0	0.23538
series_B	1297.0	0.23266
series_B	1298.0	0.23002
series_B	1299.0	0.22746
series_B	1300.0	0.22501
series_B	1301.0	0.22268
series_B	1302.0	0.22047
series_B	1303.0	0.21838
series_B	1304.0	0.21643
series_B	1305.0	0.2146
series_B	1306.0	0.2129
series_B	1307.0	0.21131
series_B	1308.0	0.20983
series_B	1309.0	0.20844
series_B	1310.0	0.20714
series_B	1311.0	0.20591
series_B	1312.0	0.20475
series_B	1313.0	0.20364
series_B	1314.0	0.20258
series_B	1315.0	0.20156
series_B	1316.0	0.20057
series_B	1317.0	0.19961
series_B	1318.0	0.19867
series_B	1319.0	0.19774
series_B	1320.0	0.19682
series_B	1321.0	0.19591
series_B	1322.0	0.195
series_B	1323.0	0.19408
series_B	1324.0	0.19316
series_B	1325.0	0.19221
series_B	1326.0	0.19124
series_B	1327.0	0.19024
series_B	1328.0	0.1892
series_B	1329.0	0.18811
series_B	1330.0	0.18696
series_B	1331.0	0.18575
series_B	1332.0	0.18448
series_B	1333.0	0.18314
series_B	1334.0	0.18172
series_B	1335.0	0.18021
series_B	1336.0	0.17863
series_B	1337.0	0.17696
series_B	1338.0	0.17522
series_B	1339.0	0.17339
series_B	1340.0	0.17149
series_B	1341.0	0.16953
series_B	1342.0	0.16751
series_B	1343.0	0.16545
series_B	1344.0	0.16335
series_B	1345.0	0.16123
series_B	1346.0	0.1591
series_B	1347.0	0.15697
series_B	1348.0	0.15485
series_B	1349.0	0.15277
series_B	1350.0	0.15074
series_B	1351.0	0.14878
series_B	1352.0	0.14689
series_B	1353.0	0.1451
series_B	1354.0	0.1434
series_B	1355.0	0.1418
series_B	1356.0	0.14031
series_B	1357.0	0.13892
series_B	1358.0	0.13762
series_B	1359.0	0.13642
series_B	1360.0	0.1353
series_B	1361.0	0.13426
series_B	1362.0	0.13327
series_B	1363.0	0.13233
series_B	1364.0	0.13141
series_B	1365.0	0.1305
series_B	1366.0	0.1296
series_B	1367.0	0.12869
series_B	1368.0	0.12777
series_B	1369.0	0.12682
series_B	1370.0	0.12586
series_B	1371.0	0.12488
series_B	1372.0	0.12387
series_B	1373.0	0.12285
series_B	1374.0	0.12181
series_B	1375.0	0.12077
series_B	1376.0	0.11972
series_B	1377.0	0.11868
series_B	1378.0	0.11766
series_B	1379.0	0.11666
series_B	1380.0	0.1157
series_B	1381.0	0.11477
series_B	1382.0	0.11389
series_B	1383.0	0.11305
series_B	1384.0	0.11226
series_B	1385.0	0.11153
series_B	1386.0	0.11085
series_B	1387.0	0.11023
series_B	1388.0	0.10967
series_B	1389.0	0.10916
series_B	1390.0	0.1087
series_B	1391.0	0.10828
series_B	1392.0	0.1079
series_B	1393.0	0.10754
series_B	1394.0	0.10721
series_B	1395.0	0.10688
series_B	1396.0	0.10657
series_B	1397.0	0.10625
series_B	1398.0	0.10593
series_B	1399.0	0.10558
series_B	1400.0	0.10522
series_B	1401.0	0.10485
series_B	1402.0	0.10445
series_B	1403.0	0.10403
series_B	1404.0	0.10359
series_B	1405.0	0.10313
series_B	1406.0	0.10267
series_B	1407.0	0.10219
series_B	1408.0	0.10171
series_B	1409.0	0.10122
series_B	1410.0	0.10072
series_B	1411.0	0.10021
series_B	1412.0	0.09969
series_B	1413.0	0.09916
series_B	1414.0	0.09863
series_B	1415.0	0.09809
series_B	1416.0	0.09753
series_B	1417.0	0.09696
series_B	1418.0	0.09638
series_B	1419.0	0.09578
series_B	1420.0	0.09517
series_B	1421.0	0.09455
series_B	1422.0	0.09392
series_B	1423.0	0.09329
series_B	1424.0	0.09264
series_B	1425.0	0.092
series_B	1426.0	0.09134
series_B	1427.0	0.09068
series_B	1428.0	0.09001
series_B	1429.0	0.08933
series_B	1430.0	0.08864
series_B	1431.0	0.08795
series_B	1432.0	0.08725
series_B	1433.0	0.08654
series_B	1434.0	0.08584
series_B	1435.0	0.08514
series_B	1436.0	0.08443
series_B	1437.0	0.08373
series_B	1438.0	0.08304
series_B	1439.0	0.08235
series_B	1440.0	0.08167
series_B	1441.0	0.08101
series_B	1442.0	0.08034
series_B	1443.0	0.07969
series_B	1444.0	0.07903
series_B	1445.0	0.07838
series_B	1446.0	0.07772
series_B	1447.0	0.07706
series_B	1448.0	0.07638
series_B	1449.0	0.0757
series_B	1450.0	0.075
series_B	1451.0	0.0743
series_B	1452.0	0.0736
series_B	1453.0	0.07289
series_B	1454.0	0.07219
series_B	1455.0	0.07149
series_B	1456.0	0.07081
series_B	1457.0	0.07014
series_B	1458.0	0.06949
series_B	1459.0	0.06887
series_B	1460.0	0.06827
series_B	1461.0	0.0677
series_B	1462.0	0.06715
series_B	1463.0	0.06663
series_B	1464.0	0.06613
series_B	1465.0	0.06566
series_B	1466.0	0.0652
series_B	1467.0	0.06475
series_B	1468.0	0.06432
series_B	1469.0	0.0639
series_B	1470.0	0.06348
series_B	1471.0	0.06307
series_B	1472.0	0.06267
series_B	1473.0	0.06227
series_B	1474.0	0.06188
series_B	1475.0	0.0615
series_B	1476.0	0.06112
series_B	1477.0	0.06075
series_B	1478.0	0.06038
series_B	1479.0	0.06001
series_B	1480.0	0.05964
series_B	1481.0	0.05927
series_B	1482.0	0.0589
series_B	1483.0	0.05852
series_B	1484.0	0.05814
series_B	1485.0	0.05775
series_B	1486.0	0.05736
series_B	1487.0	0.05695
series_B	1488.0	0.05653
series_B	1489.0	0.0561
series_B	1490.0	0.05566
series_B	1491.0	0.0552
series_B	1492.0	0.05475
series_B	1493.0	0.05428
series_B	1494.0	0.05381
series_B	1495.0	0.05334
series_B	1496.0	0.05286
series_B	1497.0	0.05237
series_B	1498.0	0.05189
series_B	1499.0	0.05141
series_B	1500.0	0.05093
series_B	1501.0	0.05046
series_B	1502.0	0.05001
series_B	1503.0	0.04958
series_B	1504.0	0.04917
series_B	1505.0	0.04878
series_B	1506.0	0.04843
series_B	1507.0	0.04812
series_B	1508.0	0.04784
series_B	1509.0	0.0476
series_B	1510.0	0.04742
series_B	1511.0	0.04728
series_B	1512.0	0.04719
series_B	1513.0	0.04714
series_B	1514.0	0.04712
series_B	1515.0	0.04714
series_B	1516.0	0.04717
series_B	1517.0	0.0472
series_B	1518.0	0.04724
series_B	1519.0	0.04726
series_B	1520.0	0.04727
series_B	1521.0	0.04723
series_B	1522.0	0.04716
series_B	1523.0	0.04705
series_B	1524.0	0.04688
series_B	1525.0	0.04664
series_B	1526.0	0.04635
series_B	1527.0	0.046
series_B	1528.0	0.0456
series_B	1529.0	0.04514
series_B	1530.0	0.04463
series_B	1531.0	0.04409
series_B	1532.0	0.0435
series_B	1533.0	0.04289
series_B	1534.0	0.04224
series_B	1535.0	0.04158
series_B	1536.0	0.0409
series_B	1537.0	0.04021
series_B	1538.0	0.03952
series_B	1539.0	0.03884
series_B	1540.0	0.03816
series_B	1541.0	0.03751
series_B	1542.0	0.03688
series_B	1543.0	0.03629
series_B	1544.0	0.03573
series_B	1545.0	0.03521
series_B	1546.0	0.03473
series_B	1547.0	0.03431
series_B	1548.0	0.03393
series_B	1549.0	0.0336
series_B	1550.0	0.03332
series_B	1551.0	0.03308
series_B	1552.0	0.03288
series_B	1553.0	0.0327
series_B	1554.0	0.03253
series_B	1555.0	0.03237
series_B	1556.0	0.03221
series_B	1557.0	0.03204
series_B	1558.0	0.03187
series_B	1559.0	0.03168
series_B	1560.0	0.03147
series_B	1561.0	0.03125
series_B	1562.0	0.03101
series_B	1563.0	0.03076
series_B	1564.0	0.03051
series_B	1565.0	0.03025
series_B	1566.0	0.02999
series_B	1567.0	0.02973
series_B	1568.0	0.02949
series_B	1569.0	0.02925
series_B	1570.0	0.02903
series_B	1571.0	0.02881
series_B	1572.0	0.02861
series_B	1573.0	0.02842
series_B	1574.0	0.02824
series_B	1575.0	0.02807
series_B	1576.0	0.02791
series_B	1577.0	0.02775
series_B	1578.0	0.0276
series_B	1579.0	0.02746
series_B	1580.0	0.02732
series_B	1581.0	0.02718
series_B	1582.0	0.02706
series_B	1583.0	0.02693
series_B	1584.0	0.02681
series_B	1585.0	0.0267
series_B	1586.0	0.02659
series_B	1587.0	0.02649
series_B	1588.0	0.0264
series_B	1589.0	0.02631
series_B	1590.0	0.02622
series_B	1591.0	0.02615
series_B	1592.0	0.02607
series_B	1593.0	0.02601
series_B	1594.0	0.02595
series_B	1595.0	0.02589
series_B	1596.0	0.02585
series_B	1597.0	0.0258
series_B	1598.0	0.02577
series_B	1599.0	0.02574
series_B	1600.0	0.02571
series_C	850.0	0.01794
series_C	851.0	0.01648
series_C	852.0	0.01514
series_C	853.0	0.01393
series_C	854.0	0.01283
series_C	855.0	0.01186
series_C	856.0	0.011
series_C	857.0	0.01027
series_C	858.0	0.00966
series_C	859.0	0.00917
series_C	860.0	0.0088
series_C	861.0	0.00859
series_C	862.0	0.00853
series_C	863.0	0.00858
series_C	864.0	0.00873
series_C	865.0	0.00896
series_C	866.0	0.00926
series_C	867.0	0.00962
series_C	868.0	0.01003
series_C	869.0	0.01048
series_C	870.0	0.01096
series_C	871.0	0.01149
series_C	872.0	0.01208
series_C	873.0	0.01274
series_C	874.0	0.01351
series_C	875.0	0.01442
series_C	876.0	0.01551
series_C	877.0	0.01682
series_C	878.0	0.0184
series_C	879.0	0.02031
series_C	880.0	0.02258
series_C	881.0	0.02527
series_C	882.0	0.02836
series_C	883.0	0.03187
series_C	884.0	0.0358
series_C	885.0	0.04016
series_C	886.0	0.04494
series_C	887.0	0.05014
series_C	888.0	0.05573
series_C	889.0	0.0617
series_C	890.0	0.06803
series_C	891.0	0.07472
series_C	892.0	0.08174
series_C	893.0	0.08909
series_C	894.0	0.09676
series_C	895.0	0.10473
series_C	896.0	0.11298
series_C	897.0	0.12149
series_C	898.0	0.13023
series_C	899.0	0.13917
series_C	900.0	0.14829
series_C	901.0	0.15754
series_C	902.0	0.16689
series_C	903.0	0.17631
series_C	904.0	0.18575
series_C	905.0	0.19516
series_C	906.0	0.20452
series_C	907.0	0.21378
series_C	908.0	0.22291
series_C	909.0	0.23188
series_C	910.0	0.2407
series_C	911.0	0.24935
series_C	912.0	0.25784
series_C	913.0	0.26618
series_C	914.0	0.27438
series_C	915.0	0.28247
series_C	916.0	0.29044
series_C	917.0	0.29833
series_C	918.0	0.30614
series_C	919.0	0.31391
series_C	920.0	0.32166
series_C	921.0	0.32939
series_C	922.0	0.33714
series_C	923.0	0.34492
series_C	924.0	0.35272
series_C	925.0	0.36057
series_C	926.0	0.36846
series_C	927.0	0.3764
series_C	928.0	0.38439
series_C	929.0	0.39246
series_C	930.0	0.4006
series_C	931.0	0.40882
series_C	932.0	0.41713
series_C	933.0	0.42555
series_C	934.0	0.43406
series_C	935.0	0.44266
series_C	936.0	0.45134
series_C	937.0	0.4601
series_C	938.0	0.46893
series_C	939.0	0.47782
series_C	940.0	0.48678
series_C	941.0	0.4958
series_C	942.0	0.50486
series_C	943.0	0.51395
series_C	944.0	0.52306
series_C	945.0	0.53219
series_C	946.0	0.54132
series_C	947.0	0.55043
series_C	948.0	0.55952
series_C	949.0	0.56859
series_C	950.0	0.57762
series_C	951.0	0.5866
series_C	952.0	0.59552
series_C	953.0	0.60436
series_C	954.0	0.61312
series_C	955.0	0.62178
series_C	956.0	0.63032
series_C	957.0	0.63876
series_C	958.0	0.6471
series_C	959.0	0.65535
series_C	960.0	0.6635
series_C	961.0	0.67155
series_C	962.0	0.67952
series_C	963.0	0.68741
series_C	964.0	0.69521
series_C	965.0	0.70295
series_C	966.0	0.7106
series_C	967.0	0.71818
series_C	968.0	0.72568
series_C	969.0	0.73309
series_C	970.0	0.7404
series_C	971.0	0.74761
series_C	972.0	0.75469
series_C	973.0	0.76163
series_C	974.0	0.76843
series_C	975.0	0.77507
series_C	976.0	0.78154
series_C	977.0	0.78785
series_C	978.0	0.794
series_C	979.0	0.79999
series_C	980.0	0.80581
series_C	981.0	0.81148
series_C	982.0	0.817
series_C	983.0	0.82239
series_C	984.0	0.82768
series_C	985.0	0.83286
series_C	986.0	0.83797
series_C	987.0	0.843
series_C	988.0	0.84797
series_C	989.0	0.8529
series_C	990.0	0.8578
series_C	991.0	0.86267
series_C	992.0	0.86752
series_C	993.0	0.87236
series_C	994.0	0.87719
series_C	995.0	0.88202
series_C	996.0	0.88686
series_C	997.0	0.89171
series_C	998.0	0.89658
series_C	999.0	0.90145
series_C	1000.0	0.90633
series_C	1001.0	0.91122
series_C	1002.0	0.91611
series_C	1003.0	0.92101
series_C	1004.0	0.92589
series_C	1005.0	0.93076
series_C	1006.0	0.93558
series_C	1007.0	0.94033
series_C	1008.0	0.94501
series_C	1009.0	0.94957
series_C	1010.0	0.95399
series_C	1011.0	0.95826
series_C	1012.0	0.96233
series_C	1013.0	0.96619
series_C	1014.0	0.96981
series_C	1015.0	0.97319
series_C	1016.0	0.97631
series_C	1017.0	0.97915
series_C	1018.0	0.98171
series_C	1019.0	0.984
series_C	1020.0	0.98603
series_C	1021.0	0.9878
series_C	1022.0	0.98934
series_C	1023.0	0.99068
series_C	1024.0	0.99183
series_C	1025.0	0.9928
series_C	1026.0	0.99362
series_C	1027.0	0.99431
series_C	1028.0	0.99488
series_C	1029.0	0.99533
series_C	1030.0	0.99569
series_C	1031.0	0.99596
series_C	1032.0	0.99615
series_C	1033.0	0.99626
series_C	1034.0	0.99631
series_C	1035.0	0.99628
series_C	1036.0	0.99619
series_C	1037.0	0.99603
series_C	1038.0	0.99582
series_C	1039.0	0.99554
series_C	1040.0	0.99522
series_C	1041.0	0.99486
series_C	1042.0	0.99446
series_C	1043.0	0.99402
series_C	1044.0	0.99355
series_C	1045.0	0.99305
series_C	1046.0	0.9925
series_C	1047.0	0.99192
series_C	1048.0	0.99129
series_C	1049.0	0.99062
series_C	1050.0	0.98991
series_C	1051.0	0.98915
series_C	1052.0	0.98834
series_C	1053.0	0.98747
series_C	1054.0	0.98655
series_C	1055.0	0.98556
series_C	1056.0	0.98452
series_C	1057.0	0.98342
series_C	1058.0	0.98227
series_C	1059.0	0.98107
series_C	1060.0	0.97983
series_C	1061.0	0.97857
series_C	1062.0	0.97728
series_C	1063.0	0.97599
series_C	1064.0	0.97469
series_C	1065.0	0.97339
series_C	1066.0	0.97209
series_C	1067.0	0.9708
series_C	1068.0	0.96952
series_C	1069.0	0.96823
series_C	1070.0	0.96693
series_C	1071.0	0.9656
series_C	1072.0	0.96423
series_C	1073.0	0.96279
series_C	1074.0	0.96126
series_C	1075.0	0.95963
series_C	1076.0	0.95786
series_C	1077.0	0.95595
series_C	1078.0	0.95388
series_C	1079.0	0.95165
series_C	1080.0	0.94925
series_C	1081.0	0.94669
series_C	1082.0	0.94398
series_C	1083.0	0.94111
series_C	1084.0	0.9381
series_C	1085.0	0.93496
series_C	1086.0	0.93172
series_C	1087.0	0.92839
series_C	1088.0	0.92499
series_C	1089.0	0.92151
series_C	1090.0	0.91798
series_C	1091.0	0.9144
series_C	1092.0	0.91078
series_C	1093.0	0.90711
series_C	1094.0	0.90342
series_C	1095.0	0.89968
series_C	1096.0	0.89592
series_C	1097.0	0.89213
series_C	1098.0	0.88831
series_C	1099.0	0.88448
series_C	1100.0	0.88063
series_C	1101.0	0.87677
series_C	1102.0	0.87289
series_C	1103.0	0.86898
series_C	1104.0	0.86506
series_C	1105.0	0.86113
series_C	1106.0	0.85716
series_C	1107.0	0.85316
series_C	1108.0	0.84912
series_C	1109.0	0.84503
series_C	1110.0	0.84088
series_C	1111.0	0.83667
series_C	1112.0	0.8324
series_C	1113.0	0.82808
series_C	1114.0	0.82371
series_C	1115.0	0.8193
series_C	1116.0	0.81488
series_C	1117.0	0.81046
series_C	1118.0	0.80606
series_C	1119.0	0.80171
series_C	1120.0	0.79742
series_C	1121.0	0.79321
series_C	1122.0	0.78911
series_C	1123.0	0.78513
series_C	1124.0	0.78128
series_C	1125.0	0.77756
series_C	1126.0	0.77397
series_C	1127.0	0.77052
series_C	1128.0	0.76719
series_C	1129.0	0.76398
series_C	1130.0	0.76089
series_C	1131.0	0.75789
series_C	1132.0	0.755
series_C	1133.0	0.75217
series_C	1134.0	0.7494
series_C	1135.0	0.74668
series_C	1136.0	0.74398
series_C	1137.0	0.74129
series_C	1138.0	0.7386
series_C	1139.0	0.73589
series_C	1140.0	0.73313
series_C	1141.0	0.73033
series_C	1142.0	0.72747
series_C	1143.0	0.72453
series_C	1144.0	0.72151
series_C	1145.0	0.7184
series_C	1146.0	0.7152
series_C	1147.0	0.71192
series_C	1148.0	0.70856
series_C	1149.0	0.70514
series_C	1150.0	0.70167
series_C	1151.0	0.69816
series_C	1152.0	0.69463
series_C	1153.0	0.69108
series_C	1154.0	0.68751
series_C	1155.0	0.68394
series_C	1156.0	0.68038
series_C	1157.0	0.67684
series_C	1158.0	0.67331
series_C	1159.0	0.66979
series_C	1160.0	0.66629
series_C	1161.0	0.66282
series_C	1162.0	0.65936
series_C	1163.0	0.65591
series_C	1164.0	0.65248
series_C	1165.0	0.64907
series_C	1166.0	0.64567
series_C	1167.0	0.64231
series_C	1168.0	0.63897
series_C	1169.0	0.63566
series_C	1170.0	0.63239
series_C	1171.0	0.62915
series_C	1172.0	0.62593
series_C	1173.0	0.62273
series_C	1174.0	0.61954
series_C	1175.0	0.61636
series_C	1176.0	0.61318
series_C	1177.0	0.60999
series_C	1178.0	0.60679
series_C	1179.0	0.60356
series_C	1180.0	0.60031
series_C	1181.0	0.59703
series_C	1182.0	0.59371
series_C	1183.0	0.59036
series_C	1184.0	0.58698
series_C	1185.0	0.58358
series_C	1186.0	0.58018
series_C	1187.0	0.57679
series_C	1188.0	0.57342
series_C	1189.0	0.57008
series_C	1190.0	0.56677
series_C	1191.0	0.56351
series_C	1192.0	0.5603
series_C	1193.0	0.55714
series_C	1194.0	0.55404
series_C	1195.0	0.55102
series_C	1196.0	0.54806
series_C	1197.0	0.54517
series_C	1198.0	0.54234
series_C	1199.0	0.53957
series_C	1200.0	0.53687
series_C	1201.0	0.53422
series_C	1202.0	0.53162
series_C	1203.0	0.52909
series_C	1204.0	0.52661
series_C	1205.0	0.5242
series_C	1206.0	0.52186
series_C	1207.0	0.51957
series_C	1208.0	0.51734
series_C	1209.0	0.51515
series_C	1210.0	0.51299
series_C	1211.0	0.51084
series_C	1212.0	0.50869
series_C	1213.0	0.50653
series_C	1214.0	0.50435
series_C	1215.0	0.50212
series_C	1216.0	0.49982
series_C	1217.0	0.49744
series_C	1218.0	0.49496
series_C	1219.0	0.49239
series_C	1220.0	0.48972
series_C	1221.0	0.48695
series_C	1222.0	0.4841
series_C	1223.0	0.48116
series_C	1224.0	0.47817
series_C	1225.0	0.47513
series_C	1226.0	0.47207
series_C	1227.0	0.46901
series_C	1228.0	0.46595
series_C	1229.0	0.46291
series_C	1230.0	0.4599
series_C	1231.0	0.45694
series_C	1232.0	0.45405
series_C	1233.0	0.45123
series_C	1234.0	0.44848
series_C	1235.0	0.44581
series_C	1236.0	0.44321
series_C	1237.0	0.44068
series_C	1238.0	0.43821
series_C	1239.0	0.4358
series_C	1240.0	0.43346
series_C	1241.0	0.43117
series_C	1242.0	0.42893
series_C	1243.0	0.42672
series_C	1244.0	0.42455
series_C	1245.0	0.4224
series_C	1246.0	0.42025
series_C	1247.0	0.41809
series_C	1248.0	0.41589
series_C	1249.0	0.41365
series_C	1250.0	0.41132
series_C	1251.0	0.40892
series_C	1252.0	0.40642
series_C	1253.0	0.4038
series_C	1254.0	0.40104
series_C	1255.0	0.39813
series_C	1256.0	0.39507
series_C	1257.0	0.39186
series_C	1258.0	0.38849
series_C	1259.0	0.38499
series_C	1260.0	0.38136
series_C	1261.0	0.37762
series_C	1262.0	0.37379
series_C	1263.0	0.36989
series_C	1264.0	0.36596
series_C	1265.0	0.362
series_C	1266.0	0.35803
series_C	1267.0	0.35407
series_C	1268.0	0.35014
series_C	1269.0	0.34625
series_C	1270.0	0.3424
series_C	1271.0	0.33863
series_C	1272.0	0.33493
series_C	1273.0	0.33129
series_C	1274.0	0.32772
series_C	1275.0	0.32421
series_C	1276.0	0.32075
series_C	1277.0	0.31734
series_C	1278.0	0.31396
series_C	1279.0	0.31061
series_C	1280.0	0.30728
series_C	1281.0	0.30395
series_C	1282.0	0.30063
series_C	1283.0	0.29729
series_C	1284.0	0.29393
series_C	1285.0	0.29054
series_C	1286.0	0.28711
series_C	1287.0	0.28365
series_C	1288.0	0.28015
series_C	1289.0	0.27662
series_C	1290.0	0.27308
series_C	1291.0	0.26953
series_C	1292.0	0.26597
series_C	1293.0	0.26242
series_C	1294.0	0.25887
series_C	1295.0	0.25536
series_C	1296.0	0.25188
series_C	1297.0	0.24844
series_C	1298.0	0.24506
series_C	1299.0	0.24175
series_C	1300.0	0.23851
series_C	1301.0	0.23537
series_C	1302.0	0.23233
series_C	1303.0	0.22941
series_C	1304.0	0.22661
series_C	1305.0	0.22396
series_C	1306.0	0.22145
series_C	1307.0	0.2191
series_C	1308.0	0.21693
series_C	1309.0	0.21495
series_C	1310.0	0.21316
series_C	1311.0	0.21156
series_C	1312.0	0.21014
series_C	1313.0	0.20891
series_C	1314.0	0.20784
series_C	1315.0	0.20694
series_C	1316.0	0.20618
series_C	1317.0	0.20553
series_C	1318.0	0.20498
series_C	1319.0	0.20451
series_C	1320.0	0.20409
series_C	1321.0	0.20372
series_C	1322.0	0.20336
series_C	1323.0	0.203
series_C	1324.0	0.20262
series_C	1325.0	0.20222
series_C	1326.0	0.2018
series_C	1327.0	0.20133
series_C	1328.0	0.20083
series_C	1329.0	0.20029
series_C	1330.0	0.19969
series_C	1331.0	0.19904
series_C	1332.0	0.19833
series_C	1333.0	0.19755
series_C	1334.0	0.1967
series_C	1335.0	0.19578
series_C	1336.0	0.19478
series_C	1337.0	0.19368
series_C	1338.0	0.19251
series_C	1339.0	0.19125
series_C	1340.0	0.18991
series_C	1341.0	0.18849
series_C	1342.0	0.187
series_C	1343.0	0.18545
series_C	1344.0	0.18387
series_C	1345.0	0.18225
series_C	1346.0	0.18061
series_C	1347.0	0.17898
series_C	1348.0	0.17736
series_C	1349.0	0.17577
series_C	1350.0	0.1742
series_C	1351.0	0.17268
series_C	1352.0	0.17118
series_C	1353.0	0.16973
series_C	1354.0	0.1683
series_C	1355.0	0.1669
series_C	1356.0	0.1655
series_C	1357.0	0.16411
series_C	1358.0	0.1627
series_C	1359.0	0.16128
series_C	1360.0	0.15983
series_C	1361.0	0.15834
series_C	1362.0	0.15683
series_C	1363.0	0.15527
series_C	1364.0	0.15369
series_C	1365.0	0.15207
series_C	1366.0	0.15043
series_C	1367.0	0.14878
series_C	1368.0	0.14713
series_C	1369.0	0.14548
series_C	1370.0	0.14384
series_C	1371.0	0.14222
series_C	1372.0	0.14061
series_C	1373.0	0.13903
series_C	1374.0	0.13746
series_C	1375.0	0.13593
series_C	1376.0	0.13442
