design_series	aggregate_state_id	composition_fraction	wavelength_nm	relative_emission_au
series_A	state_3	0.052	1465.0	0.01326
series_A	state_4	0.0415	1465.0	0.01259
series_A	state_5	0.027	1465.0	0.01222
series_A	state_1	0.091	1466.0	0.01446
series_A	state_2	0.062	1466.0	0.01352
series_A	state_3	0.052	1466.0	0.01325
series_A	state_4	0.0415	1466.0	0.01259
series_A	state_5	0.027	1466.0	0.01222
series_A	state_1	0.091	1467.0	0.01444
series_A	state_2	0.062	1467.0	0.01356
series_A	state_3	0.052	1467.0	0.01324
series_A	state_4	0.0415	1467.0	0.01258
series_A	state_5	0.027	1467.0	0.01222
series_A	state_1	0.091	1468.0	0.01443
series_A	state_2	0.062	1468.0	0.01351
series_A	state_3	0.052	1468.0	0.01325
series_A	state_4	0.0415	1468.0	0.01257
series_A	state_5	0.027	1468.0	0.01221
series_A	state_1	0.091	1469.0	0.01438
series_A	state_2	0.062	1469.0	0.01348
series_A	state_3	0.052	1469.0	0.01321
series_A	state_4	0.0415	1469.0	0.01253
series_A	state_5	0.027	1469.0	0.01216
series_A	state_1	0.091	1470.0	0.01435
series_A	state_2	0.062	1470.0	0.01345
series_A	state_3	0.052	1470.0	0.01319
series_A	state_4	0.0415	1470.0	0.01251
series_A	state_5	0.027	1470.0	0.01214
series_A	state_1	0.091	1471.0	0.01435
series_A	state_2	0.062	1471.0	0.01345
series_A	state_3	0.052	1471.0	0.01319
series_A	state_4	0.0415	1471.0	0.01249
series_A	state_5	0.027	1471.0	0.01212
series_A	state_1	0.091	1472.0	0.01434
series_A	state_2	0.062	1472.0	0.01345
series_A	state_3	0.052	1472.0	0.0132
series_A	state_4	0.0415	1472.0	0.01246
series_A	state_5	0.027	1472.0	0.01212
series_A	state_1	0.091	1473.0	0.01433
series_A	state_2	0.062	1473.0	0.01342
series_A	state_3	0.052	1473.0	0.01319
series_A	state_4	0.0415	1473.0	0.01244
series_A	state_5	0.027	1473.0	0.0121
series_A	state_1	0.091	1474.0	0.0143
series_A	state_2	0.062	1474.0	0.01341
series_A	state_3	0.052	1474.0	0.01319
series_A	state_4	0.0415	1474.0	0.01243
series_A	state_5	0.027	1474.0	0.01209
series_A	state_1	0.091	1475.0	0.01427
series_A	state_2	0.062	1475.0	0.01339
series_A	state_3	0.052	1475.0	0.0132
series_A	state_4	0.0415	1475.0	0.01244
series_A	state_5	0.027	1475.0	0.01211
series_A	state_1	0.091	1476.0	0.01425
series_A	state_2	0.062	1476.0	0.01337
series_A	state_3	0.052	1476.0	0.01315
series_A	state_4	0.0415	1476.0	0.01244
series_A	state_5	0.027	1476.0	0.01211
series_A	state_1	0.091	1477.0	0.01425
series_A	state_2	0.062	1477.0	0.01335
series_A	state_3	0.052	1477.0	0.01314
series_A	state_4	0.0415	1477.0	0.01245
series_A	state_5	0.027	1477.0	0.01213
series_A	state_1	0.091	1478.0	0.01425
series_A	state_2	0.062	1478.0	0.01332
series_A	state_3	0.052	1478.0	0.01308
series_A	state_4	0.0415	1478.0	0.01243
series_A	state_5	0.027	1478.0	0.01214
series_A	state_1	0.091	1479.0	0.0142
series_A	state_2	0.062	1479.0	0.01328
series_A	state_3	0.052	1479.0	0.01302
series_A	state_4	0.0415	1479.0	0.01243
series_A	state_5	0.027	1479.0	0.01211
series_A	state_1	0.091	1480.0	0.01415
series_A	state_2	0.062	1480.0	0.01324
series_A	state_3	0.052	1480.0	0.01297
series_A	state_4	0.0415	1480.0	0.01244
series_A	state_5	0.027	1480.0	0.01208
series_A	state_1	0.091	1481.0	0.01412
series_A	state_2	0.062	1481.0	0.0132
series_A	state_3	0.052	1481.0	0.01293
series_A	state_4	0.0415	1481.0	0.01243
series_A	state_5	0.027	1481.0	0.01207
series_A	state_1	0.091	1482.0	0.01408
series_A	state_2	0.062	1482.0	0.0132
series_A	state_3	0.052	1482.0	0.01289
series_A	state_4	0.0415	1482.0	0.01239
series_A	state_5	0.027	1482.0	0.01206
series_A	state_1	0.091	1483.0	0.01405
series_A	state_2	0.062	1483.0	0.01317
series_A	state_3	0.052	1483.0	0.01288
series_A	state_4	0.0415	1483.0	0.01238
series_A	state_5	0.027	1483.0	0.01206
series_A	state_1	0.091	1484.0	0.01403
series_A	state_2	0.062	1484.0	0.01313
series_A	state_3	0.052	1484.0	0.01283
series_A	state_4	0.0415	1484.0	0.01237
series_A	state_5	0.027	1484.0	0.01209
series_A	state_1	0.091	1485.0	0.01402
series_A	state_2	0.062	1485.0	0.01315
series_A	state_3	0.052	1485.0	0.01279
series_A	state_4	0.0415	1485.0	0.01237
series_A	state_5	0.027	1485.0	0.01207
series_A	state_1	0.091	1486.0	0.014
series_A	state_2	0.062	1486.0	0.01316
series_A	state_3	0.052	1486.0	0.01277
series_A	state_4	0.0415	1486.0	0.01238
series_A	state_5	0.027	1486.0	0.01204
series_A	state_1	0.091	1487.0	0.01398
series_A	state_2	0.062	1487.0	0.01314
series_A	state_3	0.052	1487.0	0.01274
series_A	state_4	0.0415	1487.0	0.01236
series_A	state_5	0.027	1487.0	0.012
series_A	state_1	0.091	1488.0	0.01394
series_A	state_2	0.062	1488.0	0.01306
series_A	state_3	0.052	1488.0	0.0127
series_A	state_4	0.0415	1488.0	0.01238
series_A	state_5	0.027	1488.0	0.01196
series_A	state_1	0.091	1489.0	0.01391
series_A	state_2	0.062	1489.0	0.01301
series_A	state_3	0.052	1489.0	0.01267
series_A	state_4	0.0415	1489.0	0.01237
series_A	state_5	0.027	1489.0	0.0119
series_A	state_1	0.091	1490.0	0.01386
series_A	state_2	0.062	1490.0	0.01299
series_A	state_3	0.052	1490.0	0.01268
series_A	state_4	0.0415	1490.0	0.01236
series_A	state_5	0.027	1490.0	0.01188
series_A	state_1	0.091	1491.0	0.01383
series_A	state_2	0.062	1491.0	0.01298
series_A	state_3	0.052	1491.0	0.01267
series_A	state_4	0.0415	1491.0	0.01234
series_A	state_5	0.027	1491.0	0.01186
series_A	state_1	0.091	1492.0	0.0138
series_A	state_2	0.062	1492.0	0.01295
series_A	state_3	0.052	1492.0	0.01268
series_A	state_4	0.0415	1492.0	0.01233
series_A	state_5	0.027	1492.0	0.01183
series_A	state_1	0.091	1493.0	0.01376
series_A	state_2	0.062	1493.0	0.01289
series_A	state_3	0.052	1493.0	0.0127
series_A	state_4	0.0415	1493.0	0.01232
series_A	state_5	0.027	1493.0	0.01181
series_A	state_1	0.091	1494.0	0.01374
series_A	state_2	0.062	1494.0	0.0129
series_A	state_3	0.052	1494.0	0.0127
series_A	state_4	0.0415	1494.0	0.01232
series_A	state_5	0.027	1494.0	0.01181
series_A	state_1	0.091	1495.0	0.01373
series_A	state_2	0.062	1495.0	0.01287
series_A	state_3	0.052	1495.0	0.01265
series_A	state_4	0.0415	1495.0	0.01233
series_A	state_5	0.027	1495.0	0.01183
series_A	state_1	0.091	1496.0	0.01371
series_A	state_2	0.062	1496.0	0.01283
series_A	state_3	0.052	1496.0	0.01262
series_A	state_4	0.0415	1496.0	0.01232
series_A	state_5	0.027	1496.0	0.01182
series_A	state_1	0.091	1497.0	0.01372
series_A	state_2	0.062	1497.0	0.01281
series_A	state_3	0.052	1497.0	0.01265
series_A	state_4	0.0415	1497.0	0.01233
series_A	state_5	0.027	1497.0	0.01184
series_A	state_1	0.091	1498.0	0.01366
series_A	state_2	0.062	1498.0	0.01279
series_A	state_3	0.052	1498.0	0.01261
series_A	state_4	0.0415	1498.0	0.0123
series_A	state_5	0.027	1498.0	0.01183
series_A	state_1	0.091	1499.0	0.01361
series_A	state_2	0.062	1499.0	0.01279
series_A	state_3	0.052	1499.0	0.01259
series_A	state_4	0.0415	1499.0	0.01231
series_A	state_5	0.027	1499.0	0.01182
series_A	state_1	0.091	1500.0	0.0136
series_A	state_2	0.062	1500.0	0.0128
series_A	state_3	0.052	1500.0	0.01257
series_A	state_4	0.0415	1500.0	0.0123
series_A	state_5	0.027	1500.0	0.01183
series_A	state_1	0.091	1501.0	0.01355
series_A	state_2	0.062	1501.0	0.01278
series_A	state_3	0.052	1501.0	0.01256
series_A	state_4	0.0415	1501.0	0.01229
series_A	state_5	0.027	1501.0	0.01182
series_A	state_1	0.091	1502.0	0.01354
series_A	state_2	0.062	1502.0	0.01278
series_A	state_3	0.052	1502.0	0.01255
series_A	state_4	0.0415	1502.0	0.01227
series_A	state_5	0.027	1502.0	0.01183
series_A	state_1	0.091	1503.0	0.01351
series_A	state_2	0.062	1503.0	0.01275
series_A	state_3	0.052	1503.0	0.01254
series_A	state_4	0.0415	1503.0	0.01228
series_A	state_5	0.027	1503.0	0.01187
series_A	state_1	0.091	1504.0	0.01349
series_A	state_2	0.062	1504.0	0.01274
series_A	state_3	0.052	1504.0	0.01249
series_A	state_4	0.0415	1504.0	0.01231
series_A	state_5	0.027	1504.0	0.01186
series_A	state_1	0.091	1505.0	0.01346
series_A	state_2	0.062	1505.0	0.01277
series_A	state_3	0.052	1505.0	0.01248
series_A	state_4	0.0415	1505.0	0.01228
series_A	state_5	0.027	1505.0	0.01182
series_A	state_1	0.091	1506.0	0.01341
series_A	state_2	0.062	1506.0	0.01276
series_A	state_3	0.052	1506.0	0.01246
series_A	state_4	0.0415	1506.0	0.01227
series_A	state_5	0.027	1506.0	0.0118
series_A	state_1	0.091	1507.0	0.01337
series_A	state_2	0.062	1507.0	0.01274
series_A	state_3	0.052	1507.0	0.01243
series_A	state_4	0.0415	1507.0	0.0122
series_A	state_5	0.027	1507.0	0.01178
series_A	state_1	0.091	1508.0	0.01333
series_A	state_2	0.062	1508.0	0.0127
series_A	state_3	0.052	1508.0	0.01241
series_A	state_4	0.0415	1508.0	0.01219
series_A	state_5	0.027	1508.0	0.01179
series_A	state_1	0.091	1509.0	0.01332
series_A	state_2	0.062	1509.0	0.01268
series_A	state_3	0.052	1509.0	0.01242
series_A	state_4	0.0415	1509.0	0.01218
series_A	state_5	0.027	1509.0	0.01179
series_A	state_1	0.091	1510.0	0.01328
series_A	state_2	0.062	1510.0	0.01268
series_A	state_3	0.052	1510.0	0.01243
series_A	state_4	0.0415	1510.0	0.01214
series_A	state_5	0.027	1510.0	0.01175
series_A	state_1	0.091	1511.0	0.01326
series_A	state_2	0.062	1511.0	0.01264
series_A	state_3	0.052	1511.0	0.01244
series_A	state_4	0.0415	1511.0	0.01215
series_A	state_5	0.027	1511.0	0.01173
series_A	state_1	0.091	1512.0	0.01325
series_A	state_2	0.062	1512.0	0.01261
series_A	state_3	0.052	1512.0	0.01246
series_A	state_4	0.0415	1512.0	0.01212
series_A	state_5	0.027	1512.0	0.01169
series_A	state_1	0.091	1513.0	0.01324
series_A	state_2	0.062	1513.0	0.01259
series_A	state_3	0.052	1513.0	0.01246
series_A	state_4	0.0415	1513.0	0.0121
series_A	state_5	0.027	1513.0	0.0117
series_A	state_1	0.091	1514.0	0.01326
series_A	state_2	0.062	1514.0	0.01257
series_A	state_3	0.052	1514.0	0.01244
series_A	state_4	0.0415	1514.0	0.01209
series_A	state_5	0.027	1514.0	0.01168
series_A	state_1	0.091	1515.0	0.01327
series_A	state_2	0.062	1515.0	0.01255
series_A	state_3	0.052	1515.0	0.01244
series_A	state_4	0.0415	1515.0	0.01208
series_A	state_5	0.027	1515.0	0.0117
series_A	state_1	0.091	1516.0	0.01325
series_A	state_2	0.062	1516.0	0.01254
series_A	state_3	0.052	1516.0	0.01245
series_A	state_4	0.0415	1516.0	0.0121
series_A	state_5	0.027	1516.0	0.01169
series_A	state_1	0.091	1517.0	0.01325
series_A	state_2	0.062	1517.0	0.01254
series_A	state_3	0.052	1517.0	0.01248
series_A	state_4	0.0415	1517.0	0.01214
series_A	state_5	0.027	1517.0	0.0117
series_A	state_1	0.091	1518.0	0.01326
series_A	state_2	0.062	1518.0	0.01256
series_A	state_3	0.052	1518.0	0.01247
series_A	state_4	0.0415	1518.0	0.01216
series_A	state_5	0.027	1518.0	0.01172
series_A	state_1	0.091	1519.0	0.01327
series_A	state_2	0.062	1519.0	0.01259
series_A	state_3	0.052	1519.0	0.01247
series_A	state_4	0.0415	1519.0	0.01219
series_A	state_5	0.027	1519.0	0.01176
series_A	state_1	0.091	1520.0	0.0133
series_A	state_2	0.062	1520.0	0.01264
series_A	state_3	0.052	1520.0	0.01249
series_A	state_4	0.0415	1520.0	0.01222
series_A	state_5	0.027	1520.0	0.01182
series_A	state_1	0.091	1521.0	0.01329
series_A	state_2	0.062	1521.0	0.01266
series_A	state_3	0.052	1521.0	0.01252
series_A	state_4	0.0415	1521.0	0.01225
series_A	state_5	0.027	1521.0	0.01189
series_A	state_1	0.091	1522.0	0.01333
series_A	state_2	0.062	1522.0	0.01271
series_A	state_3	0.052	1522.0	0.01254
series_A	state_4	0.0415	1522.0	0.01231
series_A	state_5	0.027	1522.0	0.01196
series_A	state_1	0.091	1523.0	0.01335
series_A	state_2	0.062	1523.0	0.01274
series_A	state_3	0.052	1523.0	0.01254
series_A	state_4	0.0415	1523.0	0.01234
series_A	state_5	0.027	1523.0	0.01201
series_A	state_1	0.091	1524.0	0.01338
series_A	state_2	0.062	1524.0	0.01278
series_A	state_3	0.052	1524.0	0.01255
series_A	state_4	0.0415	1524.0	0.01238
series_A	state_5	0.027	1524.0	0.01204
series_A	state_1	0.091	1525.0	0.0134
series_A	state_2	0.062	1525.0	0.01284
series_A	state_3	0.052	1525.0	0.01257
series_A	state_4	0.0415	1525.0	0.0124
series_A	state_5	0.027	1525.0	0.01207
series_A	state_1	0.091	1526.0	0.01341
series_A	state_2	0.062	1526.0	0.01287
series_A	state_3	0.052	1526.0	0.01261
series_A	state_4	0.0415	1526.0	0.01241
series_A	state_5	0.027	1526.0	0.01212
series_A	state_1	0.091	1527.0	0.01339
series_A	state_2	0.062	1527.0	0.01288
series_A	state_3	0.052	1527.0	0.01262
series_A	state_4	0.0415	1527.0	0.01242
series_A	state_5	0.027	1527.0	0.01217
series_A	state_1	0.091	1528.0	0.01338
series_A	state_2	0.062	1528.0	0.01289
series_A	state_3	0.052	1528.0	0.01262
series_A	state_4	0.0415	1528.0	0.01246
series_A	state_5	0.027	1528.0	0.01219
series_A	state_1	0.091	1529.0	0.01337
series_A	state_2	0.062	1529.0	0.01289
series_A	state_3	0.052	1529.0	0.01264
series_A	state_4	0.0415	1529.0	0.01244
series_A	state_5	0.027	1529.0	0.01219
series_A	state_1	0.091	1530.0	0.01332
series_A	state_2	0.062	1530.0	0.01285
series_A	state_3	0.052	1530.0	0.01264
series_A	state_4	0.0415	1530.0	0.01242
series_A	state_5	0.027	1530.0	0.01213
series_A	state_1	0.091	1531.0	0.01325
series_A	state_2	0.062	1531.0	0.01279
series_A	state_3	0.052	1531.0	0.01262
series_A	state_4	0.0415	1531.0	0.01241
series_A	state_5	0.027	1531.0	0.01211
series_A	state_1	0.091	1532.0	0.0132
series_A	state_2	0.062	1532.0	0.01275
series_A	state_3	0.052	1532.0	0.01259
series_A	state_4	0.0415	1532.0	0.01234
series_A	state_5	0.027	1532.0	0.01206
series_A	state_1	0.091	1533.0	0.01312
series_A	state_2	0.062	1533.0	0.01268
series_A	state_3	0.052	1533.0	0.01252
series_A	state_4	0.0415	1533.0	0.01226
series_A	state_5	0.027	1533.0	0.01202
series_A	state_1	0.091	1534.0	0.01304
series_A	state_2	0.062	1534.0	0.01259
series_A	state_3	0.052	1534.0	0.01249
series_A	state_4	0.0415	1534.0	0.01218
series_A	state_5	0.027	1534.0	0.01193
series_A	state_1	0.091	1535.0	0.01295
series_A	state_2	0.062	1535.0	0.01253
series_A	state_3	0.052	1535.0	0.01241
series_A	state_4	0.0415	1535.0	0.01212
series_A	state_5	0.027	1535.0	0.01187
series_A	state_1	0.091	1536.0	0.01285
series_A	state_2	0.062	1536.0	0.01244
series_A	state_3	0.052	1536.0	0.01235
series_A	state_4	0.0415	1536.0	0.01204
series_A	state_5	0.027	1536.0	0.01181
series_A	state_1	0.091	1537.0	0.01278
series_A	state_2	0.062	1537.0	0.0124
series_A	state_3	0.052	1537.0	0.01231
series_A	state_4	0.0415	1537.0	0.01198
series_A	state_5	0.027	1537.0	0.01174
series_A	state_1	0.091	1538.0	0.01271
series_A	state_2	0.062	1538.0	0.01235
series_A	state_3	0.052	1538.0	0.01224
series_A	state_4	0.0415	1538.0	0.01188
series_A	state_5	0.027	1538.0	0.01172
series_A	state_1	0.091	1539.0	0.01262
series_A	state_2	0.062	1539.0	0.0123
series_A	state_3	0.052	1539.0	0.01221
series_A	state_4	0.0415	1539.0	0.01182
series_A	state_5	0.027	1539.0	0.01165
series_A	state_1	0.091	1540.0	0.01257
series_A	state_2	0.062	1540.0	0.01227
series_A	state_3	0.052	1540.0	0.0122
series_A	state_4	0.0415	1540.0	0.01179
series_A	state_5	0.027	1540.0	0.01162
series_A	state_1	0.091	1541.0	0.01253
series_A	state_2	0.062	1541.0	0.01223
series_A	state_3	0.052	1541.0	0.01215
series_A	state_4	0.0415	1541.0	0.01176
series_A	state_5	0.027	1541.0	0.01157
series_A	state_1	0.091	1542.0	0.01252
series_A	state_2	0.062	1542.0	0.01222
series_A	state_3	0.052	1542.0	0.01212
series_A	state_4	0.0415	1542.0	0.01172
series_A	state_5	0.027	1542.0	0.0115
series_A	state_1	0.091	1543.0	0.01249
series_A	state_2	0.062	1543.0	0.0122
series_A	state_3	0.052	1543.0	0.01207
series_A	state_4	0.0415	1543.0	0.0117
series_A	state_5	0.027	1543.0	0.01146
series_A	state_1	0.091	1544.0	0.01249
series_A	state_2	0.062	1544.0	0.01219
series_A	state_3	0.052	1544.0	0.01205
series_A	state_4	0.0415	1544.0	0.01167
series_A	state_5	0.027	1544.0	0.01147
series_A	state_1	0.091	1545.0	0.0125
series_A	state_2	0.062	1545.0	0.01215
series_A	state_3	0.052	1545.0	0.01205
series_A	state_4	0.0415	1545.0	0.01167
series_A	state_5	0.027	1545.0	0.01148
series_A	state_1	0.091	1546.0	0.01249
series_A	state_2	0.062	1546.0	0.0121
series_A	state_3	0.052	1546.0	0.01206
series_A	state_4	0.0415	1546.0	0.01168
series_A	state_5	0.027	1546.0	0.01149
series_A	state_1	0.091	1547.0	0.01249
series_A	state_2	0.062	1547.0	0.01205
series_A	state_3	0.052	1547.0	0.01205
series_A	state_4	0.0415	1547.0	0.0117
series_A	state_5	0.027	1547.0	0.01149
series_A	state_1	0.091	1548.0	0.01249
series_A	state_2	0.062	1548.0	0.01206
series_A	state_3	0.052	1548.0	0.01205
series_A	state_4	0.0415	1548.0	0.01171
series_A	state_5	0.027	1548.0	0.01145
series_A	state_1	0.091	1549.0	0.0125
series_A	state_2	0.062	1549.0	0.012
series_A	state_3	0.052	1549.0	0.01206
series_A	state_4	0.0415	1549.0	0.01169
series_A	state_5	0.027	1549.0	0.01143
series_A	state_1	0.091	1550.0	0.01248
series_A	state_2	0.062	1550.0	0.01195
series_A	state_3	0.052	1550.0	0.01204
series_A	state_4	0.0415	1550.0	0.01171
series_A	state_5	0.027	1550.0	0.01143
series_A	state_1	0.091	1551.0	0.01246
series_A	state_2	0.062	1551.0	0.01193
series_A	state_3	0.052	1551.0	0.01202
series_A	state_4	0.0415	1551.0	0.01171
series_A	state_5	0.027	1551.0	0.0114
series_A	state_1	0.091	1552.0	0.01247
series_A	state_2	0.062	1552.0	0.01192
series_A	state_3	0.052	1552.0	0.01199
series_A	state_4	0.0415	1552.0	0.01171
series_A	state_5	0.027	1552.0	0.0114
series_A	state_1	0.091	1553.0	0.01245
series_A	state_2	0.062	1553.0	0.01189
series_A	state_3	0.052	1553.0	0.01191
series_A	state_4	0.0415	1553.0	0.01173
series_A	state_5	0.027	1553.0	0.01138
series_A	state_1	0.091	1554.0	0.01243
series_A	state_2	0.062	1554.0	0.01187
series_A	state_3	0.052	1554.0	0.01191
series_A	state_4	0.0415	1554.0	0.01173
series_A	state_5	0.027	1554.0	0.01136
series_A	state_1	0.091	1555.0	0.01241
series_A	state_2	0.062	1555.0	0.01187
series_A	state_3	0.052	1555.0	0.01184
series_A	state_4	0.0415	1555.0	0.01169
series_A	state_5	0.027	1555.0	0.01138
series_A	state_1	0.091	1556.0	0.01238
series_A	state_2	0.062	1556.0	0.01189
series_A	state_3	0.052	1556.0	0.01183
series_A	state_4	0.0415	1556.0	0.01163
series_A	state_5	0.027	1556.0	0.0114
series_A	state_1	0.091	1557.0	0.01235
series_A	state_2	0.062	1557.0	0.0119
series_A	state_3	0.052	1557.0	0.01179
series_A	state_4	0.0415	1557.0	0.01162
series_A	state_5	0.027	1557.0	0.01137
series_A	state_1	0.091	1558.0	0.01232
series_A	state_2	0.062	1558.0	0.01192
series_A	state_3	0.052	1558.0	0.01177
series_A	state_4	0.0415	1558.0	0.01159
series_A	state_5	0.027	1558.0	0.01135
series_A	state_1	0.091	1559.0	0.0123
series_A	state_2	0.062	1559.0	0.01193
series_A	state_3	0.052	1559.0	0.01176
series_A	state_4	0.0415	1559.0	0.01162
series_A	state_5	0.027	1559.0	0.01133
series_A	state_1	0.091	1560.0	0.01229
series_A	state_2	0.062	1560.0	0.01196
series_A	state_3	0.052	1560.0	0.01174
series_A	state_4	0.0415	1560.0	0.01162
series_A	state_5	0.027	1560.0	0.01131
series_A	state_1	0.091	1561.0	0.01227
series_A	state_2	0.062	1561.0	0.01194
series_A	state_3	0.052	1561.0	0.01169
series_A	state_4	0.0415	1561.0	0.01158
series_A	state_5	0.027	1561.0	0.01129
series_A	state_1	0.091	1562.0	0.01225
series_A	state_2	0.062	1562.0	0.01196
series_A	state_3	0.052	1562.0	0.01169
series_A	state_4	0.0415	1562.0	0.01156
series_A	state_5	0.027	1562.0	0.0113
series_A	state_1	0.091	1563.0	0.01223
series_A	state_2	0.062	1563.0	0.01194
series_A	state_3	0.052	1563.0	0.01165
series_A	state_4	0.0415	1563.0	0.01156
series_A	state_5	0.027	1563.0	0.0113
series_A	state_1	0.091	1564.0	0.01221
series_A	state_2	0.062	1564.0	0.01192
series_A	state_3	0.052	1564.0	0.01165
series_A	state_4	0.0415	1564.0	0.01154
series_A	state_5	0.027	1564.0	0.0113
series_A	state_1	0.091	1565.0	0.01221
series_A	state_2	0.062	1565.0	0.01184
series_A	state_3	0.052	1565.0	0.01168
series_A	state_4	0.0415	1565.0	0.01156
series_A	state_5	0.027	1565.0	0.01125
series_A	state_1	0.091	1566.0	0.01221
series_A	state_2	0.062	1566.0	0.01181
series_A	state_3	0.052	1566.0	0.01167
series_A	state_4	0.0415	1566.0	0.01157
series_A	state_5	0.027	1566.0	0.01121
series_A	state_1	0.091	1567.0	0.01218
series_A	state_2	0.062	1567.0	0.01177
series_A	state_3	0.052	1567.0	0.0117
series_A	state_4	0.0415	1567.0	0.01156
series_A	state_5	0.027	1567.0	0.01117
series_A	state_1	0.091	1568.0	0.01215
series_A	state_2	0.062	1568.0	0.01175
series_A	state_3	0.052	1568.0	0.0117
series_A	state_4	0.0415	1568.0	0.01157
series_A	state_5	0.027	1568.0	0.01117
series_A	state_1	0.091	1569.0	0.01215
series_A	state_2	0.062	1569.0	0.01169
series_A	state_3	0.052	1569.0	0.01167
series_A	state_4	0.0415	1569.0	0.01158
series_A	state_5	0.027	1569.0	0.01116
series_A	state_1	0.091	1570.0	0.01215
series_A	state_2	0.062	1570.0	0.01169
series_A	state_3	0.052	1570.0	0.01168
series_A	state_4	0.0415	1570.0	0.0116
series_A	state_5	0.027	1570.0	0.01116
series_A	state_1	0.091	1571.0	0.01214
series_A	state_2	0.062	1571.0	0.0117
series_A	state_3	0.052	1571.0	0.0117
series_A	state_4	0.0415	1571.0	0.01161
series_A	state_5	0.027	1571.0	0.01115
series_A	state_1	0.091	1572.0	0.01214
series_A	state_2	0.062	1572.0	0.01171
series_A	state_3	0.052	1572.0	0.0117
series_A	state_4	0.0415	1572.0	0.01161
series_A	state_5	0.027	1572.0	0.01117
series_A	state_1	0.091	1573.0	0.01211
series_A	state_2	0.062	1573.0	0.01169
series_A	state_3	0.052	1573.0	0.01168
series_A	state_4	0.0415	1573.0	0.0116
series_A	state_5	0.027	1573.0	0.01118
series_A	state_1	0.091	1574.0	0.0121
series_A	state_2	0.062	1574.0	0.01173
series_A	state_3	0.052	1574.0	0.01169
series_A	state_4	0.0415	1574.0	0.01153
series_A	state_5	0.027	1574.0	0.01122
series_A	state_1	0.091	1575.0	0.01207
series_A	state_2	0.062	1575.0	0.01174
series_A	state_3	0.052	1575.0	0.01165
series_A	state_4	0.0415	1575.0	0.01152
series_A	state_5	0.027	1575.0	0.01127
series_A	state_1	0.091	1576.0	0.01205
series_A	state_2	0.062	1576.0	0.01174
series_A	state_3	0.052	1576.0	0.01166
series_A	state_4	0.0415	1576.0	0.0115
series_A	state_5	0.027	1576.0	0.01129
series_A	state_1	0.091	1577.0	0.01205
series_A	state_2	0.062	1577.0	0.01173
series_A	state_3	0.052	1577.0	0.01165
series_A	state_4	0.0415	1577.0	0.01148
series_A	state_5	0.027	1577.0	0.01131
series_A	state_1	0.091	1578.0	0.01204
series_A	state_2	0.062	1578.0	0.01174
series_A	state_3	0.052	1578.0	0.01164
series_A	state_4	0.0415	1578.0	0.01147
series_A	state_5	0.027	1578.0	0.01132
series_A	state_1	0.091	1579.0	0.01203
series_A	state_2	0.062	1579.0	0.01173
series_A	state_3	0.052	1579.0	0.01162
series_A	state_4	0.0415	1579.0	0.01148
series_A	state_5	0.027	1579.0	0.01133
series_A	state_1	0.091	1580.0	0.01203
series_A	state_2	0.062	1580.0	0.01173
series_A	state_3	0.052	1580.0	0.01164
series_A	state_4	0.0415	1580.0	0.01144
series_A	state_5	0.027	1580.0	0.01132
series_A	state_1	0.091	1581.0	0.01203
series_A	state_2	0.062	1581.0	0.0117
series_A	state_3	0.052	1581.0	0.0116
series_A	state_4	0.0415	1581.0	0.0114
series_A	state_5	0.027	1581.0	0.01131
series_A	state_1	0.091	1582.0	0.01202
series_A	state_2	0.062	1582.0	0.01169
series_A	state_3	0.052	1582.0	0.01159
series_A	state_4	0.0415	1582.0	0.01142
series_A	state_5	0.027	1582.0	0.01132
series_A	state_1	0.091	1583.0	0.01202
series_A	state_2	0.062	1583.0	0.01166
series_A	state_3	0.052	1583.0	0.01156
series_A	state_4	0.0415	1583.0	0.01139
series_A	state_5	0.027	1583.0	0.01128
series_A	state_1	0.091	1584.0	0.012
series_A	state_2	0.062	1584.0	0.01165
series_A	state_3	0.052	1584.0	0.01155
series_A	state_4	0.0415	1584.0	0.0114
series_A	state_5	0.027	1584.0	0.01127
series_A	state_1	0.091	1585.0	0.01201
series_A	state_2	0.062	1585.0	0.01162
series_A	state_3	0.052	1585.0	0.01158
series_A	state_4	0.0415	1585.0	0.01139
series_A	state_5	0.027	1585.0	0.01125
series_A	state_1	0.091	1586.0	0.01199
series_A	state_2	0.062	1586.0	0.01163
series_A	state_3	0.052	1586.0	0.01157
series_A	state_4	0.0415	1586.0	0.01141
series_A	state_5	0.027	1586.0	0.01125
series_A	state_1	0.091	1587.0	0.01195
series_A	state_2	0.062	1587.0	0.0116
series_A	state_3	0.052	1587.0	0.01153
series_A	state_4	0.0415	1587.0	0.01141
series_A	state_5	0.027	1587.0	0.01126
series_A	state_1	0.091	1588.0	0.01194
series_A	state_2	0.062	1588.0	0.01159
series_A	state_3	0.052	1588.0	0.01149
series_A	state_4	0.0415	1588.0	0.01141
series_A	state_5	0.027	1588.0	0.01127
series_A	state_1	0.091	1589.0	0.01195
series_A	state_2	0.062	1589.0	0.0116
series_A	state_3	0.052	1589.0	0.01147
series_A	state_4	0.0415	1589.0	0.01138
series_A	state_5	0.027	1589.0	0.01122
series_A	state_1	0.091	1590.0	0.01195
series_A	state_2	0.062	1590.0	0.01159
series_A	state_3	0.052	1590.0	0.01152
series_A	state_4	0.0415	1590.0	0.01138
series_A	state_5	0.027	1590.0	0.0112
series_A	state_1	0.091	1591.0	0.01195
